,index,Text,Label,Question,RepQuestion,TextAll
1093,987,Vado a chiedere ai medici,previsioneX5,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,['Vado a chiedere ai medici']
1094,6144,"La sindrome da iperattività/deficit di attenzione (ADHD) è un disordine dello sviluppo neuropsichico del bambino e dell'adolescente, caratterizzato da iperattività, impulsività, incapacità a concentrarsi. La sindrome si manifesta generalmente prima dei 7 anni d'età. ",sancireX24+descrizioneX10,Il testo come descrive le caratteristiche cliniche del disturbo da deficit dell’attenzione/iperattività?,descrizione,"[""La sindrome da iperattività/deficit di attenzione (ADHD) è un disordine dello sviluppo neuropsichico del bambino e dell'adolescente, caratterizzato da iperattività, impulsività, incapacità a concentrarsi. "", ""La sindrome si manifesta generalmente prima dei 7 anni d'età""]"
1095,1385,Spero come prima.,sancireX3,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,['Spero come prima.']
1096,1686,"Con professionalità, pazienza.",giudizioX3,Come descriverebbe la gestione di un “malato di AIDS”?,descrizione,"['Con professionalità, pazienza.']"
1097,315,"Le implicazioni della cardiopatia di nostro figlio inizialmente sono state forti per la paura, le incertezze, le sofferenze dovute alla sua condizione, quando l’abbiamo visto insomma operato, tutti i rischi che ha corso, i problemi di salute, un po’ un’altalena insomma, e poi anche, si insomma, perché ci aveva stravolto completamente la vita in quella fase, cioè l’ospedalizzazione, il marito è stato a casa anche per un po’ in aspettativa, la vita era concentrata lì, poi però in generale insomma passato quel primo momento dopo quando lui si è stabilizzato la nostra vita ha avuto un andamento normale, ma già diciamo tra un intervento e l’altro dopo che abbiamo preso un po’ la mano a conoscere i suoi bisogni, le sue cose, cioè a capire i sintomi se non stava bene eccetera si è abbastanza stabilizzata la situazione quindi siamo stati tranquilli sereni…però l’implicazione più importante è il fatto di vedere quando lui non sta bene, cioè nel senso il fatto che per esempio lui abbia delle sofferenze a causa di questa, cioè che magari si senta con delle difficoltà o si senta diverso oppure nel caso soprattutto nel discorso dello sport, che per lui è stato un grosso dispiacere insomma che ha attraversato tutta la sua esperienza fino adesso e anche che gli ha ridotto le possibilità della vita sociale perché appunto non facendo parte di una squadra, mai di un gruppo mai di niente è stato più difficile, e questa quindi è l’implicazione, è vedere tuo figlio che soffre soffri anche tu, ti dispiace. Poi una cosa che mi resta sempre come implicazione anche credo che si possa dire è il fatto di non aver mai capito se c’è un collegamento tra questo e le sue difficoltà scolastiche che comunque sono una cosa per cui lui ha sofferto e continua a soffrire molto e noi non sappiamo se questo deriva dal fatto che sia cardiopatico o no, nessuno ancora ce l’ha detto veramente, ho visto comunque che questo problema è diffuso tra molti ragazzi, almeno quelli che frequentiamo nel gruppo molti hanno difficoltà molto affini alle sue, probabilmente anche per un fattore di autostima, di difficoltà di.., e questa quindi è un’implicazione che ricade ovviamente su di me perché se vedo che lui è in difficoltà a me dispiace ecco. Terza cosa, un’altra implicazione che però, cioè, è che non sono preoccupata per il futuro, cioè quindi non c’è questa implicazione in un certo senso, non sono tanto preoccupata per il suo futuro perché lo so che in termini così sanitari magari può essere più a rischio di altri di complicazioni, di cose del genere nel tempo, però sarà per il fatto che fino adesso è sempre stato bene, ma anche poi altro fatto è che avendo figlie, tre che ci sono anche nella loro situazione non mi pare, non penso che alla fine sia tanto messo peggio Franco per quello che vedo, anche perché le cose che io temo di più sono cose, cioè temo molto cioè i problemi psicologici, le difficoltà di affrontare la vita eccetera e in questo non lo vedo diverso alla fine, in fondo in fondo, rispetto agli altri.",valutazioneX58+descrizioneX17+giudizioX23+valutazioneX45+sancireX14+specificazioneX84+causaX16+descrizioneX63+specificazioneX40+valutazioneX23+valutazioneX103+confermaX41,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"['Le IMPLICAZIONE della cardiopatia di nostro figlio inizialmente sono state forti per la paura, le incertezze, le sofferenze dovute alla sua condizione, quando l’abbiamo visto insomma operato, tutti i rischi che ha corso, i problemi di salute, un po’ un’altalena insomma, e poi anche, si insomma, perché ci aveva stravolto completamente la vita in quella fase, cioè l’ospedalizzazione,', 'il marito è stato a casa anche per un po’ in aspettativa, la vita era concentrata lì,', 'poi però in generale insomma passato quel primo momento dopo quando lui si è stabilizzato la nostra vita ha avuto un andamento normale,', 'ma già diciamo tra un intervento e l’altro dopo che abbiamo preso un po’ la mano a conoscere i suoi bisogni, le sue cose, cioè a capire i sintomi se non stava bene eccetera si è abbastanza stabilizzata la situazione quindi siamo stati tranquilli sereni…', 'però l’implicazione più importante è il fatto di vedere quando lui non sta bene,', 'cioè nel senso il fatto che per esempio lui abbia delle sofferenze a causa di questa, cioè che magari si senta con delle difficoltà o si senta diverso oppure nel caso soprattutto nel discorso dello sport, che per lui è stato un grosso dispiacere insomma che ha attraversato tutta la sua esperienza fino adesso e anche che gli ha ridotto le POSSIBILITA della vita sociale perché appunto non facendo parte di una squadra, mai di un gruppo mai di niente è stato più difficile,', 'e questa quindi è l’implicazione, è vedere tuo figlio che soffre soffri anche tu, ti dispiace.', 'Poi una cosa che mi resta sempre come implicazione anche credo che si possa dire è il fatto di non aver mai capito se c’è un collegamento tra questo e le sue difficoltà scolastiche che comunque sono una cosa per cui lui ha sofferto e continua a soffrire molto e noi non sappiamo se questo deriva dal fatto che sia cardiopatico o no,', 'nessuno ancora ce l’ha detto veramente, ho visto comunque che questo problema è diffuso tra molti ragazzi, almeno quelli che frequentiamo nel gruppo molti hanno difficoltà molto affini alle sue, probabilmente anche per un fattore di autostima, di difficoltà di..,', 'e questa quindi è un’implicazione che ricade ovviamente su di me perché se vedo che lui è in difficoltà a me dispiace ecco.', 'Terza cosa, un’altra implicazione che però, cioè, è che non sono preoccupata per il futuro, cioè quindi non c’è questa implicazione in un certo senso, non sono tanto preoccupata per il suo futuro perché lo so che in termini così sanitari magari può essere più a rischio di altri di complicazioni, di cose del genere nel tempo, però sarà per il fatto che fino adesso è sempre stato bene, ma anche poi altro fatto è che avendo figlie, tre che ci sono anche nella loro situazione non mi pare, non penso che alla fine sia tanto messo peggio Franco per quello che vedo,', 'anche perché le cose che io temo di più sono cose, cioè temo molto cioè i problemi psicologici, le difficoltà di affrontare la vita eccetera e in questo non lo vedo diverso alla fine, in fondo in fondo, rispetto agli altri.']"
1098,3359,Un intervento di cura a 360° . l’intervento psichiatrico in senso farmacologico rappresenta una parte molto esigua di quello di cui necessitano i pz. Molto più dispendioso in termini di tempo è la comprensione dell’aspetto non punitivo ma riabilitativo della struttura che va coltivato e rafforzato mediante interventi continui di ascolto e accudimento che non hanno nulla a che fare con la terapia farmacologica ma che si basano sulla costruzione di una sana relazione di cura.,riferimento_obiettivoX76,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,['Un intervento di cura a 360° . l’intervento psichiatrico in senso farmacologico rappresenta una parte molto esigua di quello di cui necessitano i pz. Molto più dispendioso in termini di tempo è la comprensione dell’aspetto non punitivo ma riabilitativo della struttura che va coltivato e rafforzato mediante interventi continui di ascolto e accudimento che non hanno nulla a che fare con la terapia farmacologica ma che si basano sulla costruzione di una sana relazione di cura.']
1099,3671,Attraverso una continua assistenza psicologica e verifiche di sicurezza da parte delle autorità competenti.,descrizioneX14,Come descriverebbe una violenza sessuale?,descrizione,['Attraverso una continua assistenza psicologica e verifiche di sicurezza da parte delle autorità competenti.']
1100,1131,"Gli hobby, i suoi interessi",sancireX5,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,"['Gli hobby, i suoi interessi']"
1101,5859,una persona che ha ancora davanti a sé un percorso di studi lunghissimo e pieno di esperienze interessanti ,previsioneX18,Come descriverebbe una persona che si laurea  in psicologia?,descrizione,['una persona che ha ancora davanti a sé un percorso di studi lunghissimo e pieno di esperienze interessanti']
1102,1584,"Una persona quasi normale ... Deve solo avere qualche accorgimento in più per se stesso, e per gli altri. Per altri intendo non contagiare altre persone.",giudizioX5+prescrizioneX14+specificazioneX7,Come descriverebbe un “malato di AIDS”?,descrizione,"['Una persona quasi normale ... \n', 'Deve solo avere qualche accorgimento in più per se stesso, e per gli altri. \n', 'Per altri intendo non contagiare altre persone.\n']"
1103,1163,Ci ho dato priorità perché mi sembrano le più importanti,opinioneX10,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,['Ci ho dato priorità perché mi sembrano le più importanti']
1104,3239,"Le REMS sono delle carceri psichiatriche in cui vengono internate le persone che hanno commesso reati in stato di incapacità di intendere e di volere, quindi con patologie psichiatriche. Il primario obiettivo di queste REMS sono la riabilitazione psichiatrica e sociale dell'individuo.",descrizioneX42,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"[""Le REMS sono delle carceri psichiatriche in cui vengono internate le persone che hanno commesso reati in stato di incapacità di intendere e di volere, quindi con patologie psichiatriche. Il primario obiettivo di queste REMS sono la riabilitazione psichiatrica e sociale dell'individuo.""]"
1105,4922,una persona in grado di gestire la propria vita in modo autonomo con scelte e azioni positive nei confronti di se stessa e delle persone con cui ha a che fare,sancireX31,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,['una persona in grado di gestire la propria vita in modo autonomo con scelte e azioni positive nei confronti di se stessa e delle persone con cui ha a che fare']
1106,3762,Non penso ancora di essere in grado di affrontare delle scelte riguardo la mia vita preferisco prima conoscermi.,generalizzazioneX15+sancireX3,Come descriverebbe una persona detenuta?,descrizione,"['Non penso ancora di essere in grado di affrontare delle scelte riguardo la mia vita', 'preferisco prima conoscermi.']"
1107,5579,lo descriverei come un normale individuo che per i più disparati motivi e/o problemi incorre all'uso di sostanze stupefacenti. Al giorno d'oggi e visto l'ampio consumo di tali sostanze un individuo che ne fa uso non è paragonato immediatamente a luoghi/realtà di degrado.,descrizioneX19+confermaX24,Come descriverebbe un consumatore di sostanze psicotrope?,descrizione,"[""lo descriverei come un normale individuo che per i più disparati motivi e/o problemi incorre all'uso di sostanze stupefacenti"", ""Al giorno d'oggi e visto l'ampio consumo di tali sostanze un individuo che ne fa uso non è paragonato immediatamente a luoghi/realtà di degrado.""]"
1108,523,Non saprei descrivermi. Dovrei essere e forse riuscirei a descrivermi.,non_rispostaX10,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,['Non saprei descrivermi. Dovrei essere e forse riuscirei a descrivermi.']
1109,5741,"in cinque anni non ho trovato molti professori propensi alla promozione dell'acquisizione di competenze, pero se lo devo descrivere considerando alcuni professori esce fuori la loro passione e l'impegno nel trasmetterci cio che loro sanno e hanno appreso nell'esercizio pratico sulla materia psicologia ",specificazioneX14+specificazioneX29,Come descriverebbe il ruolo di Professore di psicologia?,descrizione,"[""in cinque anni no ho trovato molti professori propensi alla promozione dell'acquisizione di competenze,"", ""pero se lo devo descrivere considerando alcuni professori esce fuori la loro passione e l'impegno nel trasmetterci cio che loro sanno e hanno appreso nell'esercizio pratico sulla materia psicologia""]"
1110,4164,"Per quanto concerne l’ambito familiare è emerso che i legami affettivi tra i vari componenti del nucleo sono molto intensi. 
I rapporti tra coniugi e quelli tra genitori e figli sono improntati sul dialogo e caratterizzati da un forte sentimento di unione e coesione.
Sia il soggetto che i congiunti sono protesi verso il futuro che li vede nuovamente riuniti. 
Vi è da parte della moglie e dei figli una forte determinazione a continuare a portare avanti con impegno i propri compiti (lavoro, studio ecc.) e a mantenere in famiglia un clima per quanto possibile sereno.
Ciò non significa che sia stata operata una negazione del dolore 
(connesso al distacco, ma anche all’insieme dei sentimenti che l’evento-reato ha prodotto) e dagli affetti personale 
che questo stato d’animo provoca in ognuno dei comportamenti la famiglia;
esiste infatti un buon livello di comunicazione 
ed in particolare la Sig.ra F. cerca di sostenere adeguatamente i due figli (una di 18 anni ed uno di circa 5) affinché possano percorrere  il più serenamente possibile il percorso del loro sviluppo psico-individuale.
I familiari del soggetto (anche nell’ambito allargato) sono solidali nei confronti del congiunto e disponibili a condividere con lo stesso la difficile realtà.
Sembra importante rappresentare infine come il detenuto e la moglie hanno evidenziato che l’istituto penale consente di vivere la detenzione in un contesto più strutturato a misura d’uomo e, soprattutto, che per il figlio più piccolo, in questo contesto, è più facile mantenere un rapporto significativo con il genitore.
A riguardo la sig.ra F. ha riferito come il bimbo abbia vissuto molto positivamente e con maggiore serenità, rispetto al passato, i colloqui con il padre.",giudizioX20+giudizioX24+sancireX16+sancireX36+sancireX11+specificazioneX16+causaX11+confermaX7+dichiarazione_intentiX35+giudizioX23+opinioneX49+descrizioneX26,Come descriverebbe una violenza sessuale?,descrizione,"['Per quanto concerne l’ambito familiare è emerso che i legami affettivi tra i vari componenti del nucleo sono molto intensi. ', 'I rapporti tra coniugi e quelli tra genitori e figli sono improntati sul dialogo e caratterizzati da un forte sentimento di unione e coesione.', 'Sia il soggetto che i congiunti sono protesi verso il futuro che li vede nuovamente riuniti. ', 'Vi è da parte della moglie e dei figli una forte determinazione a continuare a portare avanti con impegno i propri compiti (lavoro, studio ecc.) e a mantenere in famiglia un clima per quanto possibile sereno.', 'Ciò non significa che sia stata operata una negazione del dolore ', '(connesso al distacco, ma anche all’insieme dei sentimenti che l’evento-reato ha prodotto) e dagli affetti personale ', 'che questo stato d’animo provoca in ognuno dei comportamenti la famiglia;', 'esiste infatti un buon livello di comunicazione ', 'ed in particolare la Sig.ra F. cerca di sostenere adeguatamente i due figli (una di 18 anni ed uno di circa 5) affinché possano percorrere  il più serenamente possibile il percorso del loro sviluppo psico-individuale.', 'I familiari del soggetto (anche nell’ambito allargato) sono solidali nei confronti del congiunto e disponibili a condividere con lo stesso la difficile realtà.', 'Sembra importante rappresentare infine come il detenuto e la moglie hanno evidenziato che l’istituto penale consente di vivere la detenzione in un contesto più strutturato a misura d’uomo e, soprattutto, che per il figlio più piccolo, in questo contesto, è più facile mantenere un rapporto significativo con il genitore.', 'A riguardo la sig.ra F. ha riferito come il bimbo abbia vissuto molto positivamente e con maggiore serenità, rispetto al passato, i colloqui con il padre.']"
1111,4513,"che non ha voglia di niente, stanco, abbattutto.",giudizioX8,Come descriverebbe una persona con diagnosi di depressione?,descrizione,"['che non ha voglia di niente, stanco, abbattutto.']"
1112,4132,"In data xx/xx/99 ha preso contatti con la responsabile della struttura che sembra aver dato parere favorevole per l’inserimento. Per quanto sopra esposto, vista la situazione del sig. Roberto si propone l’inserimento presso la struttura indicata in tempi brevi.",descrizioneX11+opinioneX8+valutazioneX20,Come descriverebbe una violenza sessuale?,descrizione,"['In data xx/xx/99 ha preso contatti con la responsabile della struttura ', 'che sembra aver dato parere favorevole per l’inserimento.', 'Per quanto sopra esposto, vista la situazione del sig. Roberto si propone l’inserimento presso la struttura indicata in tempi brevi.']"
1113,5517,una comunità psichiatrica,sancireX3,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,['una comunità psichiatrica']
1114,2352,una persona nell'immediato penso abbia bisogno di restare sola.,opinioneX9,Come descriverebbe una persona che ha perso un proprio conoscente per suicidio?,descrizione,"[""una persona nell'immediato penso abbia bisogno di restare sola.""]"
1115,5280,normale,giudizioX1,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,['normale']
1116,5366,"Darmi forza, coraggio, essere convinto di quello che sto facendo e non mollare. Ho sempre avuto coraggio.",dichiarazione_intentiX17,Come descriverebbe una persona che “vive in salute”?,descrizione,"['Darmi forza, coraggio, essere convinto di quello che sto facendo e non mollare. Ho sempre avuto coraggio.']"
1117,4097,"Al tempo la signora era vedova da circa 3 anni e ½ e viveva sola in appartamento privato, con canone di locazione mensile di circa € 500,00. 
L'anziana avrebbe dovuto percepire una pensione di reversibilità di circa € 788,00 mensili, ma a causa di vecchi debiti del marito la sig.ra Lucia era stata costretta a contrarre un prestito con l'INPS estinguibile con la cessione di un quinto della quota di pensione per un importo complessivo di € 2578,40 (in allegato).
Per tale motivo l'INPS ha trattenuto dalla pensione della sig.ra Lucia € 152,20 mensili a partire da agosto 2008 fino al mese di dicembre 2008. 
Ricevuta la lettera dell'INPS la sig.ra Lucia si è rivolta al Segretariato Sociale del Municipio VII in data xx/xx/2008,preoccupata di come avrebbe potuto sopravvivere con € 135 mensili (tolto il prestito e l'affitto di casa) fino a dicembre. 
Pertanto, pur ripercependo la pensione completa, la sig.ra  Lucia ha accumulato una morosità che non riesce più a sanare; 
inoltre a febbraio 2010, andando a ritirare la sua pensione presso le Poste Italiane l'ha trovata pignorata con tutto il conto corrente.
L'Ufficiale Giudiziario ha effettuato gli accessi per lo sfratto il xx, il xx/xx/2010 e in quest'ultimo accesso ha rinviato al xx/xx/2010 
In questi mesi l'anziana signora ha provato a reperire un altro appartamento o una stanza in affitto, senza risultato",descrizioneX27+contrapposizioneX53+implicazioneX25+giustificazioneX38+contrapposizioneX19+confermaX22+descrizioneX21+dichiarazione_intentiX19,Come descriverebbe una violenza sessuale?,descrizione,"['Al tempo la signora era vedova da circa 3 anni e ½ e viveva sola in appartamento privato, con canone di locazione mensile di circa € 500,00. ', ""L'anziana avrebbe dovuto percepire una pensione di reversibilità di circa € 788,00 mensili, ma a causa di vecchi debiti del marito la sig.ra Lucia era stata costretta a contrarre un prestito con l'INPS estinguibile con la cessione di un quinto della quota di pensione per un importo complessivo di € 2578,40 (in allegato)."", ""Per tale motivo l'INPS ha trattenuto dalla pensione della sig.ra Lucia € 152,20 mensili a partire da agosto 2008 fino al mese di dicembre 2008. "", ""Ricevuta la lettera dell'INPS la sig.ra Lucia si è rivolta al Segretariato Sociale del Municipio VII in data xx/xx/2008,preoccupata di come avrebbe potuto sopravvivere con € 135 mensili (tolto il prestito e l'affitto di casa) fino a dicembre. "", 'Pertanto, pur ripercependo la pensione completa, la sig.ra  Lucia ha accumulato una morosità che non riesce più a sanare; ', ""inoltre a febbraio 2010, andando a ritirare la sua pensione presso le Poste Italiane l'ha trovata pignorata con tutto il conto corrente."", ""L'Ufficiale Giudiziario ha effettuato gli accessi per lo sfratto il xx, il xx/xx/2010 e in quest'ultimo accesso ha rinviato al xx/xx/2010 "", ""In questi mesi l'anziana signora ha provato a reperire un altro appartamento o una stanza in affitto, senza risultato""]"
1118,6252,Lutto nel mondo spezzino: Renato Oldoini scomparso per Covid.,descrizioneX9,Come viene narrata la morte di un utente in relazione alla configurazione discorsiva “patologia covid-19” all’interno di un Social Network?,descrizione,['Lutto nel mondo spezzino: Renato Oldoini scomparso per Covid.']
1119,3083,"Aumento dei costi per i residenti, maggiore confusione per una popolazione che diventa sempre più anziana",sancireX11+specificazioneX5,Come descriverebbe le interazioni fra Università e città?,descrizione,"['Aumento dei costi per i residenti, maggiore confusione per una popolazione', 'che diventa sempre più anziana']"
1120,5737,"un uomo con gli occhiali, i baffi, il libro sotto braccio, sulla sessantina, o magari un raccomandato che non dovrebbe essere dov'e'",descrizioneX13+possibilitaX9,Come descriverebbe il ruolo di Professore di psicologia?,descrizione,"['un uomo con gli occhiali, i baffi, il libro sotto braccio, sulla sessantina', ""o magari un raccomandato che non dovrebbe essere dov'e'""]"
1121,4898,Se consapevole e collaborativo si affida a tale struttura con la speranza di ottenere un valido aiuto .,implicazioneX18,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,['Se consapevole e collaborativo si affida a tale struttura con la speranza di ottenere un valido aiuto .']
1122,1878,"1) L'adozione internazionale e l'adozione nazionale: specificità, parallelismi, convergenze: aspetti giuridici, psicosociali, emotivo- affettivi.
2) Ruolo, funzione, competenze del servizio adozioni: prima, durante, post-adozione, ""adozioni di ritorno"".Specificità territoriali
3) Ruolo, funzione, competenze del Tribunale per i Minorenni
4) Ruolo, funzione competenze dell'Ente Autorizzato e della CAI (Commissioni per le Adozioni Internazionali)
5) Collaborazione/Integrazione fra le varie istituzioni coinvolte
6) Utilizzo per la presentazione di materiale filmografico, letterario, artistico, nell'ottica dell'apprendimento attivo.",descrizioneX58+riferimento_obiettivoX13,Come descriverebbe l’iter di adozione internazionale?,descrizione,"['1) L\'adozione internazionale e l\'adozione nazionale: specificità,  parallelismi, convergenze: aspetti giuridici, psicosociali, emotivo- affettivi.\n2) Ruolo, funzione, competenze del servizio adozioni: prima, durante, post-adozione, ""adozioni di ritorno"".Specificità territoriali\n3) Ruolo, funzione, competenze del Tribunale per i Minorenni\n4) Ruolo, funzione competenze dell\'Ente Autorizzato e della CAI (Commissioni per le Adozioni Internazionali)\n5) Collaborazione/Integrazione fra le varie istituzioni coinvolte\n', ""6) Utilizzo per la presentazione di materiale filmografico, letterario, artistico, nell'ottica dell'apprendimento attivo.""]"
1123,5618,"sicuramente legalizziamo le più leggere e un tipo di persone che abitualmente consumano ed allo stesso tempo tentare di aiutare gli stessi a capire che usarle non è salutare in primo luogo e che se si arriva a farlo c’è qualcosa, qualcuno, qualcosa è successo ecc.. che non va, non funziona, o funziona troppo al punto di usare per non pensare o cancellare quel troppo.",sancireX13+anticipazioneX52,Come descriverebbe la gestione del consumo di sostanze psicotrope?,descrizione,"['sicuramente legalizziamo le più leggere e un tipo di persone che abitualmente consumano ', 'ed allo stesso tempo tentare di aiutare gli stessi a capire che usarle non è salutare in primo luogo e che se si arriva a farlo c’è qualcosa, qualcuno, qualcosa è successo ecc.. che non va, non funziona, o funziona troppo al punto di usare per non pensare o cancellare quel troppo.']"
1124,2906,"Dal mio punto di vista non ci sono aspetti critici, l'università è un luogo in cui le persone dedicano tempo alla conoscenza. Non vedo come possano esserci aspetti negativi se quest'ultima si amplia.",commentoX33,Come descriverebbe le interazioni fra Università e città?,descrizione,"[""Dal mio punto di vista non ci sono aspetti critici, l'università è un luogo in cui le persone dedicano tempo alla conoscenza. Non vedo come possano esserci aspetti negativi se quest'ultima si amplia.""]"
1125,2373,supportata,sancireX1,Come descriverebbe una persona che ha perso un proprio conoscente per suicidio?,descrizione,['supportata']
1126,1974,Un calvario,giudizioX2,Come descriverebbe l’iter di adozione internazionale?,descrizione,['Un calvario']
1127,1811,"Penso che la situazione piu probabile sia che nei prossimi anni continueranno a verificarsi attentati in occidente, fino al punto in cui uno dei paesi potenti del mondo, probabilmente l‘America, reagirà in maniera drastica, eliminando i centri. Altri scenari rischiano di essere ancora più spiacevoli",possibilitaX17+previsioneX20+possibilitaX8,Come descriverebbe il terrorismo?,descrizione,"['Penso che la situazione piu probabile sia che nei prossimi anni continueranno a verificarsi attentati in occidente, ', ' fino al punto in cui uno dei paesi potenti del mondo, probabilmente l‘America, reagirà in maniera drastica, eliminando i centri.', 'Altri scenari rischiano di essere ancora più spiacevoli']"
1128,2547,"7
In base al mio rapporto con le persone che vivono ed operano in quartiere.",descrizioneX15,Come descriverebbe un abitante di Padova?,descrizione,['7\n In base al mio rapporto con le persone che vivono ed operano in quartiere.']
1129,361,"Se posso dare una definizione in brevi parole, un’avventura a lieto fine diciamo. Il ricordo del periodo critico proprio dalla diagnosi prenatale, che per fortuna c’è stata ed è stato un elemento che ha diciamo, che è stato fondamentale diciamo anche nei riguardi dell’iter successivo, perché c’è stata una preparazione, sia tecnica dal punto di vista di chi doveva affrontare poi la patologia stessa, sia una preparazione psicologica, cioè non è stato un fulmine, una batosta psicologica improvvisa e inaspettata insomma; il fatto che ci fosse una diagnosi, anche se logicamente approssimativa, ma sempre più definita verso la fine della gravidanza, ha un po’ segnato il percorso diciamo per il periodo critico poi successivo; e comunque la soddisfazione del, cioè il trattamento, in generale tutto l’iter clinico-chirurgico, i ricoveri, così, sono stati sì un’avventura faticosa però ci hanno lasciato un ottimo ricordo di efficienza, di serietà, di competenza veramente esemplare possiamo dire ecco, cioè non abbiamo mai avuto l’impressione diciamo di aver fatto una scelta sbagliata, di poter dire “mah, se fossimo andati chissà dove, ci fosse, sarebbe trattato, sarebbe stato curato meglio”, così, questo non lo abbiamo mai avuto come impressione, è stato veramente una nota positiva questa ecco, una nota positiva che ci ha fatto, ci ha sempre, come dire , ha sempre alimentato una fiducia nel percorso dal punto di vista clinico chirurgico, abbiamo trovato solo ottime persone diciamo.",giudizioX13+valutazioneX68+giudizioX33+valutazioneX112+giudizioX6,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"['Se posso dare una definizione in brevi parole, un’avventura a lieto fine diciamo.', 'Il ricordo del periodo critico proprio dalla diagnosi prenatale, che per fortuna c’è stata ed è stato un elemento che ha diciamo, che è stato fondamentale diciamo anche nei riguardi dell’iter successivo, perché c’è stata una preparazione, sia tecnica dal punto di vista di chi doveva affrontare poi la patologia stessa, sia una preparazione psicologica, cioè non è stato un fulmine, una batosta psicologica improvvisa e inaspettata insomma;', 'il fatto che ci fosse una diagnosi, anche se logicamente approssimativa, ma sempre più definita verso la fine della gravidanza, ha un po’ segnato il percorso diciamo per il periodo critico poi successivo;', 'e comunque la soddisfazione del, cioè il trattamento, in generale tutto l’iter clinico-chirurgico, i ricoveri, così, sono stati sì un’avventura faticosa però ci hanno lasciato un ottimo ricordo di efficienza, di serietà, di competenza veramente esemplare possiamo dire ecco, cioè non abbiamo mai avuto l’impressione diciamo di aver fatto una scelta sbagliata, di poter dire “mah, se fossimo andati chissà dove, ci fosse, sarebbe trattato, sarebbe stato curato meglio”, così, questo non lo abbiamo mai avuto come impressione, è stato veramente una nota positiva questa ecco, una nota positiva che ci ha fatto, ci ha sempre, come dire , ha sempre alimentato una fiducia nel percorso dal punto di vista clinico chirurgico,', 'abbiamo trovato solo ottime persone diciamo.']"
1130,354,L'iter clinico assistenziale è stato ottimo - al tempo non potevo nulla ma tramite la mia cardiologa sono stata indirizzata egregiamente anche in contesto ospedaliero sono stata trattata bene.,giudizioX7+giudizioX22,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"[""L'iter clinico assistenziale è stato ottimo -"", 'al tempo non potevo nulla ma tramite la mia cardiologa sono stata indirizzata egregiamente anche in contesto ospedaliero sono stata trattata bene.']"
1131,5323,non te lo so dire,non_rispostaX5,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,['non te lo so dire']
1132,4136,"Struttura dell’intervento:
n. 2 colloqui con il sig. S. P. e la sig.ra Z. M. 
Visita Domiciliare presso l'abitazione in …………… Roma
",descrizioneX22,Come descriverebbe una violenza sessuale?,descrizione,"[""Struttura dell’intervento:\nn. 2 colloqui con il sig. S. P. e la sig.ra Z. M. \nVisita Domiciliare presso l'abitazione in …………… Roma\n""]"
1133,1378,Il contributo che do loro è che li ho ascoltati e sono andato avanti.,descrizioneX14,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,['Il contributo che do loro è che li ho ascoltati e sono andato avanti.']
1134,6244,"Ti capisco tantissimo ho perso mia sorella 16 aprile maledetto non vivo più.. la mia fortuna è che ho 3 bimbi e devo andare avanti per loro, ma mi manca da morire tutti i giorni, tutta la mia famiglia è stata colpita dal virus, mia sorella non ce l’ha fatta, 2 settimane in terapia intensiva e nemmeno una chiamata per dirci che la stavano intubando. Dopo due settimane la chiamata non ce l’ha fatta, non trovano i suoi effetti personali, spariti nel nulla, nessuno sa niente, poi arriva il video del funerale.. perché tutto questo dolore perché!!",commentoX3+sancireX10+commentoX14+contrapposizioneX8+descrizioneX20+sancireX31+commentoX6+generalizzazioneX5,Come viene raccontata la morte per Covid-19 di un utente dalla comunità di utenti del Social? ,descrizione,"['Ti capisco tantissimo ', 'ho perso mia sorella 16 aprile maledetto non vivo più.. ', 'la mia fortuna è che ho 3 bimbi e devo andare avanti per loro,', 'ma mi manca da morire tutti i giorni', ' tutta la mia famiglia è stata colpita dal virus, mia sorella non ce l’ha fatta, 2 settimane in terapia intensiva ', 'e nemmeno una chiamata per dirci che la stavano intubando. Dopo due settimane la chiamata non ce l’ha fatta, non trovano i suoi effetti personali, spariti nel nulla, nessuno sa niente,', 'poi arriva il video del funerale.. ', 'perché tutto questo dolore perché!! ']"
