,Unnamed: 0,Question,Qrep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2
5262,5262,"Se fosse una persona con una cardiopatia congenita, come potrebbe descrivere il suo l’iter clinico-assistenziale?",descrizione,Come camminare su una passerella a mille metri di altezza. La maggior parte del tempo camminerai diritto ma ci saranno giorni in cui rischierai di cadere verso destra o verso sinistra.,descrizione,J,PC,"('green', 0, 1)",green,Come camminare su una passerella a mille metri di altezza. La maggior parte del tempo camminerai diritto ma ci saranno giorni in cui rischierai di cadere verso destra o verso sinistra.,green,descrizione
5264,5264,"Se fosse una persona con una cardiopatia congenita, come potrebbe descrivere il suo l’iter clinico-assistenziale?",descrizione,Lo descriverei come un percorso necessario per il bene di mio figlio/a.,giudizio,J,PC,"('red', 3, 1)",red,Lo descriverei come un percorso necessario per il bene di mio figlio/a.,red,giudizio
5265,5265,"Se fosse una persona con una cardiopatia congenita, come potrebbe descrivere il suo l’iter clinico-assistenziale?",descrizione,I dottori sono sempre generosi e accoglienti con le mamme che sono in difficoltà,giudizio,J,PC,"('red', 3, 1)",red,I dottori sono sempre generosi e accoglienti con le mamme che sono in difficoltà,red,giudizio
5267,5267,"Se fosse una persona con una cardiopatia congenita, come potrebbe descrivere il suo l’iter clinico-assistenziale?",descrizione,"Beh, sicuramente sarà una…una prova molto dura per lui essere…essere magari sotto i ferri, oppure vivere questa esperienza di, di malattia, e…",giudizio,J,PC,"('red', 3, 1)",red,"Beh, sicuramente sarà una…una prova molto dura per lui essere…essere magari sotto i ferri, oppure vivere questa esperienza di, di malattia, e…",red,giudizio
5271,5271,"Se fosse una persona con una cardiopatia congenita, come potrebbe descrivere il suo l’iter clinico-assistenziale?",descrizione,"è andato bene insomma, è andato tutto apposto, fino da quando diventerà grande, ehm, se invece…eh, non so cosa dire, io non so neanche, l’iter clinico…
Beh, sarei felice insomma di quello che ha fatto, eeh, e boh.",giudizio,J,PC,"('red', 3, 1)",red,"è andato bene insomma, è andato tutto apposto, fino da quando diventerà grande, ehm, se invece…eh, non so cosa dire, io non so neanche, l’iter clinico…
Beh, sarei felice insomma di quello che ha fatto, eeh, e boh.",red,giudizio
5281,5281,Le persone che non hanno fatto esperienza di una cardiopatia congenita come potrebbero descrivere un persona con tale condizione?,descrizione,e lo crederebbero ansioso e apprensivo.,giudizio,J,PC,"('red', 3, 1)",red,e lo crederebbero ansioso e apprensivo.,red,giudizio
5284,5284,Le persone che non hanno fatto esperienza di una cardiopatia congenita come potrebbero descrivere un persona con tale condizione?,descrizione,Spaventato,giudizio,J,PC,"('red', 3, 1)",red,Spaventato,red,giudizio
5286,5286,Le persone che non hanno fatto esperienza di una cardiopatia congenita come potrebbero descrivere un persona con tale condizione?,descrizione,Sfortunato e forte allo stesso tempo.,giudizio,J,PC,"('red', 3, 1)",red,Sfortunato e forte allo stesso tempo.,red,giudizio
5287,5287,Le persone che non hanno fatto esperienza di una cardiopatia congenita come potrebbero descrivere un persona con tale condizione?,descrizione,"Allora, beh secondo me allora per una persona che vede un genitore con figlio che ha questo problema diciamo mmh cioè nel senso, anche se lui non ha mai sperimentato, cioè non conosce questo diciamo questo problema oppure magari lo conosce ma non è mai stato un’esperienza diretta magari potrebbe pensare che anche per un genitore sia difficile questa situazione come lo è anche per il figlio,",giudizio,J,PC,"('red', 3, 1)",red,"Allora, beh secondo me allora per una persona che vede un genitore con figlio che ha questo problema diciamo mmh cioè nel senso, anche se lui non ha mai sperimentato, cioè non conosce questo diciamo questo problema oppure magari lo conosce ma non è mai stato un’esperienza diretta magari potrebbe pensare che anche per un genitore sia difficile questa situazione come lo è anche per il figlio,",red,giudizio
5290,5290,Le persone che non hanno fatto esperienza di una cardiopatia congenita come potrebbero descrivere un persona con tale condizione?,descrizione,"Le parole che mi vengono in mente sono: “oddio povero genitore, guarda cosa gli è toccato, guarda che vita deve fare ad avere un figlio malato così, e poi chissà se mai riuscirà a guarire”. Cioè, le uniche parole che mi vengono in mente.",giudizio,J,PC,"('red', 3, 1)",red,"Le parole che mi vengono in mente sono: “oddio povero genitore, guarda cosa gli è toccato, guarda che vita deve fare ad avere un figlio malato così, e poi chissà se mai riuscirà a guarire”. Cioè, le uniche parole che mi vengono in mente.",red,giudizio
5291,5291,Le persone che non hanno fatto esperienza di una cardiopatia congenita come potrebbero descrivere un persona con tale condizione?,descrizione,"Lo descriverebbero come una persona forte. Potrebbero pensare che sia una persona troppo protettiva oppure, considerazione forse più frequente, troppo permissiva, non curante dei pericolo che il figlio può correre soprattutto a causa della cardiopatia.",giudizio,J,PC,"('red', 3, 1)",red,"Lo descriverebbero come una persona forte. Potrebbero pensare che sia una persona troppo protettiva oppure, considerazione forse più frequente, troppo permissiva, non curante dei pericolo che il figlio può correre soprattutto a causa della cardiopatia.",red,giudizio
5294,5294,Le persone che non hanno fatto esperienza di una cardiopatia congenita come potrebbero descrivere un persona con tale condizione?,descrizione,"Lo descriverebbero come una persona molto legata al proprio figlio/a, qualcuno che a volte si preoccupa fin troppo, o che è molto restrittivo.",giudizio,J,PC,"('red', 3, 1)",red,"Lo descriverebbero come una persona molto legata al proprio figlio/a, qualcuno che a volte si preoccupa fin troppo, o che è molto restrittivo.",red,giudizio
5295,5295,Le persone che non hanno fatto esperienza di una cardiopatia congenita come potrebbero descrivere un persona con tale condizione?,descrizione,"Potrebbero pensare che io sia un genitore che non abbia avuto una vita facile, ma piena di enormi difficoltà.",giudizio,J,PC,"('red', 3, 1)",red,"Potrebbero pensare che io sia un genitore che non abbia avuto una vita facile, ma piena di enormi difficoltà.",red,giudizio
5296,5296,Le persone che non hanno fatto esperienza di una cardiopatia congenita come potrebbero descrivere un persona con tale condizione?,descrizione,Le altre persone descrivono i miei genitori con forza e con tanta voglia di far si che il proprio bambino sia sano al 100% e li descrivono pazienti e bravi a seguire ed effettuare i controlli periodici.,giudizio,J,PC,"('red', 3, 1)",red,Le altre persone descrivono i miei genitori con forza e con tanta voglia di far si che il proprio bambino sia sano al 100% e li descrivono pazienti e bravi a seguire ed effettuare i controlli periodici.,red,giudizio
5344,5344,"Come si potrebbe agire sulle IMPLICAZIONE descritte nelle domande precedenti (o su eventuali altre IMPLICAZIONE) per una persona con una cardiopatia congenita, al fine di gestirle?",descrizione,però nel senso anche con questo problema anche un occhio in più non sarebbe male ecco.,giudizio,J,PC,"('red', 3, 1)",red,però nel senso anche con questo problema anche un occhio in più non sarebbe male ecco.,red,giudizio
5349,5349,"Come si potrebbe agire sulle IMPLICAZIONE descritte nelle domande precedenti (o su eventuali altre IMPLICAZIONE) per una persona con una cardiopatia congenita, al fine di gestirle?",descrizione,"Ciò, secondo me, gruppi, creare gruppi di supporto, creare aggregazioni, e soprattutto, e anche parlarne, cioè non aver paura di parlare di cardiopatie, dire “mio figlio ha una cardiopatia” o “mio figlio ha questo problema”.",descrizione,J,PC,"('green', 0, 1)",green,"Ciò, secondo me, gruppi, creare gruppi di supporto, creare aggregazioni, e soprattutto, e anche parlarne, cioè non aver paura di parlare di cardiopatie, dire “mio figlio ha una cardiopatia” o “mio figlio ha questo problema”.",green,descrizione
5588,5588,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Poi è stato ricoverato altre volte a 12 e 18 anni, per pochi giorni per effettuare cateterismo.",descrizione,J,PC,"('green', 0, 1)",green,"Poi è stato ricoverato altre volte a 12 e 18 anni, per pochi giorni per effettuare cateterismo.",green,descrizione
5589,5589,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,Nella mia esperienza io ho trovato nel personale medico e non una umanità senza eguali. Persone molto preparate sia nel campo medico che umano.,giudizio,J,PC,"('red', 3, 1)",red,Nella mia esperienza io ho trovato nel personale medico e non una umanità senza eguali. Persone molto preparate sia nel campo medico che umano.,red,giudizio
5591,5591,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,Da un lato mi sono sentita molto sostenuta da un'equipe medica e infermieristica competente nel proprio lavoro che da subito mi ha ispirato fiducia.,giudizio,J,PC,"('red', 3, 1)",red,Da un lato mi sono sentita molto sostenuta da un'equipe medica e infermieristica competente nel proprio lavoro che da subito mi ha ispirato fiducia.,red,giudizio
5593,5593,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,L'unica vera difficoltà è stata ottenere il certificato di buona salute per l'attività sportiva ludico/motoria.,descrizione,J,PC,"('green', 0, 1)",green,L'unica vera difficoltà è stata ottenere il certificato di buona salute per l'attività sportiva ludico/motoria.,green,descrizione
5594,5594,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,Ho vissuto la gravidanza in modo sereno.,giudizio,J,PC,"('red', 3, 1)",red,Ho vissuto la gravidanza in modo sereno.,red,giudizio
5595,5595,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Nessun medico si era accorto di nulla. Ho partorito Lorenzo alla 38° settimana e dopo circa un mese e mezzo siamo stati ""catapultati"" a Padova con un bimbo in condizioni critiche.",descrizione,J,PC,"('green', 0, 1)",green,"Nessun medico si era accorto di nulla. Ho partorito Lorenzo alla 38° settimana e dopo circa un mese e mezzo siamo stati ""catapultati"" a Padova con un bimbo in condizioni critiche.",green,descrizione
5596,5596,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,L'intervento è stato lungo e rischioso. Lorenzo ha avuto un post operatorio difficile,giudizio,J,PC,"('red', 3, 1)",red,L'intervento è stato lungo e rischioso. Lorenzo ha avuto un post operatorio difficile,red,giudizio
5597,5597,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,ma piano piano ha recuperato e dopo l'impianto di un pacemaker siamo tornati a casa. Dopo di che si sono susseguiti 3 cateterismi e 3 sostituzioni di pacemaker.,descrizione,J,PC,"('green', 0, 1)",green,ma piano piano ha recuperato e dopo l'impianto di un pacemaker siamo tornati a casa. Dopo di che si sono susseguiti 3 cateterismi e 3 sostituzioni di pacemaker.,green,descrizione
5598,5598,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Mio figlio è stato oggetto di un errore madornale di valutazione appena nato. Nel piccolo ospedale dove è nato non si erano accorti che aveva una ""cardiopatia grave e complessa"". Ciò ha comportato degli strascichi post intervento chirurgico in quanto effettuato troppo tardi rispetto a quando sarebbe stato giusto farlo (45 giorni anzichè 7).",descrizione,J,PC,"('green', 0, 1)",green,"Mio figlio è stato oggetto di un errore madornale di valutazione appena nato. Nel piccolo ospedale dove è nato non si erano accorti che aveva una ""cardiopatia grave e complessa"". Ciò ha comportato degli strascichi post intervento chirurgico in quanto effettuato troppo tardi rispetto a quando sarebbe stato giusto farlo (45 giorni anzichè 7).",green,descrizione
5602,5602,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Siamo stati ben seguiti ed aiutati fin dalla gravidanza, abbiamo incontrato persone preparate ed umane che non ci hanno mai fatto sentire soli.",giudizio,J,PC,"('red', 3, 1)",red,"Siamo stati ben seguiti ed aiutati fin dalla gravidanza, abbiamo incontrato persone preparate ed umane che non ci hanno mai fatto sentire soli.",red,giudizio
5604,5604,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Se per iter clinico/assistenziale si intende il decorso post operatorio lo considero buono e soddisfacente,",giudizio,J,PC,"('red', 3, 1)",red,"Se per iter clinico/assistenziale si intende il decorso post operatorio lo considero buono e soddisfacente,",red,giudizio
5609,5609,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,però abbiamo trovato persone speciali da tutti i punti di vista. In più nei ultimi ricoveri abbiamo trovato la dott. Perentaler che è stata molto di aiuto.,giudizio,J,PC,"('red', 3, 1)",red,però abbiamo trovato persone speciali da tutti i punti di vista. In più nei ultimi ricoveri abbiamo trovato la dott. Perentaler che è stata molto di aiuto.,red,giudizio
5610,5610,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"è stato un percorso clinico lungo con parecchi ricoveri e quindi tanti post operatori difficili, con giorni in cui non sai se si arriva ad un traguardo. Ora l'iter assistenziale è meno faticoso ma sempre prima di ogni controllo si fa sentire la paura.",giudizio,J,PC,"('red', 3, 1)",red,"è stato un percorso clinico lungo con parecchi ricoveri e quindi tanti post operatori difficili, con giorni in cui non sai se si arriva ad un traguardo. Ora l'iter assistenziale è meno faticoso ma sempre prima di ogni controllo si fa sentire la paura.",red,giudizio
5611,5611,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"è stato duro lungo con gioie dolori, shock. Assistita da personale di primo livello molto bravi.",giudizio,J,PC,"('red', 3, 1)",red,"è stato duro lungo con gioie dolori, shock. Assistita da personale di primo livello molto bravi.",red,giudizio
5613,5613,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Del tutto adeguato, sotto ogni punto di vista, fin dal primo momento.",giudizio,J,PC,"('red', 3, 1)",red,"Del tutto adeguato, sotto ogni punto di vista, fin dal primo momento.",red,giudizio
5617,5617,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Dividendo in fasi:
1) Scoperta problema: poca conoscenza dei temi nell'ospedale dove è avvenuta la nascita e capito il ""problema"".",descrizione,J,PC,"('green', 0, 1)",green,"Dividendo in fasi:
1) Scoperta problema: poca conoscenza dei temi nell'ospedale dove è avvenuta la nascita e capito il ""problema"".",green,descrizione
5621,5621,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,l'iter è stato sereno e risolutivo.,giudizio,J,PC,"('red', 3, 1)",red,l'iter è stato sereno e risolutivo.,red,giudizio
5623,5623,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,Quest'ultimo MOLTO IMPORTANTE se non FONDAMENTALE per il ragazzo ma anche per noi genitori.,giudizio,J,PC,"('red', 3, 1)",red,Quest'ultimo MOLTO IMPORTANTE se non FONDAMENTALE per il ragazzo ma anche per noi genitori.,red,giudizio
5624,5624,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Mi ritengo fortunata di abitare vicino Padova dove ci sono cardiochirurghi e cardiologi d'eccellenza. La struttura purtroppo non è delle migliori, il reparto degenze troppo piccolo",giudizio,J,PC,"('red', 3, 1)",red,"Mi ritengo fortunata di abitare vicino Padova dove ci sono cardiochirurghi e cardiologi d'eccellenza. La struttura purtroppo non è delle migliori, il reparto degenze troppo piccolo",red,giudizio
5625,5625,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,con 1 bagno in comune per tutte le stanze.,descrizione,J,PC,"('green', 0, 1)",green,con 1 bagno in comune per tutte le stanze.,green,descrizione
5626,5626,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Secondo il mio punto di vista il percorso è stato, dopo l'intervento, un trascorrere normale di visite periodiche di controllo sempre più lontane tra loro",descrizione,J,PC,"('green', 0, 1)",green,"Secondo il mio punto di vista il percorso è stato, dopo l'intervento, un trascorrere normale di visite periodiche di controllo sempre più lontane tra loro",green,descrizione
5627,5627,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,perciò positivo.,giudizio,J,PC,"('red', 3, 1)",red,perciò positivo.,red,giudizio
5628,5628,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Abbiamo avuto la fortuna di incontrare delle persone (medici, infermieri) che ci hanno aiutato molto durante l'ospedalizzazione di Anna.",giudizio,J,PC,"('red', 3, 1)",red,"Abbiamo avuto la fortuna di incontrare delle persone (medici, infermieri) che ci hanno aiutato molto durante l'ospedalizzazione di Anna.",red,giudizio
5629,5629,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,Anna ha subito un solo intervento ed è stata ricoverata per 12 giorni;,descrizione,J,PC,"('green', 0, 1)",green,Anna ha subito un solo intervento ed è stata ricoverata per 12 giorni;,green,descrizione
5630,5630,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"ha passato, fortunatamente, un solo giorno in terapia intensiva e questo è stato il momento più doloroso.",giudizio,J,PC,"('red', 3, 1)",red,"ha passato, fortunatamente, un solo giorno in terapia intensiva e questo è stato il momento più doloroso.",red,giudizio
5632,5632,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"L’iter clinico, cioè tutto quello che è stato? Mah, io descriverei che…direi che, io sono stato più che soddisfatto di tutto quanto, dal, da come si sono approcciati diciamo i dottori a, agli infermieri, a tutto quanto, quindi…direi un, ottimo, sinceramente. Poi non so, intendevi anche qualcos’altro? No no, essendo stato, essendo una cosa tutta positiva non, non troverei nessun; perché in ogni passo comunque, che sia stato dalla scoperta di Latisana, fino al passo successivo magari passati al, al Burlo e poi continuazione a Padova, in ogni, in ogni situazione comunque, sì, tutta, son state tutte positive, non c’è stato nessun, anzi, non c’è stato nessuno spazio negativo direi all’interno.",giudizio,J,PC,"('red', 3, 1)",red,"L’iter clinico, cioè tutto quello che è stato? Mah, io descriverei che…direi che, io sono stato più che soddisfatto di tutto quanto, dal, da come si sono approcciati diciamo i dottori a, agli infermieri, a tutto quanto, quindi…direi un, ottimo, sinceramente. Poi non so, intendevi anche qualcos’altro? No no, essendo stato, essendo una cosa tutta positiva non, non troverei nessun; perché in ogni passo comunque, che sia stato dalla scoperta di Latisana, fino al passo successivo magari passati al, al Burlo e poi continuazione a Padova, in ogni, in ogni situazione comunque, sì, tutta, son state tutte positive, non c’è stato nessun, anzi, non c’è stato nessuno spazio negativo direi all’interno.",red,giudizio
5633,5633,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Ottimo,",giudizio,J,PC,"('red', 3, 1)",red,"Ottimo,",red,giudizio
5636,5636,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"io mi sono trovata benissimo, sia come ospedale, sia proprio come l’iter, proprio, le persone che ci lavorano, e loro, sono stata molto…sembravano parte di una famiglia proprio, son sempre state molto gentili,",giudizio,J,PC,"('red', 3, 1)",red,"io mi sono trovata benissimo, sia come ospedale, sia proprio come l’iter, proprio, le persone che ci lavorano, e loro, sono stata molto…sembravano parte di una famiglia proprio, son sempre state molto gentili,",red,giudizio
5637,5637,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"son sempre venute a vedere come stavamo, come stavo oltre al bambino come stavo io,",descrizione,J,PC,"('green', 0, 1)",green,"son sempre venute a vedere come stavamo, come stavo oltre al bambino come stavo io,",green,descrizione
5638,5638,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"no no, non posso dire niente, assolutamente, anzi, solo cose positive.",giudizio,J,PC,"('red', 3, 1)",red,"no no, non posso dire niente, assolutamente, anzi, solo cose positive.",red,giudizio
5640,5640,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"però quella volta quando è stato operato mio figlio…bon, l’iter clinico in che senso?…perché quella volta…bon, medici, infermieri e tutto, ottimo devo dire,",giudizio,J,PC,"('red', 3, 1)",red,"però quella volta quando è stato operato mio figlio…bon, l’iter clinico in che senso?…perché quella volta…bon, medici, infermieri e tutto, ottimo devo dire,",red,giudizio
5643,5643,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"ecco, al di là di tutto però fortunatamente con professori e personale ecco, molto bene direi.",giudizio,J,PC,"('red', 3, 1)",red,"ecco, al di là di tutto però fortunatamente con professori e personale ecco, molto bene direi.",red,giudizio
5644,5644,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Allora l’iter clinico di mio figlio è stato importante per i primi periodi della sua vita,",giudizio,J,PC,"('red', 3, 1)",red,"Allora l’iter clinico di mio figlio è stato importante per i primi periodi della sua vita,",red,giudizio
5645,5645,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"e in più ci sono stati degli step, negli anni, con la crescita, con i controlli, con gli interventi, con i due stent inseriti, e poi da ultimo a novembre l’intervento grosso per la sostituzione della valvola polmonare con una, lo stent, cioè uno stent valvolato, chiedo scusa, ho sbagliato la spiegazione,",descrizione,J,PC,"('green', 0, 1)",green,"e in più ci sono stati degli step, negli anni, con la crescita, con i controlli, con gli interventi, con i due stent inseriti, e poi da ultimo a novembre l’intervento grosso per la sostituzione della valvola polmonare con una, lo stent, cioè uno stent valvolato, chiedo scusa, ho sbagliato la spiegazione,",green,descrizione
5649,5649,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,L'iter clinico è lungo e complicato.,giudizio,J,PC,"('red', 3, 1)",red,L'iter clinico è lungo e complicato.,red,giudizio
5652,5652,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,L'iter clinico assistenziale di Padova è stato eccellente.,giudizio,J,PC,"('red', 3, 1)",red,L'iter clinico assistenziale di Padova è stato eccellente.,red,giudizio
5655,5655,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,Alti e bassi. Per accoglienza e successive visite di controllo molto positive. Molto bene l'intervento chirurgico.,giudizio,J,PC,"('red', 3, 1)",red,Alti e bassi. Per accoglienza e successive visite di controllo molto positive. Molto bene l'intervento chirurgico.,red,giudizio
5657,5657,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Il decorso di mio figlio è stato di circa 3 anni con un ciclo di interventi annuale,",descrizione,J,PC,"('green', 0, 1)",green,"Il decorso di mio figlio è stato di circa 3 anni con un ciclo di interventi annuale,",green,descrizione
5658,5658,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,fortunatamente tutto è andato per il verso giusto ed a parte qualche complicazione poi risolta l'esito è stato del tutto positivo.,giudizio,J,PC,"('red', 3, 1)",red,fortunatamente tutto è andato per il verso giusto ed a parte qualche complicazione poi risolta l'esito è stato del tutto positivo.,red,giudizio
5659,5659,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Purtroppo l'ambiente ospedaliero è molto tecnico e poco umano, ma questo ben lo sappiamo è normale.",giudizio,J,PC,"('red', 3, 1)",red,"Purtroppo l'ambiente ospedaliero è molto tecnico e poco umano, ma questo ben lo sappiamo è normale.",red,giudizio
5661,5661,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,L'iter clinico assistenziale è stato ottimo -,giudizio,J,PC,"('red', 3, 1)",red,L'iter clinico assistenziale è stato ottimo -,red,giudizio
5662,5662,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,al tempo non potevo nulla ma tramite la mia cardiologa sono stata indirizzata egregiamente anche in contesto ospedaliero sono stata trattata bene.,giudizio,J,PC,"('red', 3, 1)",red,al tempo non potevo nulla ma tramite la mia cardiologa sono stata indirizzata egregiamente anche in contesto ospedaliero sono stata trattata bene.,red,giudizio
5663,5663,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,Il percorso medico di mio figlio è stato difficile sin dalla nascita e anche in fase prenatale in quanto la diagnosi è stata fatta in questa fase.,giudizio,J,PC,"('red', 3, 1)",red,Il percorso medico di mio figlio è stato difficile sin dalla nascita e anche in fase prenatale in quanto la diagnosi è stata fatta in questa fase.,red,giudizio
5665,5665,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,L'equipe medica da cui è seguito ha sempre dato supporto medico competente e professionale molto positivo.,giudizio,J,PC,"('red', 3, 1)",red,L'equipe medica da cui è seguito ha sempre dato supporto medico competente e professionale molto positivo.,red,giudizio
5667,5667,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Il percorso finora è stato positivo, a parte qualche complicazione che però è stata gestita nel migliore dei modi. L'iter assistenziale ottimo",giudizio,J,PC,"('red', 3, 1)",red,"Il percorso finora è stato positivo, a parte qualche complicazione che però è stata gestita nel migliore dei modi. L'iter assistenziale ottimo",red,giudizio
5669,5669,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Siamo stati in una bolla protetta,",giudizio,J,PC,"('red', 3, 1)",red,"Siamo stati in una bolla protetta,",red,giudizio
5670,5670,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"in una città che non era la nostra, non conoscendo nessuno, con la famiglia lontana. Solo noi, il nostro bambino e il nostro gatto.",descrizione,J,PC,"('green', 0, 1)",green,"in una città che non era la nostra, non conoscendo nessuno, con la famiglia lontana. Solo noi, il nostro bambino e il nostro gatto.",green,descrizione
5671,5671,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Per quanto possa sembrare assurdo ricordo la sensazione di protezione, di sapere che ero nel posto giusto.",giudizio,J,PC,"('red', 3, 1)",red,"Per quanto possa sembrare assurdo ricordo la sensazione di protezione, di sapere che ero nel posto giusto.",red,giudizio
