,Question,Qrep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
4163,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,che c' è una buona organizzazione ,descrizione,S,RD,"('green', 0, 1)",green,che c' è una buona organizzazione ,green,descrizione,False,0,False,,,,,,
4164,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"se stanno insieme, se parlano insieme, se giocano insieme, mi fa pensare che la popolazione detenuta è integrata ",descrizione,S,RD,"('green', 0, 1)",green,"se stanno insieme, se parlano insieme, se giocano insieme, mi fa pensare che la popolazione detenuta è integrata ",green,descrizione,False,0,False,,,,,,
4165,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,andiamo d'accordo con gli italiani se loro non sono sotto terapia per disturbi mentali ,causa,S,RD,"('red', 2, 1)",red,andiamo d'accordo con gli italiani se loro non sono sotto terapia per disturbi mentali ,red,causa,False,0,False,,,,,,
4166,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,un luogo buono ,sancire,S,RD,"('red', 1, 0)",red,un luogo buono ,red,sancire,False,0,False,,,,,,
4167,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non so,giustificazione,S,RD,"('red', 4, 1)",red,non so,red,giustificazione,False,0,False,,,,,,
4168,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,ne incontriamo solo quando usciamo fuori ,commento,S,RD,"('red', 3, 1)",red,ne incontriamo solo quando usciamo fuori ,red,commento,False,0,False,,,,,,
4169,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non ho idea ,giustificazione,S,RD,"('red', 4, 1)",red,non ho idea ,red,giustificazione,False,0,False,,,,,,
4170,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non so ,giustificazione,S,RD,"('red', 4, 1)",red,non so ,red,giustificazione,False,0,False,,,,,,
4171,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,impossibile da sapere subito ,giustificazione,S,RD,"('red', 4, 1)",red,impossibile da sapere subito ,red,giustificazione,False,0,False,,,,,,
4172,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,impossibile da sapere subito ,giustificazione,S,RD,"('red', 4, 1)",red,impossibile da sapere subito ,red,giustificazione,False,0,False,,,,,,
4173,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,passano il tempo insieme vanno d'accordo e non cambiano di cella,descrizione,S,RD,"('green', 0, 1)",green,passano il tempo insieme vanno d'accordo e non cambiano di cella,green,descrizione,False,0,False,,,,,,
4174,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,impossibile integrazione ,sancire,S,RD,"('red', 1, 0)",red,impossibile integrazione ,red,sancire,False,0,False,,,,,,
4175,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,sono contento ,descrizione,S,RD,"('green', 0, 1)",green,sono contento ,green,descrizione,False,0,False,,,,,,
4176,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"quando si comportano allo stesso modo, vanno d'accordo, parlano. amicizia ",descrizione,S,RD,"('green', 0, 1)",green,"quando si comportano allo stesso modo, vanno d'accordo, parlano. amicizia ",green,descrizione,False,0,False,,,,,,
4177,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,nel carcere difficile integrarsi ,commento,S,RD,"('red', 3, 1)",red,nel carcere difficile integrarsi ,red,commento,False,0,False,,,,,,
4178,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,perché si comportano bene ,generalizzazione,S,RD,"('red', 3, 1)",red,perché si comportano bene ,red,generalizzazione,False,0,False,,,,,,
4179,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"stanno bene insieme passano la galera insieme uno aiuta l'altro, un avvocato da una mano all'uno e all'altro ",descrizione,S,RD,"('green', 0, 1)",green,"stanno bene insieme passano la galera insieme uno aiuta l'altro, un avvocato da una mano all'uno e all'altro ",green,descrizione,False,0,False,,,,,,
4180,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,la differenza tra questo e l'altro è chiaro ,sancire,S,RD,"('red', 1, 0)",red,la differenza tra questo e l'altro è chiaro ,red,sancire,False,0,False,,,,,,
4181,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,dipende dalla direzione: perché siamo esseri umani ,generalizzazione,S,RD,"('red', 3, 1)",red,dipende dalla direzione: perché siamo esseri umani ,red,generalizzazione,False,0,False,,,,,,
4182,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,quando si rispettano uno con l'altro ,descrizione,S,RD,"('green', 0, 1)",green,quando si rispettano uno con l'altro ,green,descrizione,True,1,False,,,,,,
4183,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,avrei bisogno di conoscere l'ambiente prima di dare il mio giudizio ,giustificazione,S,RD,"('red', 4, 1)",red,avrei bisogno di conoscere l'ambiente prima di dare il mio giudizio ,red,giustificazione,False,0,False,,,,,,
4184,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,penso che sono poco integrati ,commento,S,RD,"('red', 3, 1)",red,penso che sono poco integrati ,red,commento,False,0,False,,,,,,
4185,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non ci penso ,giustificazione,S,RD,"('red', 4, 1)",red,non ci penso ,red,giustificazione,False,0,False,,,,,,
4186,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"prima di dare un giudizio, preferisco conoscerla la situazione ",giustificazione,S,RD,"('red', 4, 1)",red,"prima di dare un giudizio, preferisco conoscerla la situazione ",red,giustificazione,True,1,False,,,,,,
4187,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non riesco a dare una risposta perché pochi giorni non bastano per dare un giudizio sull' integrazione,giustificazione,S,RD,"('red', 4, 1)",red,non riesco a dare una risposta perché pochi giorni non bastano per dare un giudizio sull' integrazione,red,giustificazione,False,0,False,,,,,,
4188,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,la convivenza pacifica e armoniosa ,descrizione,S,RD,"('green', 0, 1)",green,la convivenza pacifica e armoniosa ,green,descrizione,False,0,False,,,,,,
4189,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,perché vedo dei rapporti normali tra di loro ,descrizione,S,RD,"('green', 0, 1)",green,perché vedo dei rapporti normali tra di loro ,green,descrizione,True,1,False,,,,,,
4190,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,miracolo di vivere in pace ,generalizzazione,S,RD,"('red', 3, 1)",red,miracolo di vivere in pace ,red,generalizzazione,False,0,False,,,,,,
4191,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non so ,giustificazione,S,RD,"('red', 4, 1)",red,non so ,red,giustificazione,False,0,False,,,,,,
4192,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,perché sono molto uniti tra loro. ,generalizzazione,S,RD,"('red', 3, 1)",red,perché sono molto uniti tra loro. ,red,generalizzazione,True,1,False,,,,,,
4193,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,solidarietà ,generalizzazione,S,RD,"('red', 3, 1)",red,solidarietà ,red,generalizzazione,True,1,False,,,,,,
4194,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"non so, non posso giudicare vivo e basta, tanto di qui me ne andrò, forse sarebbe bello se ci fosse solidarietà fra tutte quante ",giustificazione,S,RD,"('red', 4, 1)",red,"non so, non posso giudicare vivo e basta, tanto di qui me ne andrò, forse sarebbe bello se ci fosse solidarietà fra tutte quante ",red,giustificazione,False,0,False,,,,,,
4195,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"lo potrei affermare se lo vedessi o mi sentissi tra loro, solo così potrei affermare che c' è integrazione ",giustificazione,S,RD,"('red', 4, 1)",red,"lo potrei affermare se lo vedessi o mi sentissi tra loro, solo così potrei affermare che c' è integrazione ",red,giustificazione,True,1,False,,,,,,
4196,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"mi fa pensare che sono integrato bene, il fatto che comunicano tra di loro si aiutano uno con altro ",descrizione,S,RD,"('green', 0, 1)",green,"mi fa pensare che sono integrato bene, il fatto che comunicano tra di loro si aiutano uno con altro ",green,descrizione,False,0,False,,,,,,
4197,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,dal modo come si comporta ,descrizione,S,RD,"('green', 0, 1)",green,dal modo come si comporta ,green,descrizione,False,0,False,,,,,,
4198,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,le persone che conosco sono persone molto brave ,commento,S,RD,"('red', 3, 1)",red,le persone che conosco sono persone molto brave ,red,commento,True,1,False,,,,,,
4199,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,il mio pensiero è che in un carcere non ci sarà mai una integrazione per la decomposizione sociale e la differenza economica fra italiani stranieri ,previsione,S,RD,"('red', 5, 4)",red,il mio pensiero è che in un carcere non ci sarà mai una integrazione per la decomposizione sociale e la differenza economica fra italiani stranieri ,red,previsione,False,0,False,,,,,,
4200,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,che nell'istituto dove ero prima tutto funzionava male ,commento,S,RD,"('red', 3, 1)",red,che nell'istituto dove ero prima tutto funzionava male ,red,commento,True,1,False,,,,,,
4201,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,funzionamento di tutto l' istituto. un buon direttore che ascolti i detenuti,descrizione,S,RD,"('green', 0, 1)",green,funzionamento di tutto l' istituto. un buon direttore che ascolti i detenuti,green,descrizione,False,0,False,,,,,,
4202,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,vedendo l' armonia tra i detenuti,descrizione,S,RD,"('green', 0, 1)",green,vedendo l' armonia tra i detenuti,green,descrizione,False,0,False,,,,,,
4203,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,far parte dell' integrazione senza razzismo,generalizzazione,S,RD,"('red', 3, 1)",red,far parte dell' integrazione senza razzismo,red,generalizzazione,False,0,False,,,,,,
4204,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,giocano tra loro e partecipano nello sport,specificazione,S,RD,"('yellow', 1, 1)",yellow,giocano tra loro e partecipano nello sport,yellow,specificazione,False,0,False,,,,,,
4205,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,giocano tra loro e partecipano nello sport,specificazione,S,RD,"('yellow', 1, 1)",yellow,giocano tra loro e partecipano nello sport,yellow,specificazione,False,0,False,,,,,,
4206,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,giocano tra loro e partecipano nello sport,specificazione,S,RD,"('yellow', 1, 1)",yellow,giocano tra loro e partecipano nello sport,yellow,specificazione,False,0,False,,,,,,
4207,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non so,giustificazione,S,RD,"('red', 4, 1)",red,non so,red,giustificazione,False,0,False,,,,,,
4208,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,ci sono tanti istituti che non sono uguali,commento,S,RD,"('red', 3, 1)",red,ci sono tanti istituti che non sono uguali,red,commento,False,0,False,,,,,,
4209,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,di dare il benvenuto con stima tra noi,descrizione,S,RD,"('green', 0, 1)",green,di dare il benvenuto con stima tra noi,green,descrizione,False,0,False,,,,,,
4210,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"si vede che si capiscono uno con l'altro, e si rispettano a vicenda",descrizione,S,RD,"('green', 0, 1)",green,"si vede che si capiscono uno con l'altro, e si rispettano a vicenda",green,descrizione,False,0,False,,,,,,
4211,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non so ma sono favorevole,giudizio,S,RD,"('red', 3, 1)",red,non so ma sono favorevole,red,giudizio,False,0,False,,,,,,
4212,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,se vedo un rapporto tra gli stranieri e gli italiani abbastanza buono,giudizio,S,RD,"('red', 3, 1)",red,se vedo un rapporto tra gli stranieri e gli italiani abbastanza buono,red,giudizio,True,1,False,,,,,,
4213,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,che stanno bene insieme,descrizione,S,RD,"('green', 0, 1)",green,che stanno bene insieme,green,descrizione,False,0,False,,,,,,
4214,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,mangiamo insieme,descrizione,S,RD,"('green', 0, 1)",green,mangiamo insieme,green,descrizione,False,0,False,,,,,,
4215,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,scherziamo,descrizione,S,RD,"('green', 0, 1)",green,scherziamo,green,descrizione,False,0,False,,,,,,
4216,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,di come viene gestito,descrizione,S,RD,"('green', 0, 1)",green,di come viene gestito,green,descrizione,False,0,False,,,,,,
4217,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,perché quando si va all'aria guarda se le italiane e le straniere si parlano,descrizione,S,RD,"('green', 0, 1)",green,perché quando si va all'aria guarda se le italiane e le straniere si parlano,green,descrizione,False,0,False,,,,,,
4218,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,perché lo sto vivendo,giustificazione,S,RD,"('red', 4, 1)",red,perché lo sto vivendo,red,giustificazione,False,0,False,,,,,,
4219,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non so,giustificazione,S,RD,"('red', 4, 1)",red,non so,red,giustificazione,True,1,False,,,,,,
4220,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,mi permette affermarlo il fatto che io stessa mi sono integrata,causa,S,RD,"('red', 2, 1)",red,mi permette affermarlo il fatto che io stessa mi sono integrata,red,causa,True,1,False,,,,,,
4221,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non so,giustificazione,S,RD,"('red', 4, 1)",red,non so,red,giustificazione,red,giudizio,True,,,,,,
4222,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non ho idea,giustificazione,S,RD,"('red', 4, 1)",red,non ho idea,red,giustificazione,False,0,False,,,,,,
4223,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,se vedo che vanno d'accordo,giustificazione,S,RD,"('red', 4, 1)",red,se vedo che vanno d'accordo,red,giustificazione,True,1,False,,,,,,
4224,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,nessuno,sancire,S,RD,"('red', 1, 0)",red,nessuno,red,sancire,True,1,False,,,,,,
4225,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,c' è comunicazione,descrizione,S,RD,"('green', 0, 1)",green,c' è comunicazione,green,descrizione,False,0,False,,,,,,
4226,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,nessuno,sancire,S,RD,"('red', 1, 0)",red,nessuno,red,sancire,False,0,False,,,,,,
4227,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,mi adatterò in questa situazione nella quale mi trovo,previsione,S,RD,"('red', 5, 4)",red,mi adatterò in questa situazione nella quale mi trovo,red,previsione,True,1,False,,,,,,
4228,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"che sto meglio, sono meno discriminato",descrizione,S,RD,"('green', 0, 1)",green,"che sto meglio, sono meno discriminato",green,descrizione,False,0,False,,,,,,
4229,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,regina coeli la ritengo meglio di tante istituzioni perché sono per la prima volta conosco altre istituzioni peggio ma possono anche migliorare con volontà,commento,S,RD,"('red', 3, 1)",red,regina coeli la ritengo meglio di tante istituzioni perché sono per la prima volta conosco altre istituzioni peggio ma possono anche migliorare con volontà,red,commento,red,giudizio,False,,,,,,
4230,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,gli operatori lavorano bene nel mettere d'accordo tutti per andare alla pari,descrizione,S,RD,"('green', 0, 1)",green,gli operatori lavorano bene nel mettere d'accordo tutti per andare alla pari,green,descrizione,False,0,False,,,,,,
4231,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,sono uniti e aiutano uno l' altro,descrizione,S,RD,"('green', 0, 1)",green,sono uniti e aiutano uno l' altro,green,descrizione,True,1,False,,,,,,
4232,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"non sono stato trasferito, quindi non so dire",giustificazione,S,RD,"('red', 4, 1)",red,"non sono stato trasferito, quindi non so dire",red,giustificazione,False,0,False,,,,,,
4233,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non è possibile,sancire,S,RD,"('red', 1, 0)",red,non è possibile,red,sancire,True,1,False,,,,,,
4234,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,penso che lo psicologo e l'educatore ti aiutano a inserirti,opinione,S,RD,"('red', 5, 3)",red,penso che lo psicologo e l'educatore ti aiutano a inserirti,red,opinione,False,0,False,,,,,,
4235,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,che le persone si rispettano,descrizione,S,RD,"('green', 0, 1)",green,che le persone si rispettano,green,descrizione,False,0,False,,,,,,
