,Question,Qrep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
3173,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"non lo so, penso che tutti facciamo errori, ma io ne faccio sempre",commento,S,RD,"('red', 3, 1)",red,"non lo so, penso che tutti facciamo errori, ma io ne faccio sempre",red,commento,False,0,False
3174,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,ci sono due maniere di chiarmarli: la prima delitto per caso, la seconda essere abituati al tipo di delitto,sancire,S,RD,"('red', 1, 0)",red,ci sono due maniere di chiarmarli: la prima delitto per caso, la seconda essere abituati al tipo di delitto,False,0,False
3175,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,non è normale,giudizio,S,RD,"('red', 3, 1)",red,non è normale,red,giudizio,False,0,False
3176,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,che non è normale,giudizio,S,RD,"('red', 3, 1)",red,che non è normale,red,giudizio,False,0,False
3177,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"dipende dalle persone che l'hanno commesso, potrebbero essere le persone con difficoltà economiche, le persone che lo fanno come lavoro oppure i tossicodipendenti",possibilità,S,RD,"('yellow', 2, 2)",yellow,"dipende dalle persone che l'hanno commesso, potrebbero essere le persone con difficoltà economiche, le persone che lo fanno come lavoro oppure i tossicodipendenti",yellow,possibilità,False,0,False
3178,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"lo descrivo innocente,",giudizio,S,RD,"('red', 3, 1)",red,"lo descrivo innocente,",red,giudizio,True,1,False
3179,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"che 3 grammi di hashish ti fanno entrare in prigione, e questo si considera giustizia",commento,S,RD,"('red', 3, 1)",red,"che 3 grammi di hashish ti fanno entrare in prigione, e questo si considera giustizia",red,commento,True,1,False
3180,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,per me è una cosa normale,opinione,S,RD,"('red', 5, 3)",red,per me è una cosa normale,red,opinione,True,1,False
3181,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"ci sono commesso lo stesso è stato imputato, ha passato 4 mesi di prigione",descrizione,S,RD,"('green', 0, 1)",green,"ci sono commesso lo stesso è stato imputato, ha passato 4 mesi di prigione",green,descrizione,False,0,False
3182,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"e io ho 11 mesi di prigione, so che ho sbagliato ma le miei condizioni mi hanno spinto a prendere una decisione sbagliata",commento,S,RD,"('red', 3, 1)",red,"e io ho 11 mesi di prigione, so che ho sbagliato ma le miei condizioni mi hanno spinto a prendere una decisione sbagliata",red,commento,False,0,False
3183,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,lo descrivo come una persona che ha dei problemi famigliari o soffre di una malattia psichica,sancire,S,RD,"('red', 1, 0)",red,lo descrivo come una persona che ha dei problemi famigliari o soffre di una malattia psichica,red,sancire,False,0,False
3184,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,non lo so,non risposta,S,RD,"('red', 3, 1)",red,non lo so,red,non risposta,False,0,False
3185,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"ero in un età motlo piccola avevo 18 ani e ora ho capito se dio vuole, quando uscirò non tornerò a questi problemi",commento,S,RD,"('red', 3, 1)",red,"ero in un età motlo piccola avevo 18 ani e ora ho capito se dio vuole, quando uscirò non tornerò a questi problemi",red,commento,False,0,False
3186,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,perché ero piccolo di età quando sono entrato in prigione dopo ho capito cosa vuol dire spaccio di droga,commento,S,RD,"('red', 3, 1)",red,perché ero piccolo di età quando sono entrato in prigione dopo ho capito cosa vuol dire spaccio di droga,red,commento,False,0,False
3187,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,descrivo la persona lo stesso reato dicendo che è una persona senza mente,giudizio,S,RD,"('red', 3, 1)",red,descrivo la persona lo stesso reato dicendo che è una persona senza mente,red,giudizio,False,0,False
3188,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,mi allontano da questa strada,commento,S,RD,"('red', 3, 1)",red,mi allontano da questa strada,red,commento,True,1,False
3189,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"ci sono commesso lo stesso e io sono entrato in prigione per la prima volta, vivio in italia perché mi piace",commento,S,RD,"('red', 3, 1)",red,"ci sono commesso lo stesso e io sono entrato in prigione per la prima volta, vivio in italia perché mi piace",red,commento,False,0,False
3190,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"una persona reato ha passato solo 3 mesi in prigione, invece io devo ancora rimanere",specificazione,S,RD,"('yellow', 1, 1)",yellow,"una persona reato ha passato solo 3 mesi in prigione, invece io devo ancora rimanere",yellow,specificazione,True,1,False
3191,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,non lo so,non risposta,S,RD,"('red', 3, 1)",red,non lo so,red,non risposta,False,0,False
3192,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"in realtà le dico di essere paziente, la pazienza è la chiave dell'uscita",generalizzazione,S,RD,"('red', 3, 1)",red,"in realtà le dico di essere paziente, la pazienza è la chiave dell'uscita",red,generalizzazione,False,0,False
3193,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,povero,giudizio,S,RD,"('red', 3, 1)",red,povero,red,giudizio,False,0,False
3194,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"è una cosa che fa male, una cosa ingiusta",commento,S,RD,"('red', 3, 1)",red,"è una cosa che fa male, una cosa ingiusta",red,commento,False,0,False
3195,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"la persona che ha commesso lo stesso reato che è stato imputato, che anche lui è una pesona abbandonato o sfortunato come me",giudizio,S,RD,"('red', 3, 1)",red,"la persona che ha commesso lo stesso reato che è stato imputato, che anche lui è una pesona abbandonato o sfortunato come me",red,giudizio,False,0,False
3196,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,lo descrivo che ha commesso e non sapeva quale fosse la punizione,sancire,S,RD,"('red', 1, 0)",red,lo descrivo che ha commesso e non sapeva quale fosse la punizione,red,sancire,False,0,False
3197,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"la persona che ha commesso lo stesso reato simile al mio, vedo questa domanda che quando ho commesso questo reato non ero cosciente ero sotto effetto dell'alcol perché io non rubo",commento,S,RD,"('red', 3, 1)",red,"la persona che ha commesso lo stesso reato simile al mio, vedo questa domanda che quando ho commesso questo reato non ero cosciente ero sotto effetto dell'alcol perché io non rubo",red,commento,False,0,False
3198,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,che innocente,giudizio,S,RD,"('red', 3, 1)",red,che innocente,red,giudizio,False,0,False
3199,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"""quindici grammi di hashish e sono qui in prigione, questa è una cosa impossibile""",commento,S,RD,"('red', 3, 1)",red,"""quindici grammi di hashish e sono qui in prigione, questa è una cosa impossibile""",red,commento,False,0,False
3200,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,la legge sopra tutti giustizia giustizia,commento,S,RD,"('red', 3, 1)",red,la legge sopra tutti giustizia giustizia,red,commento,False,0,False
3201,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,penso che questa persona che ha commesso è stato imputato ch anche lui soffre di povertà,opinione,S,RD,"('red', 5, 3)",red,penso che questa persona che ha commesso è stato imputato ch anche lui soffre di povertà,red,opinione,False,0,False
3202,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,rispondo così,non risposta,S,RD,"('red', 3, 1)",red,rispondo così,red,non risposta,False,0,False
3203,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,lo descrivo come una persona che ha dei problemi famigliari,sancire,S,RD,"('red', 1, 0)",red,lo descrivo come una persona che ha dei problemi famigliari,red,sancire,False,0,False
3204,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"questa persona è stata accusata per ciò che ha fatto, forse perché le condizioni di vita sono durissime",giustificazione,S,RD,"('red', 4, 1)",red,"questa persona è stata accusata per ciò che ha fatto, forse perché le condizioni di vita sono durissime",red,giustificazione,True,1,False
3205,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,per me non ci nessun pregiudizio alla altre persone,opinione,S,RD,"('red', 5, 3)",red,per me non ci nessun pregiudizio alla altre persone,red,opinione,False,0,False
3206,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,una persona come tutte le altre,giudizio,S,RD,"('red', 3, 1)",red,una persona come tutte le altre,red,giudizio,False,0,False
3207,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"che è una ingiustizia perché non ho, mi hanno semplicemente preso 2 volte senza documenti, ho sempre lavorato",generalizzazione,S,RD,"('red', 3, 1)",red,"che è una ingiustizia perché non ho, mi hanno semplicemente preso 2 volte senza documenti, ho sempre lavorato",red,generalizzazione,False,0,False
3208,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"non si descrivere una persona che non si conosce,",non risposta,S,RD,"('red', 3, 1)",red,"non si descrivere una persona che non si conosce,",red,non risposta,True,1,False
3209,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"il reato da me commesso non è una buona azione, perciò si può essere processati",generalizzazione,S,RD,"('red', 3, 1)",red,"il reato da me commesso non è una buona azione, perciò si può essere processati",red,generalizzazione,True,1,False
3210,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,è una persona abituata a commettere errori,sancire,S,RD,"('red', 1, 0)",red,è una persona abituata a commettere errori,red,sancire,True,1,False
3211,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,normale,giudizio,S,RD,"('red', 3, 1)",red,normale,red,giudizio,False,0,False
3212,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"io credo che sia normale fino a tre volte, dopo tre volte non credo che sia normale",opinione,S,RD,"('red', 5, 3)",red,"io credo che sia normale fino a tre volte, dopo tre volte non credo che sia normale",red,opinione,False,0,False
3213,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,una persona,generalizzazione,S,RD,"('red', 3, 1)",red,una persona,red,generalizzazione,False,0,False
3214,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"non sono o descrivere le persone che hanno fatto quello che ho perché ognuno ha le sue ragioni, ma posso parlare per me: una persona debole che si è lasciata minacciare per fare questo tipo di lavoro - trasportare droga - e allo stesso tempo forte perché per la vita delle mie figlie sono capace di tutto",generalizzazione,S,RD,"('red', 3, 1)",red,"non sono o descrivere le persone che hanno fatto quello che ho perché ognuno ha le sue ragioni, ma posso parlare per me: una persona debole che si è lasciata minacciare per fare questo tipo di lavoro - trasportare droga - e allo stesso tempo forte perché per la vita delle mie figlie sono capace di tutto",red,generalizzazione,False,0,False
3215,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,che è un'ingiustizia,commento,S,RD,"('red', 3, 1)",red,che è un'ingiustizia,red,commento,False,0,False
3216,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"mi pento di quello che ho, ma è tardi",commento,S,RD,"('red', 3, 1)",red,"mi pento di quello che ho, ma è tardi",red,commento,True,1,False
3217,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,non giudico,non risposta,S,RD,"('red', 3, 1)",red,non giudico,red,non risposta,False,0,False
3218,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,da un anno disperata,giudizio,S,RD,"('red', 3, 1)",red,da un anno disperata,red,giudizio,False,0,False
3219,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,queste persone mi hanno tanta ingustizia e tristezza,opinione,S,RD,"('red', 5, 3)",red,queste persone mi hanno tanta ingustizia e tristezza,red,opinione,False,0,False
3220,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,dipende per il bisogno non per cattiveria,ridimensionamento,S,RD,"('green', 0, 1)",green,dipende per il bisogno non per cattiveria,green,ridimensionamento,False,0,False
3221,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,era uno sbaglio era uso personale,sancire,S,RD,"('red', 1, 0)",red,era uno sbaglio era uso personale,red,sancire,False,0,False
3222,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,delinquente,giudizio,S,RD,"('red', 3, 1)",red,delinquente,red,giudizio,False,0,False
3223,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,in questo caso ognuno di noi sbaglia nella vita chi di più e chi di meno anzi noi stiamo pagando troppo per quello ognuno ha fatto,generalizzazione,S,RD,"('red', 3, 1)",red,in questo caso ognuno di noi sbaglia nella vita chi di più e chi di meno anzi noi stiamo pagando troppo per quello ognuno ha fatto,red,generalizzazione,True,1,False
3224,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,penso che non va bene è molto brutto,giudizio,S,RD,"('red', 3, 1)",red,penso che non va bene è molto brutto,red,giudizio,False,0,False
3225,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,la stessa condanna,generalizzazione,S,RD,"('red', 3, 1)",red,la stessa condanna,red,generalizzazione,True,1,False
3226,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,descrivo la persona è dentro in prigione per volontà di dio che sto aspettando il suo giudizio,commento,S,RD,"('red', 3, 1)",red,descrivo la persona è dentro in prigione per volontà di dio che sto aspettando il suo giudizio,red,commento,False,0,False
3227,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,questo sbaglio è stato fatto quando ero ubriaco ed è il primo i l'ultimo sbaglio che faccio,commento,S,RD,"('red', 3, 1)",red,questo sbaglio è stato fatto quando ero ubriaco ed è il primo i l'ultimo sbaglio che faccio,red,commento,False,0,False
3228,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"descrivo una persona lo stesso reato, anche a me che è avaro",giudizio,S,RD,"('red', 3, 1)",red,"descrivo una persona lo stesso reato, anche a me che è avaro",red,giudizio,True,1,False
3229,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,e dio non ama gli avari e che dio perdona ed dio è misericordioso, amen,commento,S,RD,"('red', 3, 1)",red,e dio non ama gli avari e che dio perdona ed dio è misericordioso, amen,True,1,False
3230,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"descrivo una persona lo stesso reato anche a me, che mi dispiace per lui",opinione,S,RD,"('red', 5, 3)",red,"descrivo una persona lo stesso reato anche a me, che mi dispiace per lui",red,opinione,True,1,False
3231,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,lo descrivo come una persona che ha commesso.,generalizzazione,S,RD,"('red', 3, 1)",red,lo descrivo come una persona che ha commesso.,red,generalizzazione,False,0,False
3232,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,Non deve ripeterlo,prescrizione,S,RD,"('yellow', 4, 4)",yellow,Non deve ripeterlo,yellow,prescrizione,False,0,False
3233,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,e ha bisogno di aiuto,sancire,S,RD,"('red', 1, 0)",red,e ha bisogno di aiuto,red,sancire,False,0,False
3234,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,descrivo la persona lo stesso reato anche a me che ha scelto una strada sbagliata,sancire,S,RD,"('red', 1, 0)",red,descrivo la persona lo stesso reato anche a me che ha scelto una strada sbagliata,red,sancire,False,0,False
3235,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"ci sono molte persone che hanno commesso lo stesso reato e sono usciti, io non niente mi hanno fatto entrare in prigione perché l'avvocato mi ha consigliato il patteggiamento dicendo che così potevo uscire invece mi hanno",commento,S,RD,"('red', 3, 1)",red,"ci sono molte persone che hanno commesso lo stesso reato e sono usciti, io non niente mi hanno fatto entrare in prigione perché l'avvocato mi ha consigliato il patteggiamento dicendo che così potevo uscire invece mi hanno",red,commento,False,0,False
3236,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,la stessa pena,generalizzazione,S,RD,"('red', 3, 1)",red,la stessa pena,red,generalizzazione,False,0,False
3237,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,reputo queste persone esseri umani,descrizione,S,RD,"('green', 0, 1)",green,reputo queste persone esseri umani,green,descrizione,False,0,False
3238,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,e che abbiano commesso reati per la propria sopravvivenza e di poter essere in qualche modo autonomi,giustificazione,S,RD,"('red', 4, 1)",red,e che abbiano commesso reati per la propria sopravvivenza e di poter essere in qualche modo autonomi,red,giustificazione,False,0,False
3239,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,e che vorrebbero riscattarsi da una realtà remota alquanto difficile,dichiarazione di intenti,S,RD,"('red', 5, 4)",red,e che vorrebbero riscattarsi da una realtà remota alquanto difficile,red,dichiarazione di intenti,False,0,False
3240,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,perché avrà lo stesso bisogno come me,generalizzazione,S,RD,"('red', 3, 1)",red,perché avrà lo stesso bisogno come me,red,generalizzazione,True,1,False
3241,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"è una persona bisogno,",giudizio,S,RD,"('red', 3, 1)",red,"è una persona bisogno,",red,giudizio,False,0,False
3242,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,magari senza lavoro e costretto,possibilità,S,RD,"('yellow', 2, 2)",yellow,magari senza lavoro e costretto,yellow,possibilità,False,0,False
3243,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"secondo il parere, la diamo una chance per avere una vita tranquilla casomai non deve un altro errore",generalizzazione,S,RD,"('red', 3, 1)",red,"secondo il parere, la diamo una chance per avere una vita tranquilla casomai non deve un altro errore",red,generalizzazione,False,0,False
3244,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,niente,non risposta,S,RD,"('red', 3, 1)",red,niente,red,non risposta,True,1,False
3245,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,io personalmente ho preso la strada sbagliata purtroppo molto e dopo tutta questa esperienza mi auguro che nessuno fa lo stesso errore che ho fatto. È un tunnel che non finisce mai,generalizzazione,S,RD,"('red', 3, 1)",red,io personalmente ho preso la strada sbagliata purtroppo molto e dopo tutta questa esperienza mi auguro che nessuno fa lo stesso errore che ho fatto. È un tunnel che non finisce mai,red,generalizzazione,False,0,False
3246,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,ignorante e scemo,giudizio,S,RD,"('red', 3, 1)",red,ignorante e scemo,red,giudizio,False,0,False
3247,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,sfortunato,giudizio,S,RD,"('red', 3, 1)",red,sfortunato,red,giudizio,False,0,False
3248,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,ci sono necessità che lo spingono a fare questo reato,giustificazione,S,RD,"('red', 4, 1)",red,ci sono necessità che lo spingono a fare questo reato,red,giustificazione,False,0,False
3249,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,stupido come me,giudizio,S,RD,"('red', 3, 1)",red,stupido come me,red,giudizio,False,0,False
3250,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,che è bisognoso d'aiuto,giudizio,S,RD,"('red', 3, 1)",red,che è bisognoso d'aiuto,red,giudizio,False,0,False
3251,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,una persona un reato lo stesso al mio come reato di stupefacente. Penso che chi fa questi reati sono persone costrette e la società non è riuscita ad accoglierli e si sono trovate persone disperate senza lavoro e senza l'aiuto di nessuno,giustificazione,S,RD,"('red', 4, 1)",red,una persona un reato lo stesso al mio come reato di stupefacente. Penso che chi fa questi reati sono persone costrette e la società non è riuscita ad accoglierli e si sono trovate persone disperate senza lavoro e senza l'aiuto di nessuno,red,giustificazione,True,1,False
3252,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,gli auguro che non sbagli più come ho,commento,S,RD,"('red', 3, 1)",red,gli auguro che non sbagli più come ho,red,commento,False,0,False
3253,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,la persona che ha commesso lo stesso reato che è stato imputato a me è un innocente,giudizio,S,RD,"('red', 3, 1)",red,la persona che ha commesso lo stesso reato che è stato imputato a me è un innocente,red,giudizio,False,0,False
3254,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,una persona,generalizzazione,S,RD,"('red', 3, 1)",red,una persona,red,generalizzazione,False,0,False
3255,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"pazienza, essere utile ed amare il prossimo",commento,S,RD,"('red', 3, 1)",red,"pazienza, essere utile ed amare il prossimo",red,commento,False,0,False
3256,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,una persona,generalizzazione,S,RD,"('red', 3, 1)",red,una persona,red,generalizzazione,True,1,False
3257,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,hanno ragione chi sbaglia paga,sancire,S,RD,"('red', 1, 0)",red,hanno ragione chi sbaglia paga,red,sancire,False,0,False
3258,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,sfortunato,giudizio,S,RD,"('red', 3, 1)",red,sfortunato,red,giudizio,True,1,False
3259,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,innanzi tutto io non sarei in grado di giudicare qualcuno che ha commesso stesso reato bisogna vedere i motivi per cui l'ha fatto come abbiamo tutti poi questo compete solo alle autorità descriverla:,non risposta,S,RD,"('red', 3, 1)",red,innanzi tutto io non sarei in grado di giudicare qualcuno che ha commesso stesso reato bisogna vedere i motivi per cui l'ha fatto come abbiamo tutti poi questo compete solo alle autorità descriverla:,red,non risposta,False,0,False
3260,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"potrei dire che è una persona sbagliato, come me",opinione,S,RD,"('red', 5, 3)",red,"potrei dire che è una persona sbagliato, come me",red,opinione,False,0,False
3261,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"povero, l'hanno beccato",valutazione,S,RD,"('yellow', 5, 5)",yellow,"povero, l'hanno beccato",yellow,valutazione,True,1,False
3262,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,non sono un'altra perché ognuno di noi ha una motivazione e un fine per ogni errore,generalizzazione,S,RD,"('red', 3, 1)",red,non sono un'altra perché ognuno di noi ha una motivazione e un fine per ogni errore,red,generalizzazione,False,0,False
3263,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,in primo luogo non sono un'altra anche perché ciascuno di noi ha motivazioni diverse per il proprio errore,generalizzazione,S,RD,"('red', 3, 1)",red,in primo luogo non sono un'altra anche perché ciascuno di noi ha motivazioni diverse per il proprio errore,red,generalizzazione,False,0,False
3264,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"non posso descrivere, ma tutti commettiamo errori nella nostra vita",sancire,S,RD,"('red', 1, 0)",red,"non posso descrivere, ma tutti commettiamo errori nella nostra vita",red,sancire,False,0,False
3265,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,tutti facciamo errori e non lo giudico perché tutti sbagliamo,sancire,S,RD,"('red', 1, 0)",red,tutti facciamo errori e non lo giudico perché tutti sbagliamo,red,sancire,False,0,False
3266,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,come un fuori legge,giudizio,S,RD,"('red', 3, 1)",red,come un fuori legge,red,giudizio,False,0,False
3267,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"siamo esseri umano che commettiamo piccoli errori, siamo condannati perché non abbiamo ne reputazione ne soldi per coprire tutto",generalizzazione,S,RD,"('red', 3, 1)",red,"siamo esseri umano che commettiamo piccoli errori, siamo condannati perché non abbiamo ne reputazione ne soldi per coprire tutto",red,generalizzazione,False,0,False
3268,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,dipende dalla situazione nella quale ti trovi,generalizzazione,S,RD,"('red', 3, 1)",red,dipende dalla situazione nella quale ti trovi,red,generalizzazione,True,1,False
3269,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,nessuno lo sa perché tutti abbiamo altri pensieri,non risposta,S,RD,"('red', 3, 1)",red,nessuno lo sa perché tutti abbiamo altri pensieri,red,non risposta,False,0,False
3270,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"dipende dal tipo di reato e capisco su questo argomento: le persone commettono errori e allo stesso tempo rubano ai ricchi perché i ricchi rubano ai poveri e la giustizia esiste sia per i ricchi che per i poveri, non come berlusconi",generalizzazione,S,RD,"('red', 3, 1)",red,"dipende dal tipo di reato e capisco su questo argomento: le persone commettono errori e allo stesso tempo rubano ai ricchi perché i ricchi rubano ai poveri e la giustizia esiste sia per i ricchi che per i poveri, non come berlusconi",red,generalizzazione,True,1,False
3271,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"lo considero per quello che è e non lo critico, perché può darsi abbia avuto sfortuna",valutazione,S,RD,"('yellow', 5, 5)",yellow,"lo considero per quello che è e non lo critico, perché può darsi abbia avuto sfortuna",yellow,valutazione,False,0,False
3272,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"che mi dispiace è molto dura nel mio caso e troppo alta la condanna, peggio ancora se si ha una famiglia da mantenere che si trova da sola e senza aiuto alcuno",valutazione,S,RD,"('yellow', 5, 5)",yellow,"che mi dispiace è molto dura nel mio caso e troppo alta la condanna, peggio ancora se si ha una famiglia da mantenere che si trova da sola e senza aiuto alcuno",yellow,valutazione,False,0,False
3273,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrizione,"se è come nel mio caso, un'altra vittima",giudizio,S,RD,"('red', 3, 1)",red,"se è come nel mio caso, un'altra vittima",red,giudizio,False,0,False
