,Unnamed: 0,Unnamed: 0.1,Question,QRep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
845,845,845,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,credo non sia tanto male ,specificazione,J,Mix,"('yellow', 1, 1)",yellow,credo non sia tanto male ,yellow,specificazione,True,2,True
846,846,846,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non ha pensato alle conseguenze ,sancire,J,Mix,"('red', 1, 0)",red,non ha pensato alle conseguenze ,red,sancire,True,2,True
847,847,847,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,penso che la pensa come me ,opinione,J,Mix,"('red', 5, 3)",red,penso che la pensa come me ,red,opinione,True,2,True
848,848,848,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,va seguito e curato ,prescrizione,J,Mix,"('yellow', 4, 4)",yellow,va seguito e curato ,yellow,prescrizione,True,2,True
849,849,849,Come ti descriveresti prima di entrare in carcere?,Descrizione,descrivi me stesso una persona vuole bene e tutti i giorni cercano il lavoro e un periodo lavoravo e un periodo no e ,specificazione,J,Mix,"('yellow', 1, 1)",yellow,descrivi me stesso una persona vuole bene e tutti i giorni cercano il lavoro e un periodo lavoravo e un periodo no e ,yellow,specificazione,True,2,True
850,850,850,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,Descrizione,penso che trattamento di tipo rieducativo dovrebbero essere accessibili a tutti e ,opinione,J,Mix,"('red', 5, 3)",red,penso che trattamento di tipo rieducativo dovrebbero essere accessibili a tutti e ,red,opinione,True,2,True
851,851,851,Come descriverebbe una persona che “gode di salute”?,Descrizione,fortunata ,giudizio,J,Mix,"('red', 3, 1)",red,fortunata ,red,giudizio,True,2,True
852,852,852,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,ho sent di pero che parlano ,generalizzazione,J,Mix,"('red', 3, 1)",red,ho sent di pero che parlano ,red,generalizzazione,True,2,True
853,853,853,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,il medico ,giudizio,J,Mix,"('red', 3, 1)",red,il medico ,red,giudizio,True,2,True
854,854,854,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"oltre ad applicare quelle che ci sono meglio sed adeguassi alle norme europe dare pia possibilità alle misure alternate concedere pia permessi premio 
autorizzare chi vuole vedere il suo cane ",non_risposta,J,Mix,"('red', 3, 1)",red,"oltre ad applicare quelle che ci sono meglio sed adeguassi alle norme europe dare pia possibilità alle misure alternate concedere pia permessi premio 
autorizzare chi vuole vedere il suo cane ",red,non_risposta,True,2,True
855,855,855,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,niente ,non_risposta,J,Mix,"('red', 3, 1)",red,niente ,red,non_risposta,True,2,True
856,856,856,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,tenuto conto le attivita svolta dai sent si improvvisa ,commento,J,Mix,"('red', 3, 1)",red,tenuto conto le attivita svolta dai sent si improvvisa ,red,commento,True,2,True
857,857,857,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,le stesse procedure adottate per i detenuti italiano ,commento,J,Mix,"('red', 3, 1)",red,le stesse procedure adottate per i detenuti italiano ,red,commento,True,2,True
858,858,858,Come ti descriveresti prima di entrare in carcere?,Descrizione,una persona ignorava la realta della vita ,descrizione,J,Mix,"('green', 0, 1)",green,una persona ignorava la realta della vita ,green,descrizione,True,2,True
859,859,859,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,capo di famiglia ,descrizione,J,Mix,"('green', 0, 1)",green,capo di famiglia ,green,descrizione,True,2,True
860,860,860,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non consumo ,non_risposta,J,Mix,"('red', 3, 1)",red,non consumo ,red,non_risposta,True,2,True
861,861,861,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non uso le ervina ,non_risposta,J,Mix,"('red', 3, 1)",red,non uso le ervina ,red,non_risposta,True,2,True
862,862,862,Come ti descriverai una volta uscito dal carcere?,Descrizione,come viene viene e e e ,commento,J,Mix,"('red', 3, 1)",red,come viene viene e e e ,red,commento,True,2,True
863,863,863,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,normale ,giudizio,J,Mix,"('red', 3, 1)",red,normale ,red,giudizio,True,2,True
864,864,864,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,Descrizione,i detenuti dovrebbero lavorare o studiare ed essere formalmente e legalmente informati ,prescrizione,J,Mix,"('yellow', 4, 4)",yellow,i detenuti dovrebbero lavorare o studiare ed essere formalmente e legalmente informati ,yellow,prescrizione,True,2,True
865,865,865,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,non so ,prescrizione,J,Mix,"('yellow', 4, 4)",yellow,non so ,yellow,prescrizione,True,2,True
866,866,866,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"secondo me e il tratt rieducativo
efficace perche salva la vita della personale lo educa come
un membro giusto nella societ ",descrizione,J,Mix,"('green', 0, 1)",green,"secondo me e il tratt rieducativo
efficace perche salva la vita della personale lo educa come
un membro giusto nella societ ",green,descrizione,True,2,True
867,867,867,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,garantire i dir dea stan e aiuto ,giudizio,J,Mix,"('red', 3, 1)",red,garantire i dir dea stan e aiuto ,red,giudizio,True,2,True
868,868,868,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,che e grammi di hashish ti fanno entrare in prigione e questo si considera giustizia ,commento,J,Mix,"('red', 3, 1)",red,che e grammi di hashish ti fanno entrare in prigione e questo si considera giustizia ,red,commento,True,2,True
869,869,869,Come descriverebbe una persona che “gode di salute”?,Descrizione,sana ,giudizio,J,Mix,"('red', 3, 1)",red,sana ,red,giudizio,True,2,True
870,870,870,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,a meno che non si tratti di una confidenza femmine ,contrapposizione,J,Mix,"('red', 6, 4)",red,a meno che non si tratti di una confidenza femmine ,red,contrapposizione,True,2,True
871,871,871,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,la informazione per il mio ruolo la devo cercare e pagare di persona ,commento,J,Mix,"('red', 3, 1)",red,la informazione per il mio ruolo la devo cercare e pagare di persona ,red,commento,True,2,True
872,872,872,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,tradissimo incremento personale ,giudizio,J,Mix,"('red', 3, 1)",red,tradissimo incremento personale ,red,giudizio,True,2,True
873,873,873,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,non ho mai ,non_risposta,J,Mix,"('red', 3, 1)",red,non ho mai ,red,non_risposta,True,2,True
874,874,874,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,ho sent dire gli altri qui in caro ,descrizione,J,Mix,"('green', 0, 1)",green,ho sent dire gli altri qui in caro ,green,descrizione,True,2,True
875,875,875,Come descriverebbe una persona che “gode di salute”?,Descrizione,una persona fisicamente appare sano ,giudizio,J,Mix,"('red', 3, 1)",red,una persona fisicamente appare sano ,red,giudizio,True,2,True
876,876,876,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,la scuola panche il campo sportivo ila socialista amici italia strani ,descrizione,J,Mix,"('green', 0, 1)",green,la scuola panche il campo sportivo ila socialista amici italia strani ,green,descrizione,True,2,True
877,877,877,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,nessuna ,sancire,J,Mix,"('red', 1, 0)",red,nessuna ,red,sancire,True,2,True
878,878,878,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"per me e molto efficace posso raggiungere
l' obiettivo di essere messo nella comunita ",riferimento_obiettivo,J,Mix,"('green', 5, 6)",green,"per me e molto efficace posso raggiungere
l' obiettivo di essere messo nella comunita ",green,riferimento_obiettivo,True,2,True
879,879,879,Come descriverebbe una persona che “gode di salute”?,Descrizione,fortunata ,giudizio,J,Mix,"('red', 3, 1)",red,fortunata ,red,giudizio,True,2,True
880,880,880,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,e una persona una persona ha sbagliato in quello che ha fatto ,sancire,J,Mix,"('red', 1, 0)",red,e una persona una persona ha sbagliato in quello che ha fatto ,red,sancire,True,2,True
881,881,881,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,e anche non trova un lavora ,descrizione,J,Mix,"('green', 0, 1)",green,e anche non trova un lavora ,green,descrizione,True,2,True
882,882,882,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,perche purtroppo negli anni il numero di personale operaste e sempre piu ridotto ,commento,J,Mix,"('red', 3, 1)",red,perche purtroppo negli anni il numero di personale operaste e sempre piu ridotto ,red,commento,True,2,True
883,883,883,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,tutto e da prendere in considerazione ,giudizio,J,Mix,"('red', 3, 1)",red,tutto e da prendere in considerazione ,red,giudizio,True,2,True
884,884,884,Come ti descriveresti prima di entrare in carcere?,Descrizione,stavo meglio perche ero vicino alla mia famiglia ,valutazione,J,Mix,"('yellow', 5, 5)",yellow,stavo meglio perche ero vicino alla mia famiglia ,yellow,valutazione,True,2,True
885,885,885,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,contatto esterno la presenza degli animali domestica ,giudizio,J,Mix,"('red', 3, 1)",red,contatto esterno la presenza degli animali domestica ,red,giudizio,True,2,True
886,886,886,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,la struttura ,sancire,J,Mix,"('red', 1, 0)",red,la struttura ,red,sancire,True,2,True
887,887,887,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"non ci e lavoro e non ci sono opportunit…
di alcun tipo e non ci e educati e non c'
Š assistenti sociali manca tutto ",sancire,J,Mix,"('red', 1, 0)",red,"non ci e lavoro e non ci sono opportunit…
di alcun tipo e non ci e educati e non c'
Š assistenti sociali manca tutto ",red,sancire,True,2,True
888,888,888,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,chiunque beva lo fa per il suo piacere ,sancire,J,Mix,"('red', 1, 0)",red,chiunque beva lo fa per il suo piacere ,red,sancire,True,2,True
889,889,889,Come ti descriveresti prima di entrare in carcere?,Descrizione,non sapevo cosa era il carcere e nel futuro non voglio tornare indietro ,sancire,J,Mix,"('red', 1, 0)",red,non sapevo cosa era il carcere e nel futuro non voglio tornare indietro ,red,sancire,True,2,True
890,890,890,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,la legge dice che finche non viene provata la mia colpevolezza si presume che io sia innocente invece sono trattata come un qualsiasi altro detenuto che magri e gia stato giudicato ,contrapposizione,J,Mix,"('red', 6, 4)",red,la legge dice che finche non viene provata la mia colpevolezza si presume che io sia innocente invece sono trattata come un qualsiasi altro detenuto che magri e gia stato giudicato ,red,contrapposizione,True,2,True
891,891,891,Come ti descriveresti prima di entrare in carcere?,Descrizione,studido perche non mai commesso un reato e la vita del carcere porta molta sofferenza perche gli uomini della terra abbiamo caratteri differenti e le uomo e fatto per fare il bene e non il male ,commento,J,Mix,"('red', 3, 1)",red,studido perche non mai commesso un reato e la vita del carcere porta molta sofferenza perche gli uomini della terra abbiamo caratteri differenti e le uomo e fatto per fare il bene e non il male ,red,commento,True,2,True
892,892,892,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,non lo so ,giustificazione,J,Mix,"('red', 4, 1)",red,non lo so ,red,giustificazione,True,2,True
893,893,893,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,leggendo le ordina peni ,descrizione,J,Mix,"('green', 0, 1)",green,leggendo le ordina peni ,green,descrizione,True,2,True
894,894,894,Come ti descriveresti prima di entrare in carcere?,Descrizione,ero una persona e piena di progetti per i mimi figli ,dichiarazione_intenti,J,Mix,"('red', 5, 4)",red,ero una persona e piena di progetti per i mimi figli ,red,dichiarazione_intenti,True,2,True
895,895,895,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,non lo so ,sancire,J,Mix,"('red', 1, 0)",red,non lo so ,red,sancire,True,2,True
896,896,896,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,me lo hanno detto i mimi amici ,descrizione,J,Mix,"('green', 0, 1)",green,me lo hanno detto i mimi amici ,green,descrizione,True,2,True
897,897,897,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,il lupo perde il pelo ma non il vizio ,sancire,J,Mix,"('red', 1, 0)",red,il lupo perde il pelo ma non il vizio ,red,sancire,True,2,True
898,898,898,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,lo descrivere semplicemente dicendo che se lei o lui non ha ne pia ne meno di me di condanna allora direi che la legge e uguale ma se la persona che ho davanti mi fa capire che quello che abbiamo fatto e sbagliato sarebbe molto meglio ,generalizzazione,J,Mix,"('red', 3, 1)",red,lo descrivere semplicemente dicendo che se lei o lui non ha ne pia ne meno di me di condanna allora direi che la legge e uguale ma se la persona che ho davanti mi fa capire che quello che abbiamo fatto e sbagliato sarebbe molto meglio ,red,generalizzazione,True,2,True
899,899,899,Come ti descriveresti prima di entrare in carcere?,Descrizione,non pensavo di entrare in carcere ,contrapposizione,J,Mix,"('red', 6, 4)",red,non pensavo di entrare in carcere ,red,contrapposizione,True,2,True
900,900,900,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,e mi sono accosto dopo un paio di anni che avevo preso brutta strada ,sancire,J,Mix,"('red', 1, 0)",red,e mi sono accosto dopo un paio di anni che avevo preso brutta strada ,red,sancire,True,2,True
901,901,901,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"la mia scelta ha un significato il rapporto
tra gli italiano e noi e di odio ",descrizione,J,Mix,"('green', 0, 1)",green,"la mia scelta ha un significato il rapporto
tra gli italiano e noi e di odio ",green,descrizione,True,2,True
902,902,902,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"perche il tratt rieducativo e essenziale
in carcere ",generalizzazione,J,Mix,"('red', 3, 1)",red,"perche il tratt rieducativo e essenziale
in carcere ",red,generalizzazione,True,2,True
903,903,903,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,penso per ciascuno ha la sua pena e non credo che qualcuno ammette un reato ed io devo pagare non credo che il mio caso ,generalizzazione,J,Mix,"('red', 3, 1)",red,penso per ciascuno ha la sua pena e non credo che qualcuno ammette un reato ed io devo pagare non credo che il mio caso ,red,generalizzazione,True,2,True
904,904,904,Come ti descriveresti prima di entrare in carcere?,Descrizione,come una madre che per aiutare e dare di tutto ai suoi figli a causa di tanti bisogni e ha fatto qualcosa che non doveva ,causa,J,Mix,"('red', 2, 1)",red,come una madre che per aiutare e dare di tutto ai suoi figli a causa di tanti bisogni e ha fatto qualcosa che non doveva ,red,causa,True,2,True
905,905,905,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,e soprattutto volere ,sancire,J,Mix,"('red', 1, 0)",red,e soprattutto volere ,red,sancire,True,2,True
906,906,906,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,non si svolgono riunioni di equi per verifica del lavoro ,descrizione,J,Mix,"('green', 0, 1)",green,non si svolgono riunioni di equi per verifica del lavoro ,green,descrizione,True,2,True
907,907,907,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,ad ogni scarcerato viene consegnato un opuscolo ,descrizione,J,Mix,"('green', 0, 1)",green,ad ogni scarcerato viene consegnato un opuscolo ,green,descrizione,True,2,True
908,908,908,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,ci sono addetti del sent che vengono da fuori e fanno udienze con i detenuti tosai parlando di varie cose che interessano la propria persona ,descrizione,J,Mix,"('green', 0, 1)",green,ci sono addetti del sent che vengono da fuori e fanno udienze con i detenuti tosai parlando di varie cose che interessano la propria persona ,green,descrizione,True,2,True
909,909,909,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,io credo che sia normale fino a tre volte dopo tre volte non credo che sia normale ,opinione,J,Mix,"('red', 5, 3)",red,io credo che sia normale fino a tre volte dopo tre volte non credo che sia normale ,red,opinione,True,2,True
910,910,910,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,non dovrebbe esseri pia alcuna altra iniziativa ,generalizzazione,J,Mix,"('red', 3, 1)",red,non dovrebbe esseri pia alcuna altra iniziativa ,red,generalizzazione,True,2,True
911,911,911,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,una persona evita anca riso realta ,giudizio,J,Mix,"('red', 3, 1)",red,una persona evita anca riso realta ,red,giudizio,True,2,True
912,912,912,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,commettere un qualsiasi reato non provino dalla personali ma da cosa lola spinta a farlo e spesso e la povert non ho pregiudizi ,causa,J,Mix,"('red', 2, 1)",red,commettere un qualsiasi reato non provino dalla personali ma da cosa lola spinta a farlo e spesso e la povert non ho pregiudizi ,red,causa,True,2,True
913,913,913,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,perche e una cosa normale ,ridimensionamento,J,Mix,"('red',1,0)",red,perche e una cosa normale ,red,ridimensionamento,True,2,True
914,914,914,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,lavorare tutti i detenuti al pari ,giudizio,J,Mix,"('red', 3, 1)",red,lavorare tutti i detenuti al pari ,red,giudizio,True,2,True
915,915,915,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,l'esenzione per lui come l'esenzione per me ,commento,J,Mix,"('red', 3, 1)",red,l'esenzione per lui come l'esenzione per me ,red,commento,True,2,True
916,916,916,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"perche penso che siano utili per non
sbagliare quando saremmo liberi ",opinione,J,Mix,"('red', 5, 3)",red,"perche penso che siano utili per non
sbagliare quando saremmo liberi ",red,opinione,True,2,True
917,917,917,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,io non posso sapere un altro come va se non sono nella istituito ,non_risposta,J,Mix,"('red', 3, 1)",red,io non posso sapere un altro come va se non sono nella istituito ,red,non_risposta,True,2,True
918,918,918,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,rievocare gli agenti ,giudizio,J,Mix,"('red', 3, 1)",red,rievocare gli agenti ,red,giudizio,True,2,True
919,919,919,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,dal modo di comportamento che troverei tra detenuti italiano e stranieri ,giudizio,J,Mix,"('red', 3, 1)",red,dal modo di comportamento che troverei tra detenuti italiano e stranieri ,red,giudizio,True,2,True
920,920,920,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,pia tempo all aria aperta e ,sancire,J,Mix,"('red', 1, 0)",red,pia tempo all aria aperta e ,red,sancire,True,2,True
921,921,921,Come descriverebbe una persona che “gode di salute”?,Descrizione,persona ben integrata in un ambiente ove possa esprimere le potenzialita di cui e dotata ,giudizio,J,Mix,"('red', 3, 1)",red,persona ben integrata in un ambiente ove possa esprimere le potenzialita di cui e dotata ,red,giudizio,True,2,True
922,922,922,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,per me cannabis ,generalizzazione,J,Mix,"('red', 3, 1)",red,per me cannabis ,red,generalizzazione,True,2,True
923,923,923,Come ti descriveresti prima di entrare in carcere?,Descrizione,crescere senza padre e fra un pot di mesi pero anche mia moglie ,previsione,J,Mix,"('red', 5, 4)",red,crescere senza padre e fra un pot di mesi pero anche mia moglie ,red,previsione,True,2,True
924,924,924,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,non lo sop ,non_risposta,J,Mix,"('red', 3, 1)",red,non lo sop ,red,non_risposta,True,2,True
925,925,925,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"mancanza soldi
senza famiglia
disperato
senza lavoro ",sancire,J,Mix,"('red', 1, 0)",red,"mancanza soldi
senza famiglia
disperato
senza lavoro ",red,sancire,True,2,True
926,926,926,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,corsi di lingua straniera e italiana ,descrizione,J,Mix,"('green', 0, 1)",green,corsi di lingua straniera e italiana ,green,descrizione,True,2,True
927,927,927,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,corsi di musica ,descrizione,J,Mix,"('green', 0, 1)",green,corsi di musica ,green,descrizione,True,2,True
928,928,928,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,1 persona norma ,giudizio,J,Mix,"('red', 3, 1)",red,1 persona norma ,red,giudizio,True,2,True
929,929,929,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,il reato per il quale sono detenuta descrivi latra persona povera perche non questo reato e sono stata condannata ,valutazione,J,Mix,"('yellow', 5, 5)",yellow,il reato per il quale sono detenuta descrivi latra persona povera perche non questo reato e sono stata condannata ,yellow,valutazione,True,2,True
930,930,930,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,non so rispondere perche non sono dentro alla questione tecnica ,giustificazione,J,Mix,"('red', 4, 1)",red,non so rispondere perche non sono dentro alla questione tecnica ,red,giustificazione,True,2,True
931,931,931,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,per me e una cosa normale ,opinione,J,Mix,"('red', 5, 3)",red,per me e una cosa normale ,red,opinione,True,2,True
932,932,932,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,non so ,giustificazione,J,Mix,"('red', 4, 1)",red,non so ,red,giustificazione,True,2,True
933,933,933,Come ti descriverai una volta uscito dal carcere?,Descrizione,cercare un lavoro fisso e una casa ,commento,J,Mix,"('red', 3, 1)",red,cercare un lavoro fisso e una casa ,red,commento,True,2,True
934,934,934,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"perche sono cusumano per questo mi
tratttano con un tratt che non accetta
nessuno
 ",commento,J,Mix,"('red', 3, 1)",red,"perche sono cusumano per questo mi
tratttano con un tratt che non accetta
nessuno
 ",red,commento,True,2,True
935,935,935,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"per niente efficaci e perche gli agenti
abusano del loro potere e non ti lasciano
fare niente e ",descrizione,J,Mix,"('green', 0, 1)",green,"per niente efficaci e perche gli agenti
abusano del loro potere e non ti lasciano
fare niente e ",green,descrizione,True,2,True
936,936,936,Come ti descriverai una volta uscito dal carcere?,Descrizione,non mai stato piazzista pero da qui uscire come il pia grande piazzista perche non riesco a sopportare questi animali di aravi ,giustificazione,J,Mix,"('red', 4, 1)",red,non mai stato piazzista pero da qui uscire come il pia grande piazzista perche non riesco a sopportare questi animali di aravi ,red,giustificazione,True,2,True
937,937,937,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,mancando questi diventa molto difficile il percorso di recupero e inserimento per il soggetto ,non_risposta,J,Mix,"('red', 3, 1)",red,mancando questi diventa molto difficile il percorso di recupero e inserimento per il soggetto ,red,non_risposta,True,2,True
938,938,938,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,non penso proprio ,non_risposta,J,Mix,"('red', 3, 1)",red,non penso proprio ,red,non_risposta,True,2,True
939,939,939,Come descriverebbe un trattamento efficace?,Descrizione,"impegnare il detenuto al lavoro per inserirle nella societ questo funziona solo con chi ha sbagliato ma non con chi ha le indole a 
delinquere sempre ",contrapposizione,J,Mix,"('red', 6, 4)",red,"impegnare il detenuto al lavoro per inserirle nella societ questo funziona solo con chi ha sbagliato ma non con chi ha le indole a 
delinquere sempre ",red,contrapposizione,True,2,True
