,Unnamed: 0,Unnamed: 0.1,Question,QRep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
1987,1987,1987,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,perche spesso i percorsi di aggiornamento organizzate per il personale sono spesso limitati a poche persone quindi spesso passa molto tempo prima di poter partecipai ad iniziative di aggiornamento e ,descrizione,J,Mix,"('green', 0, 1)",green,perche spesso i percorsi di aggiornamento organizzate per il personale sono spesso limitati a poche persone quindi spesso passa molto tempo prima di poter partecipai ad iniziative di aggiornamento e ,green,descrizione,False,0,False
1988,1988,1988,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,"la nostra amministrazione ci chiede di sopperire con la nostra intelligenza e forza d animo ad annusi e risolti problemi sovraffollamento, mancanza di spazi mancanza di operatori interni qualificai spesso ha un fondamento incerto e vago dei veri problemi e ",generalizzazione,J,Mix,"('red', 3, 1)",red,"la nostra amministrazione ci chiede di sopperire con la nostra intelligenza e forza d animo ad annusi e risolti problemi sovraffollamento, mancanza di spazi mancanza di operatori interni qualificai spesso ha un fondamento incerto e vago dei veri problemi e ",red,generalizzazione,False,0,False
1989,1989,1989,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,una persona abituale purtroppo ,giudizio,J,Mix,"('red', 3, 1)",red,una persona abituale purtroppo ,red,giudizio,False,0,False
1990,1990,1990,Come descriverebbe una persona che “gode di salute”?,Descrizione,integrato e rispettoso delle regole ,giudizio,J,Mix,"('red', 3, 1)",red,integrato e rispettoso delle regole ,red,giudizio,False,0,False
1991,1991,1991,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,non come me perche io mi sento colpevole di un unico reato quale sarebbe il favoreggiamento ma non mi vuole ascoltare nessuno ,commento,J,Mix,"('red', 3, 1)",red,non come me perche io mi sento colpevole di un unico reato quale sarebbe il favoreggiamento ma non mi vuole ascoltare nessuno ,red,commento,False,0,False
1992,1992,1992,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,e la flessibili da parte della direzione che ti d modo di capire come puoi muoverti all interno ,valutazione,J,Mix,"('yellow', 5, 5)",yellow,e la flessibili da parte della direzione che ti d modo di capire come puoi muoverti all interno ,yellow,valutazione,False,0,False
1993,1993,1993,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,se si dichiara tosai viene segnalato sent interno ma poi non sequele sia le imer ,ridimensionamento,J,Mix,"('red',1,0)",red,se si dichiara tosai viene segnalato sent interno ma poi non sequele sia le imer ,red,ridimensionamento,False,0,False
1994,1994,1994,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,io penso che e una persona pensa in senso negativo senza valutare conseguenze ,sancire,J,Mix,"('red', 1, 0)",red,io penso che e una persona pensa in senso negativo senza valutare conseguenze ,red,sancire,False,0,False
1995,1995,1995,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,Descrizione,molto scarse ,giudizio,J,Mix,"('red', 3, 1)",red,molto scarse ,red,giudizio,False,0,False
1996,1996,1996,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,normale ,giudizio,J,Mix,"('red', 3, 1)",red,normale ,red,giudizio,False,0,False
1997,1997,1997,Come descriverebbe una persona che “gode di salute”?,Descrizione,fortunato ,giudizio,J,Mix,"('red', 3, 1)",red,fortunato ,red,giudizio,False,0,False
1998,1998,1998,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,possibilita di lavoro ,sancire,J,Mix,"('red', 1, 0)",red,possibilita di lavoro ,red,sancire,False,0,False
1999,1999,1999,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,osservare fare amicizia e informassi tra le detenute o le agenti ,descrizione,J,Mix,"('green', 0, 1)",green,osservare fare amicizia e informassi tra le detenute o le agenti ,green,descrizione,False,0,False
2000,2000,2000,Come descriverebbe una persona che “gode di salute”?,Descrizione,dipende dai punti di vista ed il momento del contesto ,generalizzazione,J,Mix,"('red', 3, 1)",red,dipende dai punti di vista ed il momento del contesto ,red,generalizzazione,False,0,False
2001,2001,2001,Come ti descriveresti prima di entrare in carcere?,Descrizione,speriamo che torni al pia presto il giorno in cui possiamo ricominciare a parlare della vita ,commento,J,Mix,"('red', 3, 1)",red,speriamo che torni al pia presto il giorno in cui possiamo ricominciare a parlare della vita ,red,commento,False,0,False
2002,2002,2002,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,possi reazionari con operatori ed esperti ,descrizione,J,Mix,"('green', 0, 1)",green,possi reazionari con operatori ed esperti ,green,descrizione,False,0,False
2003,2003,2003,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,"io non infrazione la polizia mi ha condannato per la loro reputazione, per salire di grado ",commento,J,Mix,"('red', 3, 1)",red,"io non infrazione la polizia mi ha condannato per la loro reputazione, per salire di grado ",red,commento,False,0,False
2004,2004,2004,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,e un reato si deve commettere ,commento,J,Mix,"('red', 3, 1)",red,e un reato si deve commettere ,red,commento,False,0,False
2005,2005,2005,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"le elemento primario e il sostegno collaborazione perseveranza 
solidarietà rieducazione ",giudizio,J,Mix,"('red', 3, 1)",red,"le elemento primario e il sostegno collaborazione perseveranza 
solidarietà rieducazione ",red,giudizio,False,0,False
2006,2006,2006,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,no ,non_risposta,J,Mix,"('red', 3, 1)",red,no ,red,non_risposta,False,0,False
2007,2007,2007,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,che mi sento una persona ,generalizzazione,J,Mix,"('red', 3, 1)",red,che mi sento una persona ,red,generalizzazione,True,1,False
2008,2008,2008,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,non e cosi buono ,non_risposta,J,Mix,"('red', 3, 1)",red,non e cosi buono ,red,non_risposta,False,0,False
2009,2009,2009,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non uso queste draghe non lo so ,non_risposta,J,Mix,"('red', 3, 1)",red,non uso queste draghe non lo so ,red,non_risposta,False,0,False
2010,2010,2010,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,ha agito male contro un uomo della terra ,giudizio,J,Mix,"('red', 3, 1)",red,ha agito male contro un uomo della terra ,red,giudizio,False,0,False
2011,2011,2011,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"permette alla riabilitazione
 ",descrizione,J,Mix,"('green', 0, 1)",green,"permette alla riabilitazione
 ",green,descrizione,False,0,False
2012,2012,2012,Come si descriverebbe come persona straniera detenuta,Descrizione,un good diritti personali perche i detenuti non mi vogliono bene ,valutazione,J,Mix,"('yellow', 5, 5)",yellow,un good diritti personali perche i detenuti non mi vogliono bene ,yellow,valutazione,False,0,False
2013,2013,2013,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,uso personale ,generalizzazione,J,Mix,"('red', 3, 1)",red,uso personale ,red,generalizzazione,False,0,False
2014,2014,2014,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,si potrebbe ampliare il discorso dei lavori socialmente utili ,possibilita,J,Mix,"('yellow', 2, 2)",yellow,si potrebbe ampliare il discorso dei lavori socialmente utili ,yellow,possibilita,False,0,False
2015,2015,2015,Come ti descriverai una volta uscito dal carcere?,Descrizione,quando uscire recuperer la mia libertà ,dichiarazione_intenti,J,Mix,"('red', 5, 4)",red,quando uscire recuperer la mia libertà ,red,dichiarazione_intenti,False,0,False
2016,2016,2016,Come ti descriveresti prima di entrare in carcere?,Descrizione,stavo lavorando regolarmente ,sancire,J,Mix,"('red', 1, 0)",red,stavo lavorando regolarmente ,red,sancire,False,0,False
2017,2017,2017,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,ai sensi della normativa vigente nella istituito peni viene aperta osservai e quindi come ass solc svolgo i mimi compiti previsti e se i detenuti stranieri sono privi di permesso sogn i sent non pos intern ,commento,J,Mix,"('red', 3, 1)",red,ai sensi della normativa vigente nella istituito peni viene aperta osservai e quindi come ass solc svolgo i mimi compiti previsti e se i detenuti stranieri sono privi di permesso sogn i sent non pos intern ,red,commento,False,0,False
2018,2018,2018,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,bene ,giudizio,J,Mix,"('red', 3, 1)",red,bene ,red,giudizio,False,0,False
2019,2019,2019,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,la condanna e uguale per tutti pero gli italiano escono dal carcere prima senza dover scontare tutta la pena invece noi stranieri la scontiamo tutta il lavoro e disponibile solo agli italiano ,commento,J,Mix,"('red', 3, 1)",red,la condanna e uguale per tutti pero gli italiano escono dal carcere prima senza dover scontare tutta la pena invece noi stranieri la scontiamo tutta il lavoro e disponibile solo agli italiano ,red,commento,False,0,False
2020,2020,2020,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,che innocente ,giudizio,J,Mix,"('red', 3, 1)",red,che innocente ,red,giudizio,False,0,False
2021,2021,2021,Come ti descriveresti prima di entrare in carcere?,Descrizione,tanto triste e perso ,descrizione,J,Mix,"('green', 0, 1)",green,tanto triste e perso ,green,descrizione,False,0,False
2022,2022,2022,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,ma tutte le cose come la esitazione e costruzione di artigianatoche oggi non credo ci sia sarebbe bello come lo sarebbe avere sartoria e attivita sportiva creative come tennis calcio kingboxing ,giudizio,J,Mix,"('red', 3, 1)",red,ma tutte le cose come la esitazione e costruzione di artigianatoche oggi non credo ci sia sarebbe bello come lo sarebbe avere sartoria e attivita sportiva creative come tennis calcio kingboxing ,red,giudizio,True,1,False
2023,2023,2023,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,Descrizione,favorevoli e purtroppo non sono presenti al momento in questo istituito ,giudizio,J,Mix,"('red', 3, 1)",red,favorevoli e purtroppo non sono presenti al momento in questo istituito ,red,giudizio,False,0,False
2024,2024,2024,Come ti descriverai una volta uscito dal carcere?,Descrizione,saro pia felice perche mi trovera accanto ai mimi figli e ,causa,J,Mix,"('red', 2, 1)",red,saro pia felice perche mi trovera accanto ai mimi figli e ,red,causa,False,0,False
2025,2025,2025,Come ti descriveresti prima di entrare in carcere?,Descrizione,non saprei dire ,non_risposta,J,Mix,"('red', 3, 1)",red,non saprei dire ,red,non_risposta,False,0,False
2026,2026,2026,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,credo sia una persona sta omettendo un grave errore ,opinione,J,Mix,"('red', 5, 3)",red,credo sia una persona sta omettendo un grave errore ,red,opinione,False,0,False
2027,2027,2027,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,meno ignoranza ,giudizio,J,Mix,"('red', 3, 1)",red,meno ignoranza ,red,giudizio,False,0,False
2028,2028,2028,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,atto altri peter ,descrizione,J,Mix,"('green', 0, 1)",green,atto altri peter ,green,descrizione,False,0,False
2029,2029,2029,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,se la persona e da sola e non ha una famiglia penso che ha preso la strada sbagliata ,valutazione,J,Mix,"('yellow', 5, 5)",yellow,se la persona e da sola e non ha una famiglia penso che ha preso la strada sbagliata ,yellow,valutazione,True,1,False
2030,2030,2030,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,osservando le attivo mia come ,descrizione,J,Mix,"('green', 0, 1)",green,osservando le attivo mia come ,green,descrizione,False,0,False
2031,2031,2031,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non mi riguarda ,non_risposta,J,Mix,"('red', 3, 1)",red,non mi riguarda ,red,non_risposta,False,0,False
2032,2032,2032,Come ti descriveresti prima di entrare in carcere?,Descrizione,un altra persona e per troppo cui altra cosa altro mondo ,sancire,J,Mix,"('red', 1, 0)",red,un altra persona e per troppo cui altra cosa altro mondo ,red,sancire,False,0,False
2033,2033,2033,Come ti descriveresti prima di entrare in carcere?,Descrizione,non ci sono iniziative proposte dal ministero della giustizia e quindi dallo amministrazione penitanziaria per promuovere le nostre competenze ,sancire,J,Mix,"('red', 1, 0)",red,non ci sono iniziative proposte dal ministero della giustizia e quindi dallo amministrazione penitanziaria per promuovere le nostre competenze ,red,sancire,False,0,False
2034,2034,2034,Come ti descriveresti prima di entrare in carcere?,Descrizione,come un signore ,generalizzazione,J,Mix,"('red', 3, 1)",red,come un signore ,red,generalizzazione,False,0,False
2035,2035,2035,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,penso che sono così utile e necessario in particolare in questi tempia dico che dei detenuti presenti nella stessa casa vanno d'accordo  ,generalizzazione,J,Mix,"('red', 3, 1)",red,penso che sono così utile e necessario in particolare in questi tempia dico che dei detenuti presenti nella stessa casa vanno d'accordo  ,red,generalizzazione,False,0,False
2036,2036,2036,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,secondo me potrebbero far accedere le persone tra le varie sezioni ,opinione,J,Mix,"('red', 5, 3)",red,secondo me potrebbero far accedere le persone tra le varie sezioni ,red,opinione,False,0,False
2037,2037,2037,Come descriverebbe una persona che “gode di salute”?,Descrizione,persona che non ha problemi umanitari no problemi psicologici eccitera ,sancire,J,Mix,"('red', 1, 0)",red,persona che non ha problemi umanitari no problemi psicologici eccitera ,red,sancire,False,0,False
2038,2038,2038,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,non so ,non_risposta,J,Mix,"('red', 3, 1)",red,non so ,red,non_risposta,False,0,False
2039,2039,2039,Come ti descriveresti prima di entrare in carcere?,Descrizione,una persona seria e calma ,descrizione,J,Mix,"('green', 0, 1)",green,una persona seria e calma ,green,descrizione,False,0,False
2040,2040,2040,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,in questo istituito personalmente non ne vedo nessuno e ,commento,J,Mix,"('red', 3, 1)",red,in questo istituito personalmente non ne vedo nessuno e ,red,commento,False,0,False
2041,2041,2041,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,scuola attivita sportiva ,giudizio,J,Mix,"('red', 3, 1)",red,scuola attivita sportiva ,red,giudizio,False,0,False
2042,2042,2042,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,Descrizione,molto scarsa ,giudizio,J,Mix,"('red', 3, 1)",red,molto scarsa ,red,giudizio,False,0,False
2043,2043,2043,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,non saprei ,non_risposta,J,Mix,"('red', 3, 1)",red,non saprei ,red,non_risposta,False,0,False
2044,2044,2044,Come ti descriveresti prima di entrare in carcere?,Descrizione,le ragioni sono tante e sono soggettive alle persone ,commento,J,Mix,"('red', 3, 1)",red,le ragioni sono tante e sono soggettive alle persone ,red,commento,False,0,False
2045,2045,2045,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,campo ila palesava per lo sporte ,sancire,J,Mix,"('red', 1, 0)",red,campo ila palesava per lo sporte ,red,sancire,False,0,False
2046,2046,2046,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"possono darci un pot pia liberty super esempio permettere di giocare di pia pallone e durante il
giorno lasciare le porte delle celle aperte ",descrizione,J,Mix,"('green', 0, 1)",green,"possono darci un pot pia liberty super esempio permettere di giocare di pia pallone e durante il
giorno lasciare le porte delle celle aperte ",green,descrizione,True,1,False
2047,2047,2047,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,quelle di lavoro ,giudizio,J,Mix,"('red', 3, 1)",red,quelle di lavoro ,red,giudizio,False,0,False
2048,2048,2048,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,non so ,non_risposta,J,Mix,"('red', 3, 1)",red,non so ,red,non_risposta,False,0,False
2049,2049,2049,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,atto le peter quando frequento la scuola ,descrizione,J,Mix,"('green', 0, 1)",green,atto le peter quando frequento la scuola ,green,descrizione,False,0,False
2050,2050,2050,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,capitale spesso vengono progettati i possibili benefici richiesti lori amante in molti istituiti manca la condizione con le esterno o lo stesso e valutata con difficoltà le lungaggioni buricratiche talvolta arrenano vari danni tangibili ,giudizio,J,Mix,"('red', 3, 1)",red,capitale spesso vengono progettati i possibili benefici richiesti lori amante in molti istituiti manca la condizione con le esterno o lo stesso e valutata con difficoltà le lungaggioni buricratiche talvolta arrenano vari danni tangibili ,red,giudizio,False,0,False
2051,2051,2051,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"ho fatto qui non aiutano a risolvere
nessun tipo problema ",descrizione,J,Mix,"('green', 0, 1)",green,"ho fatto qui non aiutano a risolvere
nessun tipo problema ",green,descrizione,False,0,False
2052,2052,2052,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,mandasti tutti a casa sua ,generalizzazione,J,Mix,"('red', 3, 1)",red,mandasti tutti a casa sua ,red,generalizzazione,False,0,False
2053,2053,2053,Come ti descriverai una volta uscito dal carcere?,Descrizione,sono felice ,generalizzazione,J,Mix,"('red', 3, 1)",red,sono felice ,red,generalizzazione,True,1,False
2054,2054,2054,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,lavoro perche ne avevo bisogno e ,giustificazione,J,Mix,"('red', 4, 1)",red,lavoro perche ne avevo bisogno e ,red,giustificazione,False,0,False
2055,2055,2055,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non faccio uso ,non_risposta,J,Mix,"('red', 3, 1)",red,non faccio uso ,red,non_risposta,False,0,False
2056,2056,2056,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,non so scusate per la domanda perche sono detenuto come un uccello in gabbia ,commento,J,Mix,"('red', 3, 1)",red,non so scusate per la domanda perche sono detenuto come un uccello in gabbia ,red,commento,False,0,False
2057,2057,2057,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,ed eliminare quelle già esistenti ,sancire,J,Mix,"('red', 1, 0)",red,ed eliminare quelle già esistenti ,red,sancire,False,0,False
2058,2058,2058,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,ottima ,giudizio,J,Mix,"('red', 3, 1)",red,ottima ,red,giudizio,False,0,False
2059,2059,2059,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,incontri culturale tediati da persone in grado di favorino la reale comprensione delle alterità. ,giudizio,J,Mix,"('red', 3, 1)",red,incontri culturale tediati da persone in grado di favorino la reale comprensione delle alterità. ,red,giudizio,False,0,False
2060,2060,2060,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,Descrizione,ottima ,giudizio,J,Mix,"('red', 3, 1)",red,ottima ,red,giudizio,False,0,False
2061,2061,2061,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,come una persona normale ,giudizio,J,Mix,"('red', 3, 1)",red,come una persona normale ,red,giudizio,False,0,False
2062,2062,2062,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,siamo trattati come fiore allo occhiello o come tappabuchi al solo fine della funzionali istituzionale e non per la salute psicofisica dello utenza e ,commento,J,Mix,"('red', 3, 1)",red,siamo trattati come fiore allo occhiello o come tappabuchi al solo fine della funzionali istituzionale e non per la salute psicofisica dello utenza e ,red,commento,False,0,False
2063,2063,2063,Come si descriverebbe come persona straniera detenuta,Descrizione,e così e cambiata la mia vita e ,giustificazione,J,Mix,"('red', 4, 1)",red,e così e cambiata la mia vita e ,red,giustificazione,False,0,False
2064,2064,2064,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,nunzio servizi santa ,sancire,J,Mix,"('red', 1, 0)",red,nunzio servizi santa ,red,sancire,False,0,False
2065,2065,2065,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,per una valutazione che possa mettere in condizione e di intraprendere azioni verso detenuti stranieri e vengono seguiti da psichiatri e medici e psicologi e che valuterebbero sicuramente il caso di intraprendere la presa carico e ,generalizzazione,J,Mix,"('red', 3, 1)",red,per una valutazione che possa mettere in condizione e di intraprendere azioni verso detenuti stranieri e vengono seguiti da psichiatri e medici e psicologi e che valuterebbero sicuramente il caso di intraprendere la presa carico e ,red,generalizzazione,True,1,False
2066,2066,2066,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,non lo so ,non_risposta,J,Mix,"('red', 3, 1)",red,non lo so ,red,non_risposta,False,0,False
2067,2067,2067,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,si puo all'educazione stando in contatto con persone dell'esterno ,prescrizione,J,Mix,"('yellow', 4, 4)",yellow,si puo all'educazione stando in contatto con persone dell'esterno ,yellow,prescrizione,False,0,False
2068,2068,2068,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,non ho visibilita rispetto al sent ,giustificazione,J,Mix,"('red', 4, 1)",red,non ho visibilita rispetto al sent ,red,giustificazione,False,0,False
2069,2069,2069,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,non saprei di specifico e so che comunque vengono fatti tutti gli esami che vengono fatti a persone ita ,commento,J,Mix,"('red', 3, 1)",red,non saprei di specifico e so che comunque vengono fatti tutti gli esami che vengono fatti a persone ita ,red,commento,True,1,False
2070,2070,2070,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,sporte e scuola lavoro ,commento,J,Mix,"('red', 3, 1)",red,sporte e scuola lavoro ,red,commento,True,1,False
2071,2071,2071,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,la religione le assistenza volontaria e sociale ,valutazione,J,Mix,"('yellow', 5, 5)",yellow,la religione le assistenza volontaria e sociale ,yellow,valutazione,False,0,False
2072,2072,2072,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,perche siamo di culture diverse e bisogna essere separati ,prescrizione,J,Mix,"('yellow', 4, 4)",yellow,perche siamo di culture diverse e bisogna essere separati ,yellow,prescrizione,False,0,False
2073,2073,2073,Come ti descriveresti prima di entrare in carcere?,Descrizione,come una persona prigioniera ,descrizione,J,Mix,"('green', 0, 1)",green,come una persona prigioniera ,green,descrizione,True,1,False
2074,2074,2074,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,cabine telefoniche; collo con familiari senza documenti ,sancire,J,Mix,"('red', 1, 0)",red,cabine telefoniche; collo con familiari senza documenti ,red,sancire,False,0,False
2075,2075,2075,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non ho mai ,commento,J,Mix,"('red', 3, 1)",red,non ho mai ,red,commento,False,0,False
2076,2076,2076,Come ti descriveresti prima di entrare in carcere?,Descrizione,saro come ero prima di entrare in questo posto e una ,dichiarazione_intenti,J,Mix,"('red', 5, 4)",red,saro come ero prima di entrare in questo posto e una ,red,dichiarazione_intenti,False,0,False
2077,2077,2077,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,io ho girato parecchi istituiti e non ci e integrazione ,sancire,J,Mix,"('red', 1, 0)",red,io ho girato parecchi istituiti e non ci e integrazione ,red,sancire,False,0,False
2078,2078,2078,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,il lavoro per tutti ,sancire,J,Mix,"('red', 1, 0)",red,il lavoro per tutti ,red,sancire,False,0,False
2079,2079,2079,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,non saprei dire perche un ne ho mai ico 1 ,non_risposta,J,Mix,"('red', 3, 1)",red,non saprei dire perche un ne ho mai ico 1 ,red,non_risposta,False,0,False
2080,2080,2080,Come ti descriveresti prima di entrare in carcere?,Descrizione,sicuramente le importante capire la vita in che ruota gira quello e le importante ,commento,J,Mix,"('red', 3, 1)",red,sicuramente le importante capire la vita in che ruota gira quello e le importante ,red,commento,False,0,False
