,index,Unnamed: 0,Question,QRep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
2265,2265,1000,Come descriverebbe una persona che ha perso un proprio conoscente per suicidio?,descrizione,spesso si crede che certi comportamenti possano provarli solo le persone fuori dal proprio nucleo di relazioni.,generalizzazione,J,Mix,"('red', 3, 1)",red,spesso si crede che certi comportamenti possano provarli solo le persone fuori dal proprio nucleo di relazioni.,red,generalizzazione,True,2,True
2266,2266,1001,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,confusa ma senza problema psichico.,contrapposizione,J,Mix,"('red', 6, 4)",red,confusa ma senza problema psichico.,red,contrapposizione,True,2,True
2267,2267,1001,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,Fortemente traumatizzata e complessata.,giudizio,J,Mix,"('red', 3, 1)",red,Fortemente traumatizzata e complessata.,red,giudizio,True,2,True
2268,2268,1002,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,L’obiettivo del servizio erogato dalle Residenze per l’Esecuzione delle Misure di Sicurezza è quello di avere una duplice vocazione- terapeutica riabilitativa e di sicurezza e custodia- al fine di inserire il paziente in un percorso terapeutico riabilitativo che vede la sua conclusione nel reinserimento sociale dello stesso. ,descrizione,J,Mix,"('green', 0, 1)",green,L’obiettivo del servizio erogato dalle Residenze per l’Esecuzione delle Misure di Sicurezza è quello di avere una duplice vocazione- terapeutica riabilitativa e di sicurezza e custodia- al fine di inserire il paziente in un percorso terapeutico riabilitativo che vede la sua conclusione nel reinserimento sociale dello stesso. ,green,descrizione,True,2,True
2269,2269,1003,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,Penso che starò bene.,opinione,J,Mix,"('red', 5, 3)",red,Penso che starò bene.,red,opinione,True,2,True
2270,2270,1003,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,Quando uno sta in casa ha la compagnia e sta sempre bene,giustificazione,J,Mix,"('red', 4, 1)",red,Quando uno sta in casa ha la compagnia e sta sempre bene,red,giustificazione,True,2,True
2271,2271,1004,Come descriverebbe il luogo in cui abita?,descrizione,monitorando gli anziani che vivono soli le donne che hanno in carico minori,descrizione,J,Mix,"('green', 0, 1)",green,monitorando gli anziani che vivono soli le donne che hanno in carico minori,green,descrizione,True,2,True
2272,2272,1005,Come descriverebbe una persona con diagnosi di depressione?,descrizione,"triste, scoraggiata, lamentona, angosciata, senza futuro, stanca.",sancire,J,Mix,"('red', 1, 0)",red,"triste, scoraggiata, lamentona, angosciata, senza futuro, stanca.",red,sancire,True,2,True
2273,2273,1006,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"Una persona che ha dei bisogni, , che ancora non conosce la realtà dei servizi e quello che sarà la sua cura.",sancire,J,Mix,"('red', 1, 0)",red,"Una persona che ha dei bisogni, , che ancora non conosce la realtà dei servizi e quello che sarà la sua cura.",red,sancire,True,2,True
2274,2274,1007,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,"Non so se ci saranno dei forti cambiamenti,",giudizio,J,Mix,"('red', 3, 1)",red,"Non so se ci saranno dei forti cambiamenti,",red,giudizio,True,2,True
2275,2275,1007,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,ma non credo,opinione,J,Mix,"('red', 5, 3)",red,ma non credo,red,opinione,True,2,True
2276,2276,1008,Come descriverebbe le interazioni fra Università e città?,descrizione,L'Università è diffusa nel territorio,sancire,J,Mix,"('red', 1, 0)",red,L'Università è diffusa nel territorio,red,sancire,True,2,True
2277,2277,1009,Come descriverebbe una persona con diagnosi di depressione?,descrizione,inutile e priva di energia.,sancire,J,Mix,"('red', 1, 0)",red,inutile e priva di energia.,red,sancire,True,2,True
2278,2278,1010,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,Mmh… beh si magari non cioè come ho detto devo fare le visite cioè costantemente dei controlli,prescrizione,J,Mix,"('yellow', 4, 4)",yellow,Mmh… beh si magari non cioè come ho detto devo fare le visite cioè costantemente dei controlli,yellow,prescrizione,True,2,True
2279,2279,1010,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,però cioè so che devo farle e beh cioè mi adeguo alla fine non è che cioè non è che posso fare più di tanto cioè posso solo impegnarmi e fare quello che posso diciamo.,sancire,J,Mix,"('red', 1, 0)",red,però cioè so che devo farle e beh cioè mi adeguo alla fine non è che cioè non è che posso fare più di tanto cioè posso solo impegnarmi e fare quello che posso diciamo.,red,sancire,True,2,True
2280,2280,1011,Come descriverebbe la gestione del consumo di sostanze psicotrope?,descrizione,nella mia ignoranza gestirei il tutto usando una buona dose di dialogo e la giusta sensibilizzazione riguardanti i lavori socialmente utili.,opinione,J,Mix,"('red', 5, 3)",red,nella mia ignoranza gestirei il tutto usando una buona dose di dialogo e la giusta sensibilizzazione riguardanti i lavori socialmente utili.,red,opinione,True,2,True
2281,2281,1012,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,"Inizialmente negativi, ho dovuto affrontare diversi viaggi dalla calabria ad humanitas, visite, esami",valutazione,J,Mix,"('yellow', 5, 5)",yellow,"Inizialmente negativi, ho dovuto affrontare diversi viaggi dalla calabria ad humanitas, visite, esami",yellow,valutazione,True,2,True
2282,2282,1013,Come descriverebbe una persona che ha perso un proprio conoscente per suicidio?,descrizione,persona coraggiosa.,giudizio,J,Mix,"('red', 3, 1)",red,persona coraggiosa.,red,giudizio,True,2,True
2283,2283,1014,Come descriverebbe una persona con diagnosi di depressione?,descrizione,"una persona depressa ha poca voglia di uscire, incontrare gli altri, curare il suo aspetto e le sue cose",descrizione,J,Mix,"('green', 0, 1)",green,"una persona depressa ha poca voglia di uscire, incontrare gli altri, curare il suo aspetto e le sue cose",green,descrizione,True,2,True
2284,2284,1014,Come descriverebbe una persona con diagnosi di depressione?,descrizione,Spesso è irritabile e scontrosa e non vuole ascoltare i consigli.,sancire,J,Mix,"('red', 1, 0)",red,Spesso è irritabile e scontrosa e non vuole ascoltare i consigli.,red,sancire,True,2,True
2285,2285,1014,Come descriverebbe una persona con diagnosi di depressione?,descrizione,e non vuole ascoltare i consigli. Nemmeno le persone più care riescono a convincerla che il periodo difficile verrà superato e tutto tornerà come prima.,descrizione,J,Mix,"('green', 0, 1)",green,e non vuole ascoltare i consigli. Nemmeno le persone più care riescono a convincerla che il periodo difficile verrà superato e tutto tornerà come prima.,green,descrizione,True,2,True
2286,2286,1015,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"gli ho quasi cancellati i miei amici, si drogano, ho chiuso",commento,J,Mix,"('red', 3, 1)",red,"gli ho quasi cancellati i miei amici, si drogano, ho chiuso",red,commento,True,2,True
2287,2287,1016,Come descriverebbe il terrorismo?,descrizione,"Onestamente non lo so, il loro obiettivo sembra sia quello di diffondere paura all’interno della società per cui immagino che gli atti terroristici proseguiranno, non so fino a che punto e non riesco ad immaginare cosa potrebbe farli cessare.",possibilita,J,Mix,"('yellow', 2, 2)",yellow,"Onestamente non lo so, il loro obiettivo sembra sia quello di diffondere paura all’interno della società per cui immagino che gli atti terroristici proseguiranno, non so fino a che punto e non riesco ad immaginare cosa potrebbe farli cessare.",yellow,possibilita,True,2,True
2288,2288,1017,Come descriverebbe una persona con diagnosi di depressione?,descrizione,nr,non_risposta,J,Mix,"('red', 3, 1)",red,nr,red,non_risposta,True,2,True
2289,2289,1018,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,"Dove che devo fare dei movimenti, più che altro (per le scale,ecc.)",valutazione,J,Mix,"('yellow', 5, 5)",yellow,"Dove che devo fare dei movimenti, più che altro (per le scale,ecc.)",yellow,valutazione,True,2,True
2290,2290,1019,Come descriverebbe l’iter di adozione internazionale?,descrizione,"Alla lunga attesa, rallentamenti , nuove procedure ed ai documenti da fare per adozione internazionale",giudizio,J,Mix,"('red', 3, 1)",red,"Alla lunga attesa, rallentamenti , nuove procedure ed ai documenti da fare per adozione internazionale",red,giudizio,True,2,True
2291,2291,1020,Come descriverebbe una violenza sessuale?,descrizione,"La terapeuta riferisce che la bambina è ha rischio di malnutrizione, ed incuria, e necessita di un collocamento provvisorio in struttura.",descrizione,J,Mix,"('green', 0, 1)",green,"La terapeuta riferisce che la bambina è ha rischio di malnutrizione, ed incuria, e necessita di un collocamento provvisorio in struttura.",green,descrizione,True,2,True
2292,2292,1021,Come descriverebbe l’iter di adozione internazionale?,descrizione,Armatevi di tanta tanta pazienza.,commento,J,Mix,"('red', 3, 1)",red,Armatevi di tanta tanta pazienza.,red,commento,True,2,True
2293,2293,1022,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"Risorse utili potrebbero essere prima di tutto la chiara conoscenza/diffusione dei centri in cui si offre aiuto. E' importante che questi siano conosciuti da tutti, accessibili a tutti (conoscenza e accessibilità fanno diminuire il pregiudizio che spesso avvolge queste realtà).",implicazione,J,Mix,"('red', 9, 7)",red,"Risorse utili potrebbero essere prima di tutto la chiara conoscenza/diffusione dei centri in cui si offre aiuto. E' importante che questi siano conosciuti da tutti, accessibili a tutti (conoscenza e accessibilità fanno diminuire il pregiudizio che spesso avvolge queste realtà).",red,implicazione,True,2,True
2294,2294,1022,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"Ulteriore risorsa potrebbero essere la formazione di chi ""invia"" gente al CSM: riconoscere e intervenire quando è opportuno o evitare di inviare al CSM quando potrebbe essere risolvibile in altro modo o da altre figure professionali.",possibilita,J,Mix,"('yellow', 2, 2)",yellow,"Ulteriore risorsa potrebbero essere la formazione di chi ""invia"" gente al CSM: riconoscere e intervenire quando è opportuno o evitare di inviare al CSM quando potrebbe essere risolvibile in altro modo o da altre figure professionali.",yellow,possibilita,True,2,True
2295,2295,1023,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,Io penso che basta avere tanta fede e speranza nel domani che andrà tutto bene e ogni cosa sarà normale come ogni vita di altri.,causa,J,Mix,"('red', 2, 1)",red,Io penso che basta avere tanta fede e speranza nel domani che andrà tutto bene e ogni cosa sarà normale come ogni vita di altri.,red,causa,True,2,True
2296,2296,1024,Come descriverebbe una persona che ha perso un proprio conoscente per suicidio?,descrizione,"possono immaginare che la persona sia stata aiutata,",previsione,J,Mix,"('red', 5, 4)",red,"possono immaginare che la persona sia stata aiutata,",red,previsione,True,2,True
2297,2297,1024,Come descriverebbe una persona che ha perso un proprio conoscente per suicidio?,descrizione,"che sappia ora affrontare la perdita subita, che sia ora in grado di reagire.",implicazione,J,Mix,"('red', 9, 7)",red,"che sappia ora affrontare la perdita subita, che sia ora in grado di reagire.",red,implicazione,True,2,True
2298,2298,1025,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,"cioè l’importanza della scelta della salute, farò la scelta più giusta, non avendo niente di certo.",previsione,J,Mix,"('red', 5, 4)",red,"cioè l’importanza della scelta della salute, farò la scelta più giusta, non avendo niente di certo.",red,previsione,True,2,True
2299,2299,1026,Come descriverebbe le interazioni fra Università e città?,descrizione,"Sicuramente i cittadini dovrebbero essere più ""tolleranti"" nei confronti degli studenti.",sancire,J,Mix,"('red', 1, 0)",red,"Sicuramente i cittadini dovrebbero essere più ""tolleranti"" nei confronti degli studenti.",red,sancire,True,2,True
2300,2300,1026,Come descriverebbe le interazioni fra Università e città?,descrizione,"I servizi di Padova sono perfetti,",giudizio,J,Mix,"('red', 3, 1)",red,"I servizi di Padova sono perfetti,",red,giudizio,True,2,True
2301,2301,1026,Come descriverebbe le interazioni fra Università e città?,descrizione,eccezion fatta per i prezzi degli autobus e dei treni per gli studenti.,specificazione,J,Mix,"('yellow', 1, 1)",yellow,eccezion fatta per i prezzi degli autobus e dei treni per gli studenti.,yellow,specificazione,True,2,True
2302,2302,1026,Come descriverebbe le interazioni fra Università e città?,descrizione,L'amministrazione potrebbe mettere a disposizione di Unipd più fondi e soprattutto più spazi.,proposta,J,Mix,"('green', 4, 5)",green,L'amministrazione potrebbe mettere a disposizione di Unipd più fondi e soprattutto più spazi.,green,proposta,True,2,True
2303,2303,1027,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,"o correvo in moto, sono due anni che sono fermo. Non riesco più a portarla. Prima del ricovero ho provato. Ho fatto 15 km, non di più, poi ho dovuto fermarmi e tra qualche anno non ho le forze…",commento,J,Mix,"('red', 3, 1)",red,"o correvo in moto, sono due anni che sono fermo. Non riesco più a portarla. Prima del ricovero ho provato. Ho fatto 15 km, non di più, poi ho dovuto fermarmi e tra qualche anno non ho le forze…",red,commento,True,2,True
2304,2304,1028,Come descriverebbe una persona detenuta?,descrizione,"Ho preso sempre la scelta che mi diceva il mio cervello di fare, perchè io non faccio ciò che mi dice qualcuno senza che il mio cervello lo approvi",generalizzazione,J,Mix,"('red', 3, 1)",red,"Ho preso sempre la scelta che mi diceva il mio cervello di fare, perchè io non faccio ciò che mi dice qualcuno senza che il mio cervello lo approvi",red,generalizzazione,True,2,True
2305,2305,1029,Come descriverebbe la gestione dell’iter di adozione internazionale da parte dei servizi?,descrizione,Abbastanza bene con tempi lunghi,giudizio,J,Mix,"('red', 3, 1)",red,Abbastanza bene con tempi lunghi,red,giudizio,True,2,True
2306,2306,1030,Come descriverebbe una violenza sessuale?,descrizione,"L’utente Carlo è seguito da questo SERT dal 15.03.91 per problemi relativi al suo stato di tossicodipendente, sia sotto il profilo medico-sanitario, sia dal punto di vista psico-sociale.",generalizzazione,J,Mix,"('red', 3, 1)",red,"L’utente Carlo è seguito da questo SERT dal 15.03.91 per problemi relativi al suo stato di tossicodipendente, sia sotto il profilo medico-sanitario, sia dal punto di vista psico-sociale.",red,generalizzazione,True,2,True
2307,2307,1030,Come descriverebbe una violenza sessuale?,descrizione,"Il 2 maggio u.s., dopo un periodo di accoglienza, l’utente è entrato in una Comunità terapeutica ed attualmente risulta, dalle informazioni assunte, che stia portando avanti un programma che fa ben sperare per il suo futuro.",giudizio,J,Mix,"('red', 3, 1)",red,"Il 2 maggio u.s., dopo un periodo di accoglienza, l’utente è entrato in una Comunità terapeutica ed attualmente risulta, dalle informazioni assunte, che stia portando avanti un programma che fa ben sperare per il suo futuro.",red,giudizio,True,2,True
2308,2308,1031,Come descriverebbe la gestione delle diversità religiose?,descrizione,Il giornalista nella prima dell’articolo dovrebbe riportare i fondamenti e i principi normativi dei due diversi sistemi sociali che ammettono la poligamia o meno.,considerazione,J,Mix,"('green', 3, 5)",green,Il giornalista nella prima dell’articolo dovrebbe riportare i fondamenti e i principi normativi dei due diversi sistemi sociali che ammettono la poligamia o meno.,green,considerazione,True,2,True
2309,2309,1031,Come descriverebbe la gestione delle diversità religiose?,descrizione, Su questo piano potrebbe ipotizzare possibili punti d’incontro alla ricerca di un’ipotetica convivenza all’interno di una stessa nazione. ,proposta,J,Mix,"('green', 4, 5)",green, Su questo piano potrebbe ipotizzare possibili punti d’incontro alla ricerca di un’ipotetica convivenza all’interno di una stessa nazione. ,green,proposta,True,2,True
2310,2310,1031,Come descriverebbe la gestione delle diversità religiose?,descrizione,"La seconda parte del testo potrebbe affrontare quello che ritengo l’aspetto più meritevole di riflessione, da parte di un ipotetico lettore, e cioè le IMPLICAZIONE emotivo-relazionali delle due dimensioni.",valutazione,J,Mix,"('yellow', 5, 5)",yellow,"La seconda parte del testo potrebbe affrontare quello che ritengo l’aspetto più meritevole di riflessione, da parte di un ipotetico lettore, e cioè le IMPLICAZIONE emotivo-relazionali delle due dimensioni.",yellow,valutazione,True,2,True
2311,2311,1031,Come descriverebbe la gestione delle diversità religiose?,descrizione,Chiuderei con un contributo di alcuni esperti su queste tematiche.,descrizione,J,Mix,"('green', 0, 1)",green,Chiuderei con un contributo di alcuni esperti su queste tematiche.,green,descrizione,True,2,True
2312,2312,1032,Come descriverebbe una persona con diagnosi di depressione?,descrizione,"vuota, senza energia, inutile, in colpa, un peso per gli altri",giudizio,J,Mix,"('red', 3, 1)",red,"vuota, senza energia, inutile, in colpa, un peso per gli altri",red,giudizio,True,2,True
2313,2313,1033,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"A parte l'iniziale choc della diagnosi e la successiva operazione e degenza in terapia intensiva, che comunque sono andati molto bene,",specificazione,J,Mix,"('yellow', 1, 1)",yellow,"A parte l'iniziale choc della diagnosi e la successiva operazione e degenza in terapia intensiva, che comunque sono andati molto bene,",yellow,specificazione,True,2,True
2314,2314,1033,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,l'iter è stato sereno e risolutivo.,giudizio,J,Mix,"('red', 3, 1)",red,l'iter è stato sereno e risolutivo.,red,giudizio,True,2,True
2315,2315,1034,Come descriverebbe l’iter di adozione internazionale?,descrizione,Di armarsi di pazienza e di soldi ,commento,J,Mix,"('red', 3, 1)",red,Di armarsi di pazienza e di soldi ,red,commento,True,2,True
2316,2316,1035,Come descriverebbe la gestione dell’iter di adozione internazionale da parte dei servizi?,descrizione,"Ognuno gestisce il proprio prezzo, spesso non comunicano",sancire,J,Mix,"('red', 1, 0)",red,"Ognuno gestisce il proprio prezzo, spesso non comunicano",red,sancire,True,2,True
2317,2317,1036,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"Nel senso che mi trovavano nervosa e nevrotica, non sapevano la diagnosi",sancire,J,Mix,"('red', 1, 0)",red,"Nel senso che mi trovavano nervosa e nevrotica, non sapevano la diagnosi",red,sancire,True,2,True
2318,2318,1037,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"bene, soddisfatti più calmo e riflessivo",confronto,J,Mix,"('red', 6, 4)",red,"bene, soddisfatti più calmo e riflessivo",red,confronto,True,2,True
2319,2319,1038,Come descriverebbe una persona che ha perso un proprio conoscente per suicidio?,descrizione,dipende dal percorso che la persona ha sostenuto all'interno della struttura.,possibilita,J,Mix,"('yellow', 2, 2)",yellow,dipende dal percorso che la persona ha sostenuto all'interno della struttura.,yellow,possibilita,True,2,True
2320,2320,1038,Come descriverebbe una persona che ha perso un proprio conoscente per suicidio?,descrizione,penso che potrebbero descriverla come una persona che ha superato un momento molto difficile per sé e per i propri cari.,opinione,J,Mix,"('red', 5, 3)",red,penso che potrebbero descriverla come una persona che ha superato un momento molto difficile per sé e per i propri cari.,red,opinione,True,2,True
2321,2321,1039,Come descriverebbe il ruolo di Professore di psicologia?,descrizione,"mi auguro che sia una persona empatica, aperta al dialogo, comprensiva a livello formativo",opinione,J,Mix,"('red', 5, 3)",red,"mi auguro che sia una persona empatica, aperta al dialogo, comprensiva a livello formativo",red,opinione,True,2,True
2322,2322,1039,Come descriverebbe il ruolo di Professore di psicologia?,descrizione,come lo studente,confronto,J,Mix,"('red', 6, 4)",red,come lo studente,red,confronto,True,2,True
2323,2323,1040,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,non so. Pubblicità progresso anche se non sono utili.,sancire,J,Mix,"('red', 1, 0)",red,non so. Pubblicità progresso anche se non sono utili.,red,sancire,True,2,True
2324,2324,1041,Come descriverebbe una violenza sessuale?,descrizione,I rapporti sessuali avvenivano contro la volontà della convivente ed in un contesto familiare,descrizione,J,Mix,"('green', 0, 1)",green,I rapporti sessuali avvenivano contro la volontà della convivente ed in un contesto familiare,green,descrizione,True,2,True
2325,2325,1042,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"centro di danza, corso di lingue straniere",sancire,J,Mix,"('red', 1, 0)",red,"centro di danza, corso di lingue straniere",red,sancire,True,2,True
2326,2326,1043,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,Abbattendosi,sancire,J,Mix,"('red', 1, 0)",red,Abbattendosi,red,sancire,True,2,True
2327,2327,1044,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,L'incontro inizia con la revisione delle attività per casa e l'esposizione dei compiti completati con successo. ,descrizione,J,Mix,"('green', 0, 1)",green,L'incontro inizia con la revisione delle attività per casa e l'esposizione dei compiti completati con successo. ,green,descrizione,True,2,True
2328,2328,1044,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,"L'insegnante dovrebbe riprendere brevemente il riconoscimento dell'emozione
e la sua importanza.",prescrizione,J,Mix,"('yellow', 4, 4)",yellow,"L'insegnante dovrebbe riprendere brevemente il riconoscimento dell'emozione
e la sua importanza.",yellow,prescrizione,True,2,True
2329,2329,1044,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione," Quindi, introduce l'argomento «entrare in un gruppo» e illustra ai bambini i modi appropriati e inappropriati di unirsi a un gruppo. ",descrizione,J,Mix,"('green', 0, 1)",green," Quindi, introduce l'argomento «entrare in un gruppo» e illustra ai bambini i modi appropriati e inappropriati di unirsi a un gruppo. ",green,descrizione,True,2,True
2330,2330,1044,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,"L'insegnante dovrebbe dare dimostrazione sia di un tentativo appropriato che di uno inappropriato di entrare in un gruppo, quindi si fa uscire dal gruppo il primo bambino.",specificazione,J,Mix,"('yellow', 1, 1)",yellow,"L'insegnante dovrebbe dare dimostrazione sia di un tentativo appropriato che di uno inappropriato di entrare in un gruppo, quindi si fa uscire dal gruppo il primo bambino.",yellow,specificazione,True,2,True
2331,2331,1044,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,"L'insegnante e gli alunni che rimangono simuleranno ciascuno un diverso stato d'animo e sarà compito del bambino prescelto tentare di entrare nel gruppo cercando di «pensare ad alta voce» e riconoscendo i diversi stati d'animo, così da scegliere la persona da avvicinare.entrare nel gruppo.",dichiarazione_intenti,J,Mix,"('red', 5, 4)",red,"L'insegnante e gli alunni che rimangono simuleranno ciascuno un diverso stato d'animo e sarà compito del bambino prescelto tentare di entrare nel gruppo cercando di «pensare ad alta voce» e riconoscendo i diversi stati d'animo, così da scegliere la persona da avvicinare.entrare nel gruppo.",red,dichiarazione_intenti,True,2,True
2332,2332,1044,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione," Questo approccio continua in modo che ogni bambino abbia la possibilità di provare in prima persona. L'insegnante modella modi appropriati e inappropriati di inserirsi in attività che
altri stanno svolgendo.
",descrizione,J,Mix,"('green', 0, 1)",green," Questo approccio continua in modo che ogni bambino abbia la possibilità di provare in prima persona. L'insegnante modella modi appropriati e inappropriati di inserirsi in attività che
altri stanno svolgendo.
",green,descrizione,True,2,True
2333,2333,1044,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione," Passo n. 1: «Qual è il problema?... Alcuni bambini stanno giocando
a pallavolo e anche a me piacerebbe giocarci»;
- Passo n. 2: «Cosa posso fare?... Mi fermerò a guardarli per un
minuto, poi mi avvicinerò a quel bambino che sembra simpatico,
lo chiamerò per nome, lo guarderò in viso e gli chiederò se posso giocare anch'io;
- Passo n. 3: «Sta funzionando?... Sì, riesco a capire quale bambino
sembra simpatico e amichevole e sembra che lui si sia accorto di
me);
- Passo n. 4: «Come me la sono cavata? Ho fatto un buon lavoro. Но saputo aspettare il momento giusto per parlare e sono stato gentile».
",specificazione,J,Mix,"('yellow', 1, 1)",yellow," Passo n. 1: «Qual è il problema?... Alcuni bambini stanno giocando
a pallavolo e anche a me piacerebbe giocarci»;
- Passo n. 2: «Cosa posso fare?... Mi fermerò a guardarli per un
minuto, poi mi avvicinerò a quel bambino che sembra simpatico,
lo chiamerò per nome, lo guarderò in viso e gli chiederò se posso giocare anch'io;
- Passo n. 3: «Sta funzionando?... Sì, riesco a capire quale bambino
sembra simpatico e amichevole e sembra che lui si sia accorto di
me);
- Passo n. 4: «Come me la sono cavata? Ho fatto un buon lavoro. Но saputo aspettare il momento giusto per parlare e sono stato gentile».
",yellow,specificazione,True,2,True
2334,2334,1044,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,"Alla fine si riassume quanto è stato fatto e l'insegnante legge alcune situazioni appositamente create, chiedendo agli alunni di valutare come i vari personaggi potrebbero sentirsi e cosa potrebbero fare per ",descrizione,J,Mix,"('green', 0, 1)",green,"Alla fine si riassume quanto è stato fatto e l'insegnante legge alcune situazioni appositamente create, chiedendo agli alunni di valutare come i vari personaggi potrebbero sentirsi e cosa potrebbero fare per ",green,descrizione,True,2,True
2335,2335,1045,Come descriverebbe una persona che ha perso un proprio conoscente per suicidio?,descrizione,molto più positiva.,confronto,J,Mix,"('red', 6, 4)",red,molto più positiva.,red,confronto,True,2,True
2336,2336,1046,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"Dipende sempre da come si verifica questo ""sgancio"" dal CSM, comunque in linea di massima se un obiettivo concordato, può essere una buona soddisfazione.",commento,J,Mix,"('red', 3, 1)",red,"Dipende sempre da come si verifica questo ""sgancio"" dal CSM, comunque in linea di massima se un obiettivo concordato, può essere una buona soddisfazione.",red,commento,True,2,True
2337,2337,1047,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"Nel mio caso i miei amici si interessano a questo e mi chiedono cosa mi hanno fatto e cosa mi faranno e stanno anche attenti che non mi stanchi troppo. E non mi discriminano per questo, anzi sono ancora più legati a me.",generalizzazione,J,Mix,"('red', 3, 1)",red,"Nel mio caso i miei amici si interessano a questo e mi chiedono cosa mi hanno fatto e cosa mi faranno e stanno anche attenti che non mi stanchi troppo. E non mi discriminano per questo, anzi sono ancora più legati a me.",red,generalizzazione,True,2,True
2338,2338,1048,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,In casa in maniera solita,giudizio,J,Mix,"('red', 3, 1)",red,In casa in maniera solita,red,giudizio,True,2,True
2339,2339,1049,Come descriverebbe una violenza sessuale?,descrizione,"Si propone assegnazione dell’alloggio ERP precedentemente richiesto per la sig.ra xxxx al sig. Mario.
Tale sostituzione è motivata dal fatto che, mentre si è regolarizzata la situazione abitativa della sig.ra in oggetto, il 01-12-2009 il sig. Mario nato a XX (RM) il xx/xx/1962, seguito dal nostro servizio dal 15-04-04 per psicosi cronica, e la sua mamma Assuntina nata il xx/xx/1927, residente in via Dei, hanno subito uno sfratto esecutivo.
",proposta,J,Mix,"('green', 4, 5)",green,"Si propone assegnazione dell’alloggio ERP precedentemente richiesto per la sig.ra xxxx al sig. Mario.
Tale sostituzione è motivata dal fatto che, mentre si è regolarizzata la situazione abitativa della sig.ra in oggetto, il 01-12-2009 il sig. Mario nato a XX (RM) il xx/xx/1962, seguito dal nostro servizio dal 15-04-04 per psicosi cronica, e la sua mamma Assuntina nata il xx/xx/1927, residente in via Dei, hanno subito uno sfratto esecutivo.
",green,proposta,True,2,True
2340,2340,1050,Come descriverebbe un consumatore di sostanze psicotrope?,descrizione,tossicodipendente (con una dipendenza da sostanze stupefacenti),sancire,J,Mix,"('red', 1, 0)",red,tossicodipendente (con una dipendenza da sostanze stupefacenti),red,sancire,True,2,True
2341,2341,1051,Come viene raccontata la morte per Covid-19 di un utente dalla comunità di utenti del Social? ,descrizione,Mio padre. Morto a 72 anni a marzo. 8 giorni con febbre senza che un dottore lo abbia visitato. Senza un antibiotico. Non aveva altre malattie. Ricoverato e mai più sentito né visto.. ,descrizione,J,Mix,"('green', 0, 1)",green,Mio padre. Morto a 72 anni a marzo. 8 giorni con febbre senza che un dottore lo abbia visitato. Senza un antibiotico. Non aveva altre malattie. Ricoverato e mai più sentito né visto.. ,green,descrizione,True,2,True
2342,2342,1051,Come viene raccontata la morte per Covid-19 di un utente dalla comunità di utenti del Social? ,descrizione,aveva un cellulare e nessuno che abbia avuto l’umanità di fargli sentire la nostra voce. ,giudizio,J,Mix,"('red', 3, 1)",red,aveva un cellulare e nessuno che abbia avuto l’umanità di fargli sentire la nostra voce. ,red,giudizio,True,2,True
