,d,t
4140,3,22
4141,10,10
4142,13,7
4143,17,17
4144,2,12
4145,22,13
4146,3,21
4147,10,4
4148,10,21
4149,5,21
4150,22,23
4151,13,10
4152,19,21
4153,19,15
4154,19,19
4155,19,15
4156,3,15
4157,19,12
4158,19,16
4159,21,17
4160,19,15
4161,12,8
4162,19,1
4163,19,3
4164,21,21
4165,21,1
4166,22,12
4167,5,21
4168,12,16
4169,4,8
4170,21,8
4171,21,23
4172,21,22
4173,9,7
4174,13,10
4175,13,21
4176,9,23
4177,9,1
4178,23,7
4179,9,10
4180,9,7
4181,21,10
4182,21,10
4183,21,7
4184,9,6
4185,9,7
4186,13,10
4187,13,23
4188,13,9
4189,9,21
4190,21,1
4191,10,10
4192,9,10
4193,23,22
4194,9,23
4195,9,2
4196,10,9
4197,9,21
4198,12,10
4199,5,21
4200,14,20
4201,9,18
4202,9,10
4203,22,7
4204,22,4
4205,21,18
4206,9,4
4207,9,17
4208,4,8
4209,2,14
4210,3,4
4211,10,9
4212,5,21
4213,9,7
4214,17,21
4215,2,2
4216,10,2
4217,2,10
4218,8,23
4219,12,2
4220,21,10
4221,22,10
4222,13,7
4223,16,23
4224,5,23
4225,10,22
4226,6,9
4227,21,21
4228,3,12
4229,23,10
