,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR,DENOMINAZIONE JUNIOR
2977,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"partecipa a tutte le attività in comune, mangia regolarmente, ..., si confida con il personale di polizia penitenziaria e polizia civile eccetera",DESCRIZIONE,DESCRIZIONE
3611,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,piuù per colpa di alcol è deragliato,CAUSA,CAUSA
6917,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,niente,sancire,sancire
5388,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"lo stato un' azienda non e! 
",COMMENTO,COMMENTO
1226,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"considero che qui_tutto sia molto ridotto, in_ogni_caso qui 
tutto va male, le cose non funzionano come dovrebbero 
funzionare; in_generale siamo in troppi",sancire,NON RISPOSTA
4527,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"se vai al corso e al lavoro non pensi che
sei in_carcere , passi buon tempo , anche
il cervello si libera
",IMPLICAZIONI,IMPLICAZIONI
5418,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,mancanza di informazione mediante corsi_di_aggiornamento.,DESCRIZIONE,VALUTAZIONE
3471,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non lo so,NON RISPOSTA,NON RISPOSTA
2353,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,e non lo so,NON RISPOSTA,COMMENTO
7435,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,una_persona con i problemi del tossicodipendente una_persona occupa della famiglia,DESCRIZIONE,sancire
5842,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_so,GIUSTIFICAZIONE,NON RISPOSTA
7053,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,descrivo_questa_prigione un muro,COMMENTO,COMMENTO
1697,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"più_lavoro 
più_attività",sancire,GIUDIZIO
6752,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,meno distinzione razziale che ci sono nelmondo in_genere,GENERALIZZAZIONE,GENERALIZZAZIONE
5908,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,vengono_segnalati in_relazione_alle loro dichiarazioni fatte all_ingresso ai sanitari,DESCRIZIONE,DESCRIZIONE
5007,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,quando vengono lasciati da_parte interessi personali e si_comunica liberamente anche delle cose più banali. un inizio d' amicizia.,GIUDIZIO,GIUDIZIO
7149,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,una_persona .,NON RISPOSTA,NON RISPOSTA
7499,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,la mia_vita di_prima era molto brutta e per_questo infranto la legge,GIUSTIFICAZIONE,sancire
449,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dagli annunci che sono-stati appesi,DESCRIZIONE,DESCRIZIONE
104,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-fatto tanta-scuola qui-dentro alcune-cose che fanno nella-vita-norm io le-so-gia ma ci-vuole-del-tempo,NON RISPOSTA,sancire
3975,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,come normale,GIUDIZIO,sancire
871,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,ottimali,VALUTAZIONE,GIUDIZIO
1019,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,rispetto di livelli minimi adeguati di detenzione,GIUDIZIO,PRESCRIZIONE
7320,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"ero_una_ragazza allegra , piena_voglia_vivere .",DESCRIZIONE,GIUDIZIO
4483,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,perch‚_non_ho fatto niente,GENERALIZZAZIONE,GENERALIZZAZIONE
6216,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,andrò via a_piedi da_questo paese del cazzo ,DICHIARAZIONE DI INTENTI,DICHIARAZIONE DI INTENTI
3509,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,si vede che aveva bisogno,GIUSTIFICAZIONE,sancire
2759,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,non sono,NON RISPOSTA,NON RISPOSTA
490,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dalle pers-erano-prima-me,DESCRIZIONE,DESCRIZIONE
6514,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"secondo_me parlo in_questo_caso da nuovo dell' ambiente, io_penso la comunicazione e il nostro modo di vivere e di pensare",OPINIONE,OPINIONE
5092,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,il fatto di vedere la popolazione mista e che dividono compiti tipo: lavori ed altro,VALUTAZIONE,VALUTAZIONE
2183,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,la droga è pericolosa,COMMENTO,COMMENTO
2633,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"vivace, allegra, brillante, bel colorito",GIUDIZIO,GIUDIZIO
3039,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,come una persona mentalmente stabile e non deformazioni fisiche,GIUDIZIO,GIUDIZIO
5461,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"regolamenti che non vengono applicati, 
",GENERALIZZAZIONE,GENERALIZZAZIONE
7346,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,mi ritengo una_persona superficiale però non lo ero,CONTRAPPOSIZIONE,CONTRAPPOSIZIONE
2567,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,persona in stato di benessere bio psichico,GIUDIZIO,GIUDIZIO
1836,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,senza nessuno aiuta e nessun appoggio dalla_parte_di nessuno,COMMENTO,NON RISPOSTA
1493,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"trattamento umanitario,",GIUDIZIO,sancire
3770,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,la considero una persona che merita un aiuto maggiore,OPINIONE,OPINIONE
624,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,tutto ciò che danneggia corpo non è una cura,sancire,GENERALIZZAZIONE
6964,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,attività_sportive,DESCRIZIONE,DESCRIZIONE
6088,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"deve_essere tossicodip , quindi viene_visitato , vengono_fatte le analisi e viene_fatta una terapia adeguata",DESCRIZIONE,sancire
5120,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"il_fatto_che ci sia una_sorta_di interscambio tra le persone appartenenti a ""paesi"" diversi",VALUTAZIONE,VALUTAZIONE
2972,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,fortunata,GIUDIZIO,GIUDIZIO
273,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ne-esistono pochissimi,NON RISPOSTA,GIUDIZIO
1109,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",VALUTAZIONE,"nulla, e tutto da rifare dalle fondamenta e non parlo di muri o palazzi!!",GIUDIZIO,GIUDIZIO
556,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,le-avevo-viste,sancire,GENERALIZZAZIONE
7116,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"mi_descrivo donna alla quale , in_questo_momento , hanno tolto la libertà , ossia , una donna triste per la propria_famiglia .",IMPLICAZIONI,IMPLICAZIONI
1492,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,libertà e celle_aperte,GIUDIZIO,sancire
2817,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"una persona in grado di reagire in maniera positiva alle sollecitazioni ambientali, raggiungendo una condizione di adattamento e benessere",GIUDIZIO,GIUDIZIO
4581,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"mi_disp_tanto_ma_non sono_capace
di_spiegare il perch‚ della_mia_scelta
",GIUSTIFICAZIONE,GIUSTIFICAZIONE
2987,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,non posso descrivere una persona perché anche se l'aspetto esterno non fa rilevare fattori salutari interiormente può esserci una sofferenza profonda che non è rilevabile all'occhio umano,NON RISPOSTA,NON RISPOSTA
4459,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"qui_non funziona niente , l' educatore non
l' ho mai_visto , il comandante idem e non
parliamo della
sanit…
",GIUDIZIO,GIUDIZIO
2009,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,035) tossicodipendente,sancire,sancire
2319,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non riesco ad immaginarlo,NON RISPOSTA,COMMENTO
5873,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_ho la più pallida idea di come lavori un sert ma comunque credo che in_italia e tanto_meno al_sert facciano una distinzione tra italiani e stranieri e se c'è a_favore_dei detenuti_ita,CONTRAPPOSIZIONE,CONTRAPPOSIZIONE
640,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non ho di medicinale o droga,sancire,NON RISPOSTA
6647,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nulla di_più_di come è la situazione ora,sancire,sancire
3297,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,che prima di commettere un reato deve pensare alle conseguenze,COMMENTO,COMMENTO
4558,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,sono efficace_perch‚ ti aiuta ha stare bene,DESCRIZIONE,GIUDIZIO
3299,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,È una persona deve cambiare attegiamento quando esce,PRESCRIZIONE,PRESCRIZIONE
294,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,da-assistente,DESCRIZIONE,DESCRIZIONE
2354,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non uso,NON RISPOSTA,COMMENTO
2598,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,non sono,NON RISPOSTA,NON RISPOSTA
3935,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"come una entrata-traumatizzata e 
sono-stata-aiutata 
",sancire,sancire
1284,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"igiene 
alimentazione",sancire,GENERALIZZAZIONE
3413,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,dipende dalla sua situazione economica,GIUSTIFICAZIONE,GIUSTIFICAZIONE
2919,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,chi realizza i propri obiettivi,DESCRIZIONE,DESCRIZIONE
1993,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"----055 
se non ha rispettato la legge_deve_entrare in_carcere.",PRESCRIZIONE,PRESCRIZIONE
6602,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,perché si impegnano le persone penitenziarie con vari aiuti da comunità esterne per_far_sì_che riusciamo ad andare d_accordo e cercare di conoscere le varie culture diverse tra_loro,RIFERIMENTO ALL'OBIETTIVO,RIFERIMENTO ALL'OBIETTIVO
507,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"me-l-ha-detto una-comp 
",DESCRIZIONE,DESCRIZIONE
6741,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"scuole di lingua_straniera 
incontri culturali tra etnie diverse 
la scelta al singolo di decidere se condividere o no 
",DESCRIZIONE,DESCRIZIONE
5956,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"colloqui_psic 
certificati_tosdip 
presa_caric_comu 
analisi_cliniche 
colloqui_ass_soc 
",DESCRIZIONE,sancire
2384,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,assolutamente no,NON RISPOSTA,NON RISPOSTA
4415,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,non_so che risposta potrei dare .,GIUSTIFICAZIONE,NON RISPOSTA
627,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,normale,GIUDIZIO,GIUDIZIO
5158,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"l' aiutarsi reciprocamente e far fronte alle comuni spese di primaria necessità,",DESCRIZIONE,DESCRIZIONE
4508,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"per la mancanza di spazi specifici
alla_rieducaz sociale perch‚ abbia effetti
reali sui bisogni di
ogni individuo
",DESCRIZIONE,GIUDIZIO
7509,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"come_una_persona , ma quando ci si esce dal_carcere ci si vuole tempo per riprendersi .",GENERALIZZAZIONE,GENERALIZZAZIONE
536,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-conosciuto l' educ, altre le ho-conosciute dai miei",DESCRIZIONE,DESCRIZIONE
3056,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"no tossicodip
no mal di mente",sancire,sancire
5571,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"tutte le iniziative formative, bench‚ poche, hanno riguardato spesso la 
comunicazione, in_genere o tra gli operatori, ma non in_funzione_di 
obiettivi posti dalla nostra amministrazione in_senso specifico e 
particolarmente volto al_nostro_ruolo",DESCRIZIONE,VALUTAZIONE
3450,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"non so come, perché io questa azione",NON RISPOSTA,NON RISPOSTA
7011,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,più collaboratori,GENERALIZZAZIONE,GENERALIZZAZIONE
1062,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,numero di attività,DESCRIZIONE,PRESCRIZIONE
3388,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"dipende, esistono diversi motivi, farlo volontariamente, o innocentemente,",RIDIMENSIONAMENTO,GENERALIZZAZIONE
6755,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"nessuna sezione differenziate, italiani con italiani stranieri con stranieri,",DESCRIZIONE,DESCRIZIONE
5595,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,", e 
le cause sono molte mancanza di personale ( educatori , 
assistenti_sociali , eccetera eccetera )",GIUSTIFICAZIONE,GIUSTIFICAZIONE
5354,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,perche nel_corso_degli anni servizio mi accultura sempre_di_piu,CONFERMA,CONFERMA
1333,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"il trattamento dei_detenuti 
la mentalità dei_detenuti",GIUDIZIO,sancire
3327,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,è stato sbagliato o forse non ha trovato un appoggio nella vita,POSSIBILITÀ,POSSIBILITÀ
6542,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,cioè quando funzionerebbero tutte le attività rieducative da_me segnalate,SPECIFICAZIONE,SPECIFICAZIONE
7058,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,indisponibile,NON RISPOSTA,NON RISPOSTA
3439,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ignorante,GIUDIZIO,GIUDIZIO
2283,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,"non_le_conosco, non_le_uso",NON RISPOSTA,COMMENTO
3733,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,poveraccio,GIUDIZIO,GIUDIZIO
4120,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,varia a-2a-della-pers,COMMENTO,COMMENTO
6918,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,uno smistamento migliore nel selezionare le persone italiane o straniere,GIUDIZIO,GIUDIZIO
4127,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,nn-credo-ha-buo-idee .,OPINIONE,COMMENTO
1753,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,si possono trovare degli aspetti positivi ma anche tanti negativi,PREVISIONE,COMMENTO
5759,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"descrivo le opportunit…_di trattame_rieducativo , una_cosa bella 
Š un aiuto per_noi",GIUDIZIO,GIUDIZIO
4452,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"secondo_me non serve perch‚_quando_si_esce
comunque non_si trova lavoro per il
semplice fatto di
essere un pregiudicato
",PREVISIONE,PREVISIONE
3621,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,persona normale,GIUDIZIO,GIUDIZIO
4589,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"
ho_scelto questo perch‚ mi_sembra_pi—
logico
",OPINIONE,GIUDIZIO
2802,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che sta bene,GIUDIZIO,GIUDIZIO
2322,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,come consumatore,GENERALIZZAZIONE,GENERALIZZAZIONE
2014,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,045) ha un problema_di_respons,sancire,sancire
4177,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-lo-so,NON RISPOSTA,NON RISPOSTA
4056,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,normale,GIUDIZIO,sancire
5117,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"la condivisione delle stesse attività, scoprire che si convive nella_stessa in_maniera tranquilla… il rispetto tra_le_detenute delle_altre religioni-culture",DESCRIZIONE,DESCRIZIONE
4265,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-so-rispondere,NON RISPOSTA,NON RISPOSTA
4307,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,un extracomunitario in-piu,sancire,sancire
3809,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,che è innocente,GIUDIZIO,GIUDIZIO
926,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,corsi_scolastici corsi_educativi,sancire,GENERALIZZAZIONE
5810,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_conosco,GIUSTIFICAZIONE,NON RISPOSTA
4562,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"non ho bisogno di un_trattt_rieducativo e
delle idea degli altri non ho bisogno .
sono un pu•
riservato , non trovo una risposta . ho
cominciato a odiare me_stesso , e tutti gli
altri .
",GIUSTIFICAZIONE,GENERALIZZAZIONE
5119,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,quando c' è qualcuna con la quale si può parlare,sancire,sancire
4605,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"attivit… culturale no esiste , ci_tratttano
come i negri nell' antichit… , c' Š anche
il razzismo , provocazione
praticamente uno non vale proprio niente
per loro

",DESCRIZIONE,GIUDIZIO
6758,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,tranquilli noi tranquilli loro,COMMENTO,COMMENTO
3630,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,senza condizione finanziale,sancire,sancire
5922,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,viene_segnalata,sancire,sancire
6660,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,la possibilità di scambiarsi la conoscenza delle madri lingue,DESCRIZIONE,PROPOSTA
1039,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,numero_di_detenuti in_proporzione alla_capienza,DESCRIZIONE,DESCRIZIONE
3256,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona,GENERALIZZAZIONE,GENERALIZZAZIONE
4038,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,normalmente come-gli-altri,sancire,sancire
6115,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,umanitarie,GIUDIZIO,GIUDIZIO
2236,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non lo conosco,NON RISPOSTA,COMMENTO
4944,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,giocano tra loro e partecipano nello sport,SPECIFICAZIONE,IMPLICAZIONI
1139,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,la sola via che può veramente dare la svolta,COMMENTO,COMMENTO
6552,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna carceri separati,sancire,sancire
5081,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,paese_che_vai usanza che trovi quindi mi adeguerei alla_popolazione detenuta,GENERALIZZAZIONE,GENERALIZZAZIONE
6072,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_so come operi il serv_tossdip,GIUSTIFICAZIONE,NON RISPOSTA
