,Unnamed: 0,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR
2204,2204,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non ho,NON RISPOSTA
3119,3119,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che è vissuta in un ambiente sano,sancire
2897,2897,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,aspetto curato,GIUDIZIO
3905,3905,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,s-tiran-av-cn-moral,COMMENTO
1963,1963,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"ma per una_cosa sono certo il tossico la_mattina quando si 
sveglia deve_avere la sua dose e quello 
che costa costa.",sancire
3766,3766,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,fra me lo so che è un reato grave ma non ho scelta finchè non trovo un'altra sistemazione,COMMENTO
374,374,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ne-sono-a-conosc tr-i-miei-comp qui in-carc,DESCRIZIONE
3684,3684,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"se è per la prima o seconda volta gli potevo dire che è sbagliato, bisogna lavorare",GENERALIZZAZIONE
1810,1810,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,insufficiente,GIUDIZIO
2600,2600,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,brillante gioiosa attiva libera,GIUDIZIO
1371,1371,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"sanità 
lavoro 
attività_ricreativa 
scuola 
contatti_familiari",sancire
4337,4337,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"la scuola mi Š_stata molto utile perch‚ non
sapevo niente
",DESCRIZIONE
3267,3267,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"siamo esseri umano che commettiamo piccoli errori, siamo condannati perché non abbiamo ne reputazione ne soldi per coprire tutto",GENERALIZZAZIONE
1878,1878,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,"spesso intrapresa solo come passatempo , per la maggior_parte dei reclusi , da altri viene colta come una possibilita_di_reinserimento e ancor_piu come chance che difficilmente si_puo fallire ,",DESCRIZIONE
1175,1175,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"la partecipazione al percorso trattamentale, appare il più_delle volte finalizzata all' ottenimento di attività_lavorative (per gli indigenti è lo scopo primario) e/o benefici (liberazione_anticipata, eccetera eccetera) la revisione del proprio vissuto delinquenziale se avviene, avviene a_prescindere_dalle offerte prospettate loro",GIUDIZIO
1695,1695,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"le porte_aperte 
la palestra per_poter fare dello sport 
il teatro 
il lavoro 
la scuola 
la chiesa ecc",sancire
1244,1244,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"la cosa più importante_è_che non_ci sia il razzismo e frenarlo 
perché_non c' è nessuno perfetto, che non sbagli.",GIUDIZIO
5762,5762,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,il corsi,sancire
3514,3514,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,mi dispiace,OPINIONE
1022,1022,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,personale di polizia_penitenziari a_sufficienza,VALUTAZIONE
7432,7432,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"sempre stato_bene , senza_problemi , senza casini , anche nel_mio_paese mai_avuto con la giustizia",sancire
3463,3463,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"dipende se quella persona che ha fatto la fatto per arricchirsi, o per vivere; per arricchirsi, è una persona della debolezza di un'altra; per vivere, è una persona sbagliato",VALUTAZIONE
98,98,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,lav-all-int dell' istituto perche non-ho-ness qui-in-italia,NON RISPOSTA
4266,4266,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-ho-la-risposta,NON RISPOSTA
6032,6032,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"colloqui_ass_vol , colloqui_ass_soc della comunità",DESCRIZIONE
2805,2805,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"sana, senza problemi, fortunata",GIUDIZIO
6394,6394,Come si descriverebbe come persona straniera detenuta,DESCRIZIONE,sporco e non ci hanno dato la libertà come_gli_altri,GIUDIZIO
284,284,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,perche mi-sono-inf,CAUSA
497,497,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,da-comp-di-cella quasi maggior-parte,DESCRIZIONE
5995,5995,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,in_genere non viene presa_carico da nessuno perché_non possono accedere a nessun percorso o comunità perché_non esistono strutture per loro . questo anche all_int_carcere,GENERALIZZAZIONE
5911,5911,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_saprei,DESCRIZIONE
5656,5656,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"che bisogna ci sia un' opportunit… libera per_capire che 
non_si_pu• fare lo_stesso un_altra_volta",PRESCRIZIONE
2056,2056,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,095) non_la_conosco,NON RISPOSTA
715,715,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,cioe un educatore,SPECIFICAZIONE
5087,5087,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,passo le giornate con stranieri e italiani,sancire
6904,6904,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,sancire
5629,5629,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"una_ottima occasione da realizzare per_migliorare il detenuto 
dalle_idŠe_cattive , il peccato e il 
crimine .",RIFERIMENTO ALL'OBIETTIVO
1735,1735,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"e poter girare 
per il carcere",COMMENTO
4869,4869,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,la qualità di vita ,DESCRIZIONE
6810,6810,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"attività didattiche 
attività_sportive 
",DESCRIZIONE
5870,5870,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_lo_so,NON RISPOSTA
456,456,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"(a-voce) il modo 
",DESCRIZIONE
950,950,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,attivit…_istruzione generali,sancire
4113,4113,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,secondo-lui sono-1-persona anormale,GIUDIZIO
1877,1877,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,"il detenuto dovrebbe capire per_prima_cosa , che ha infranto una regola e che solo aiutandolo con il lavoro, dandogli responsabilita , deve capire che le regole sono alla_base_di una comunita civile",COMMENTO
1410,1410,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"diverse attività; 
la pulizia; 
la presenza delle docce; 
acqua.",GENERALIZZAZIONE
4779,4779,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"siccome la percentuale delle persone
cambiate Š piccola , si pu• dire_che la
persona non cambia
facilmente le proprie abitudini .
",COMMENTO
3738,3738,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ha fatto un grosso sbaglio,sancire
1521,1521,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,questo è un parcheggio che non ha senso,GENERALIZZAZIONE
4138,4138,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,normalissimo perche ognuno fa-suo-lavor,VALUTAZIONE
4127,4127,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,nn-credo-ha-buo-idee .,OPINIONE
1289,1289,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,anche panno quanto parlo con la mia ragazza,DESCRIZIONE
3505,3505,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,Sicuramente deve essere una persona coraggiosa.,GIUDIZIO
1456,1456,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,fino adesso no,COMMENTO
4109,4109,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"se una-Femmina mi-descrive come malato , dovra-curarmi 
",COMMENTO
6965,6965,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,tutte se si viene aiutati,GENERALIZZAZIONE
6846,6846,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,accesso ai posti come scuole attività_sportive palestra,DESCRIZIONE
708,708,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,pieno d lacune e personale non qualificato. Le opportunit.. Sono poche e sempre le stesse e il fine sempre il medesimo:,GIUDIZIO
7377,7377,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,stavo_bene ed ero felice,GIUDIZIO
1228,1228,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,sempre include il rispetto,NON RISPOSTA
2876,2876,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"persona comunicativa, autostima di sé e autocontrollo, serena, persona sana fisicamente e sana psicologicamente",GIUDIZIO
2786,2786,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,in rapporto di equilibrio psicofisico con l'ambiente che lo circonda nel mantenimento di uno stato,sancire
751,751,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"per reticenza e omerta di detenuti invidiosi e/o appartenenenti a gruppi omogenei (tipo napoletani con napoletani, pugliesi con pugliesi)",VALUTAZIONE
5842,5842,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_so,GIUSTIFICAZIONE
1973,1973,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"----032 
non fare ci•_che_ho_fatto io",COMMENTO
2631,2631,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"una persona è in grado, mediamente, di affrontare le occupazioni della normale vita adulta",sancire
2458,2458,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non ho mai,COMMENTO
5490,5490,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"mancanza di rapporti con educatori_/ operatori sert 
carenza_di_spazi 
carenza di interventi coordinati con i referenti dell' attivita trattamentali 
(scuola) 
in_presenza_di rapporti scuola / istituzione carceraria, questi appaiono 
formali e non propositivi 
",DESCRIZIONE
7373,7373,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,non_avevo avuto a_che_fare_con la giustizia,GIUSTIFICAZIONE
2640,2640,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che ha un lavoro sicuro che gli permette di vivere egragiamente,sancire
1778,1778,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"oltre_ad applicare quelle che ci_sono meglio se: 
adeguarsi alle norme europee 
dare_più possibilità alle misure_alternative 
concedere più permessi_premio 
autorizzare chi vuole vedere il suo cane",NON RISPOSTA
573,573,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"per-alcune delle-opport ne-ho parlarne ma 
non-le-ho mai-viste-in-atto 
",CONTRAPPOSIZIONE
5945,5945,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"verif_legami_fam e/o amicali 
esist_domicilio o disponibilità di essere ospitato 
possibilità di un' apertu_lav . 
",DESCRIZIONE
7032,7032,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"mi_descrivo che , pensando ai_suoi_figli , non ha_avuto altra scelta se non quella di delinquere",GIUSTIFICAZIONE
2523,2523,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"mi_hanno tanto, posso solo dire_che non Š_bene 
per_me",COMMENTO
4799,4799,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,dal comportamento ,GENERALIZZAZIONE
575,575,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ne-sono-a-conosc perche ho-lavorato,DESCRIZIONE
1045,1045,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,le condi_igien_sanita e di vita delle persone_detenute,DESCRIZIONE
2791,2791,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona mediche,sancire
5320,5320,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,prima_di_entrare in_carcere stavo_molto_bene lavoravo tranquillamente ho_avuto e la spesa è cominciata ad aumentare e non sono riuscito a mantenere il bisogno della_famiglia senza l' aiuto di nessuno,DESCRIZIONE
1125,1125,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",VALUTAZIONE,rapporti e contatti con la propria moglie,sancire
6488,6488,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,e un tutor che ti segua nel bene.,GIUDIZIO
6657,6657,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non_sono qui da_molto_tempo quindi_non_ho individuato qual è la facilità,GIUSTIFICAZIONE
7429,7429,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,avevo_lasciato la mia famiglia ed ero venuto qui per poter trovare un modo di portare la mia bambina in italia per curarla perché aveva un tumore,VALUTAZIONE
2951,2951,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona si trova in una situazione di benessere fisico e benessere psichico,sancire
353,353,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,l' ho-saputo dall agente-dell-interno,DESCRIZIONE
2072,2072,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,spero_di_smettere,DICHIARAZIONE DI INTENTI
5072,5072,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,la si avverte subito è un requisito del detenuto stesso,NON RISPOSTA
392,392,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-sent-parlare,GENERALIZZAZIONE
3996,3996,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"sono sicuro che m-tratterebb-normalm , forse anche meg-com-tr-l-compae 
",sancire
7017,7017,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,ma si potrebbe facilitare l' integrazione integrandosi nel loro svolgimento di lavoro entro l' istituto,GENERALIZZAZIONE
5390,5390,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"la realta in cui lavoriamo e intrinseca di contraddizioni 
",COMMENTO
1597,1597,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"scuola 
medicina e sanità 
lavoro per gli stranieri",sancire
5487,5487,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"nell' area del_trattamento e ancora poco usata la metodologia di rete, 
mentre viene privilegiata la burocratizzazione, 
",DESCRIZIONE
170,170,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,le-circostanze ci-informano.,COMMENTO
165,165,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tr-i-comp-di-cella, parl-uno-con-l-altro",DESCRIZIONE
662,662,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non consumo,sancire
7375,7375,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"ero_una_persona , un_grande lavoratore , disponibile",DESCRIZIONE
7290,7290,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,normale,DESCRIZIONE
3478,3478,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ha un problema,sancire
7243,7243,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,c' è qualche_volta penso di togliermi la vita giuste nei primi giorni . poi passa fino_alla fine pena . poi cominciare da_capo .,DICHIARAZIONE DI INTENTI
1523,1523,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,professionalità buona_condotta,DESCRIZIONE
4040,4040,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,come un-detenuto,GENERALIZZAZIONE
3258,3258,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,sfortunato,GIUDIZIO
6440,6440,Come si descriverebbe come persona straniera detenuta,DESCRIZIONE,mi_sento lontano_dalla mia famiglia è tutto_ciò che mi_manca .,sancire
4929,4929,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non so ,GIUSTIFICAZIONE
5138,5138,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,pari_opportunità lavorative e di_istruzione,DESCRIZIONE
6912,6912,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,sono tutte parole che vanno al_vento,COMMENTO
785,785,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,inesistente,GIUDIZIO
2767,2767,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"vivace, sorridente",GIUDIZIO
7507,7507,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"stavo_bene , avevo_un_lavoro e una famiglia",sancire
7209,7209,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"mi_sembrava_che_tutto il mondo fosse mio , in_poche_parole_ero il più duro . è stato un brutto sogno .",sancire
1529,1529,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,tutte_le_attività sportive e culturali,DESCRIZIONE
3211,3211,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,normale,GIUDIZIO
1990,1990,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"per_esempio la mancanza di_casa e lavoro 
fisso",SPECIFICAZIONE
5637,5637,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"l' opportunit…_di trattame_rieducativo Š una commissione che 
lotta per conservare un popolo sano e altruista",COMMENTO
1726,1726,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,nessuna,GIUDIZIO
5724,5724,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,sono_opportunit… enormi da cogliere,GIUDIZIO
2155,2155,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non_lo_so perché non_le_uso,COMMENTO
3055,3055,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"sorridente, agile, attiva, dinamica",GIUDIZIO
5957,5957,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,visite_mediche specifiche,DESCRIZIONE
2153,2153,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non mi piace stare insieme_a loro,COMMENTO
3626,3626,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"tante persone commettono dei reati perché ne sono costretti, tante altre lo fanno per divertimento. Comunque, io questa persona la descriverei come una persona",GIUSTIFICAZIONE
851,851,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,il trattamento rieducativo e molto utile,VALUTAZIONE
7134,7134,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,un_ragazzo che avevo bisogno di un lavoro_in_regola che non potevo avere perché sono albanese,GIUSTIFICAZIONE
383,383,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"per? 
non-e-cosi come-loro-pensan",CONTRAPPOSIZIONE
5003,5003,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,la persona ha smesso di_potere sognare,DESCRIZIONE
6267,6267,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,"mi_sentirò di_nuovo come_è_stato detto qui , chi_entra in_carcere è perso , chi esce è_nato",GENERALIZZAZIONE
6774,6774,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"ci cinosciamo bene e c' è integrazione tra di noi giocando insieme, chiedendo alcune cose come obliamento perché loro essendo stranieri quando vengono arrestati non_hanno né vestiti né sigarette né scarpe ed eccetera.",GIUSTIFICAZIONE
1568,1568,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"primo il medico psichiatra, la salute in_generale, la parte 
materiale spirituale,",DESCRIZIONE
7437,7437,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,una_persona sa niente della vita proprio tanti sbagli senza rendersi conto della gravità,sancire
6214,6214,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,mi_descrivo che sarò_felice contento quando telefonerò alla_famiglia e a tutti gli amici ,SPECIFICAZIONE
6049,6049,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,presa_carico del medico,DESCRIZIONE
4648,4648,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚_la_rieducaz fa fare un cambio di
vita
",IMPLICAZIONI
6341,6341,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,lascio questo_paese proprio,DICHIARAZIONE DI INTENTI
116,116,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tutti i trattam-rieduc che noi conosciamo possiamo-ringr al direttore del-carc,DESCRIZIONE
6438,6438,Come si descriverebbe come persona straniera detenuta,DESCRIZIONE,mi_sento come_pers_det . lontana_dalla famiglia,DESCRIZIONE
2454,2454,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non so,NON RISPOSTA
177,177,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-saputo dal deten-lav-come-scriv,DESCRIZIONE
3691,3691,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"uguale per tutti,",sancire
