,Unnamed: 0,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR
4470,4470,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"qui in_questa prigione credetemi c' Š un
tratt non_efficace .
",sancire
6194,6194,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_so,GIUSTIFICAZIONE
4229,4229,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,importante,GIUDIZIO
4013,4013,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-lo-so,NON RISPOSTA
2034,2034,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,e non lo sarò,PREVISIONE
6869,6869,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,andare insieme_a fare i corsi,DESCRIZIONE
4217,4217,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,rispettosa,GIUDIZIO
1345,1345,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"molte opportunità 
",GIUDIZIO
2577,2577,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,no problemi di salute,sancire
211,211,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"perche l-ho-visto-scritto nell' ordinam-del-penit 
",DESCRIZIONE
3021,3021,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"tranquilla, serena, equilibrata, ben disposta verso gli altri",GIUDIZIO
499,499,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"frequentav-scuo-med mentre scontavo-la-pena e cosi ho-saputo per le attiv all-int dell' istituto 
",GIUDIZIO
6890,6890,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,corsi_di_lingua,DESCRIZIONE
339,339,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,all-int dell istituto,GENERALIZZAZIONE
1403,1403,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,lavoro,GIUDIZIO
896,896,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"molto ristrette ma nello stesso tempo molto utili con chi ha problemi ad avere una conversazione con persone sconosciute, e anche molto rieducativo per persone che entrano in un istituto molto giovani ad esempio come me!",CONTRAPPOSIZIONE
2226,2226,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non uso,NON RISPOSTA
6159,6159,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"richiesta dich_stato_alcol dich_stato_tosdip all_ingresso 
colloqui_con_assist del_sert previa segnalazione 
pre-equipe mensili tra ass_soc dell' osservazione e 
ass_soc medico_sert 
valutazione propositiva del_sert e indagine dell' ass_soc del cssa contatti tra sert presidio cc e sert provenienza 
proposte in sede_equipe ad_opera_di tutti gli operatori_penit",DESCRIZIONE
4672,4672,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"la ragione principale credo che sia la
numerosit… dei_detenuti e una mancanza
degli operatori che
aiutano e che non sono molto disponibili
",OPINIONE
968,968,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,istituti di pena (carceri nuovi complessi),NON RISPOSTA
5411,5411,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"continuo confronto e discussione dei casi con i colleghi 
momenti_di_formazione e corsi 
database e archivi informatici per l' elaborazione di statistiche sull' 
efficacia degli interventi 
",DESCRIZIONE
4,4,Come descriverebbe un trattamento efficace?,DESCRIZIONE,"un_trattamento quello di occupare la popolazione detenuta nel_lavoro 
interno o esterno alla_struttura",DESCRIZIONE
6872,6872,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,uno scambio culturale,DESCRIZIONE
4927,4927,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,quando sono stato trasferito questo istituto mi sentivo condannato due volte perché qua non funziona niente come si deve ,NON RISPOSTA
4239,4239,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,si-lamenta,sancire
6254,6254,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,quando_uscirò sarà come_fossi ,NON RISPOSTA
3500,3500,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,Una persona con il desiderio di cambiare,GIUDIZIO
5685,5685,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,", a chi possa_dare al_detenuto possibilit… di 
riprendere moralmente e fisicamente",SPECIFICAZIONE
7026,7026,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"attraversouna maggiore informazione e rispetto reciproco delleproprie usanze, religioni eccetera",GIUDIZIO
3228,3228,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"descrivo una persona lo stesso reato, anche a me che è avaro",GIUDIZIO
1617,1617,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"il direttore 
sorveglianza 
di essere preciso di nostro diritto",GIUDIZIO
5597,5597,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,una_bella,DESCRIZIONE
6304,6304,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,quando_esci qualcuno è uscito dell' inferno,GENERALIZZAZIONE
3708,3708,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,brutto,GIUDIZIO
6997,6997,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,lavoro e attività_sportive,DESCRIZIONE
6402,6402,Come si descriverebbe come persona straniera detenuta,DESCRIZIONE,come un detenuto che rispetta il regolamento del carcere e attende la fine_della_pena,DESCRIZIONE
1859,1859,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,molto scarse,GIUDIZIO
5157,5157,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"ciò di quelciò di quello che vedo e sento 
persone che usufruiscono di permesso, articolo 21, rapporti con_gli_altri_detenuti 
lo che vedo e sento",VALUTAZIONE
3965,3965,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"ma l infermiera E Simpatica , 
Bravissima , e ci-porta-la-terap 
",COMMENTO
4939,4939,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,che nell'istituto dove ero prima tutto funzionava male ,COMMENTO
4265,4265,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-so-rispondere,NON RISPOSTA
4399,4399,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,perch‚ non so,NON RISPOSTA
4456,4456,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"colloqui rari col personale responsabile
per i trattamenti
",DESCRIZIONE
6521,6521,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"dovrebbe mettere italiana con italiane, straniere con le loro paesane",PRESCRIZIONE
180,180,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,perche li-ho-letti nei-libri,DESCRIZIONE
1354,1354,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"attività_sportiva 
dei_corsi ecc",GIUDIZIO
1869,1869,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,dovrebbero ascoltare di_piu i consigli che noi_operatori diamo nei loro confronti .,COMMENTO
5636,5636,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"Š_una_cosa possibile perch‚ mi insegna tante_cose educative e 
mi_aiuta ad uscire_dalla_prigione .",VALUTAZIONE
5219,5219,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,di_pensarlo niente,NON RISPOSTA
5956,5956,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"colloqui_psic 
certificati_tosdip 
presa_caric_comu 
analisi_cliniche 
colloqui_ass_soc 
",DESCRIZIONE
5035,5035,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,no_perché a_volte come dicevo prima i modi e le culture sono diversi purtroppo e quando un_italiano sta in_mezzo_agli stranieri loro non parlano italiano e non c' è modo di comunicare con altre persone essendo in un carcere italiano,NON RISPOSTA
2937,2937,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,non vive problematiche tali da rendere invalidanti gli atti di vita quotidiana,DESCRIZIONE
438,438,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"leggendo la stampa 
",DESCRIZIONE
5805,5805,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,comunicazione all_atto dell' ingresso per il successivo iter di disintossicazione,DESCRIZIONE
627,627,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,normale,GIUDIZIO
42,42,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"qlch-xs-ne-ha-par xche-io le-ho-ancora-viste 
",DESCRIZIONE
2689,2689,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona lavora e che fa attività sportiva,DESCRIZIONE
446,446,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,non-sono-inf sulle opport-di-trattam,sancire
7040,7040,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"come_una_persona , anche rubando , ma normale",CONTRAPPOSIZIONE
2217,2217,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,una_cosa_normale,GIUDIZIO
2812,2812,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,quanto dettato dall'articolo 32 della costituzione italiana,CONSIDERAZIONE
5188,5188,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"la pacifica convivenza, la voglia di integrarsi da_parte_dei detenuti stranieri, facilità di_istruzione, la volontà dei_detenuti italiani ad accettare usi_e_costumi e religioni_diverse",VALUTAZIONE
2052,2052,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,089) tossica0,GIUDIZIO
5982,5982,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,a_livello farmacologico e non_più psiocologico . questione di risparmio economico,sancire
6136,6136,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_saprei,GIUSTIFICAZIONE
1960,1960,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"----016 
dipende dal reato, in italia ci_sono",NON RISPOSTA
2001,2001,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,020) non_commento,NON RISPOSTA
131,131,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"io ho-lavorato, vado-in-chiesa",NON RISPOSTA
5046,5046,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,la socialità in cella,DESCRIZIONE
6419,6419,Come si descriverebbe come persona straniera detenuta,DESCRIZIONE,non_ho_diritti da_tutte_le_parti,sancire
1161,1161,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,le ragioni in_cui è_poco efficace è che il detenuto una_volta_che esce da un carcere ritorna ad_essere quello di_prima_.,GENERALIZZAZIONE
1801,1801,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,nessuna non_mi_interessa,COMMENTO
5086,5086,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,dal modo di comportamento che troverei tra_detenuti_italiani_e_stranieri,GIUDIZIO
984,984,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,"attivit…_lavorativa istruzione colloqui_sostegno con educatori, psicologi assistenza sanitaria rapporti con l'esterno",sancire
3125,3125,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,in buona salute,GENERALIZZAZIONE
7137,7137,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,facevo_una_vita come_quals_persona,GENERALIZZAZIONE
906,906,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,possi_di_spazio per attivit…_ricreative,DESCRIZIONE
2177,2177,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,nell' area aperta,COMMENTO
5154,5154,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,dal_comportamento fra stranieri ed italiani e dall' eventuale dialogo che esiste fra i medesimi,DESCRIZIONE
5080,5080,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,no dubito che ritornando alla riconoscenza di_alcune etnie per il reato cerco i miei conterranei e stop,COMMENTO
1900,1900,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,riservate_a_pochi,GIUDIZIO
3377,3377,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona che non sa a cosa va incontro,sancire
2319,2319,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non riesco ad immaginarlo,NON RISPOSTA
6057,6057,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"verif_permes_sogg 
verifica esistenza rapporti significativi esterni 
indag_soc_fam e ambienti di vita 
prospettive di reinserim_lav 
prospettive di reinserim_soc 
",DESCRIZIONE
712,712,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,e la gente mette un duro muro di falso perbenismo e così torni alla vita di prima inevitabilmente!,sancire
1915,1915,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,valide e complete,GIUDIZIO
145,145,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"l-ho-sent-dire in-giro 
",DESCRIZIONE
4801,4801,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,che ci sono detenuti e detenuti c' è chi aiuta e chi no ,COMMENTO
3702,3702,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,mi tengo la mia opinione,NON RISPOSTA
4167,4167,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"un-bravo-detenuto , istruito",GIUDIZIO
3737,3737,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,che ha bisogno di sostegno economico,SPECIFICAZIONE
4613,4613,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"le rag_della_mia_scelta che io dentro_all'istituto mai_avuto un_trattt_rieducativo efficace per nulla quello per_me anche per l' altro
",CONFERMA
6285,6285,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,"non avrò più problemi_con_la_legge , perché_ho due figli minori e",PREVISIONE
5036,5036,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,niente perché negli istituti non_esiste ancora questa ipotesi,GIUSTIFICAZIONE
2268,2268,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,no_control_emoz e sono deboli_mental,sancire
1424,1424,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,che esista l' educatrice sociale,GENERALIZZAZIONE
3110,3110,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,non credo esista in un istituto di pena uno stato psicofisico,COMMENTO
6958,6958,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non lo so,NON RISPOSTA
6777,6777,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,e gli italiani dovrebbero_essere un po' po' più seri quando li ascoltano,GIUDIZIO
2920,2920,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,chi è capace di godere del quotidiano,sancire
5594,5594,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"il trattame_rieducativo una_cosa per_un_detenuto , ma 
purtroppo non_viene sempre",CONTRAPPOSIZIONE
2596,2596,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,persona che non ha problemi sanitari no problemi psicologici eccetera,sancire
340,340,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,all-int dell' ist-penit,GENERALIZZAZIONE
1812,1812,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,ci_sono tanti aspetti da prendere in_considerazione,GIUSTIFICAZIONE
302,302,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,mi-piacerebbe andare-a-scuola,NON RISPOSTA
3031,3031,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,persona vivace predisposta all'attività fisica ed aspetto fisico,GIUDIZIO
6390,6390,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,quando_uscirò la lunga strada spinata che devo correre con un peso cumulato durante questa prigionia,GENERALIZZAZIONE
7259,7259,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,stavo_bene,GIUDIZIO
4383,4383,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"non sono per_nulla efficaci perch‚ le
persone_ritornano sui passi di_prima_ .
",PREVISIONE
3517,3517,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,penso che questa persona non sta bene nel cervello,GIUDIZIO
4650,4650,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"sono_efficaci da_parte_delle persone che ci
vogliono dare la rieducaz , ma la mancanza
di
personale tra gli agenti fa che
queste_possibilit… diminuiscano .
",CONTRAPPOSIZIONE
7397,7397,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,il_fatto_di avere precedenti penali rende difficile trovare un_lavoro,COMMENTO
3887,3887,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,fa-lavoro-spetta .,sancire
4446,4446,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚ le opportunit… di tratt_rieducativo
a cui si pu• accedere non esistono oppure
esistono
ma molto molto poco
",DESCRIZIONE
3539,3539,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"non la perdono davanti a dio,",COMMENTO
7022,7022,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"ogni individuo ha il diritto di credere e vivere come vuole e quindi non permettere agli stranieri senza permesso_di_soggiorno di rimanere in italia,",COMMENTO
1204,1204,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,tanti criteri,GIUDIZIO
1578,1578,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"dobbiamo essere trattati come tutti gli altri detenuti anche_se 
siamo albanesi",sancire
7102,7102,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,una_persona per_bene che lavorava per mantenere la sua_famiglia,RIDIMENSIONAMENTO
2151,2151,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,conosco i drogati,COMMENTO
787,787,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,e quano e il momento non sempre viene accettato per via del tipo di lavoro,SPECIFICAZIONE
1240,1240,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,non_lo_so,sancire
3532,3532,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"deve evitare ciò che ha fatto, non deve piangere per ciò che ha passato e deve guardare avanti, evitando ciò che ha fatto in precedenza",PRESCRIZIONE
3770,3770,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,la considero una persona che merita un aiuto maggiore,OPINIONE
4599,4599,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,". vuol dire_che
quando usciremo andremo a lavorare come
abbiamo fatto la
prima volta .",PREVISIONE
303,303,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,mi-e-sempre-piac studiare,NON RISPOSTA
2323,2323,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non consumo,NON RISPOSTA
2957,2957,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona una buona salute fisica ma anche di una buona salute mentale,GIUDIZIO
4964,4964,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,osserverei i rapporti fra di loro,DICHIARAZIONE DI INTENTI
1223,1223,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,solo lavoro,sancire
1321,1321,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,qualità_della_vita;,GENERALIZZAZIONE
3058,3058,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,tranquilla,GIUDIZIO
2064,2064,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non_uso alcol e stupefacenti,NON RISPOSTA
4129,4129,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,penso-che nn-avra-buo-impress,OPINIONE
217,217,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"la possib e stata per-m-lung-temp-det
",NON RISPOSTA
6554,6554,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,il punto più_grave è del troppo razzismo,GIUDIZIO
301,301,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr l' ufficio-domandine,DESCRIZIONE
2154,2154,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,sono una_Persona,GENERALIZZAZIONE
1576,1576,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"quando si_parla di_qualità in_prigione bisogna prima_di tutto che 
ci sia rispetto nei_nostri_confronti",GIUDIZIO
