,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR,DENOMINAZIONE JUNIOR
7379,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,mi dichiaravo un buon_ragazzo ed un_bravo padre_di_famiglia,GIUDIZIO,GIUDIZIO
359,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,mi-sento-meno in-prig,NON RISPOSTA,GIUDIZIO
4865,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non posso affermarlo ,GIUSTIFICAZIONE,NON RISPOSTA
6877,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"e maggiori spazi e tempi per parlare, conoscersi e socializzare",DESCRIZIONE,DESCRIZIONE
3665,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ma torna questo sempre alla fortuna e le condizioni che non l'hanno aiutato,SPECIFICAZIONE,SPECIFICAZIONE
1808,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"la rieducazione 
i magistrati 
la sorveglianza",NON RISPOSTA,GENERALIZZAZIONE
4826,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,il contrario di quello scritto ,NON RISPOSTA,NON RISPOSTA
6780,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,per_me l' unica cosa positiva è la lingua perché parlano bene l' inglese,COMMENTO,COMMENTO
2476,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,come una persona,GENERALIZZAZIONE,GENERALIZZAZIONE
5480,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"non essendo possibile scegliere entrambe le risposte, ho scelto no perche 
le occasioni sono fornite ma non_sempre sono mirate 
agli_obiettivi_e_alle_competenze del_mio_ruolo 
",DESCRIZIONE,VALUTAZIONE
6830,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,dividere le sezioni,GENERALIZZAZIONE,GENERALIZZAZIONE
938,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,la possibilit… di poter lavorare,sancire,PRESCRIZIONE
4644,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"non ho idea se_le_opportunit… dentro il
carcere_ti riducono la pena
",DERESPONSABILIZZAZIONE,DERESPONSABILIZZAZIONE
6652,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,corsi di lingue come lo spagnolo l' inglese e lingue arabe,DESCRIZIONE,PROPOSTA
353,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,l' ho-saputo dall agente-dell-interno,DESCRIZIONE,DESCRIZIONE
5719,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"mi_sono fatta autocritica e credo di_poter accedere a qualsiasi 
cosa , anche_se non_ho 
nessun corso , forse perch‚_sono arrivata in_questo periodo",COMMENTO,COMMENTO
0,Come descriverebbe un trattamento efficace?,DESCRIZIONE,"un bello spazio con uffici per personale di trattamento, abbastanza 
collaborazione con centri o istituti o associazioni. all_esterno, possibilità 
di reinserimenti con cure eccetera eccetera e posibilità di",GIUDIZIO,COMMENTO
1943,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,educazione scolastica,DESCRIZIONE,GENERALIZZAZIONE
1835,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,non_lo_so,GIUDIZIO,NON RISPOSTA
1212,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,questo_carcere viene demolito,PRESCRIZIONE,GENERALIZZAZIONE
5338,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,vari interpelli liberi per entrare nei vari posti o svolgere varie mansioni,GENERALIZZAZIONE,GENERALIZZAZIONE
2318,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,mi preoccupo tanto,sancire,GENERALIZZAZIONE
1633,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,controllare che tutto funzioni bene,GIUDIZIO,GIUDIZIO
5654,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non_lo_so ho iniziato da_poco,GIUSTIFICAZIONE,GIUSTIFICAZIONE
1900,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,riservate_a_pochi,GIUDIZIO,GIUDIZIO
2814,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"serena, ben nutrita, energica",GIUDIZIO,GIUDIZIO
3586,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non ho niente,NON RISPOSTA,NON RISPOSTA
4505,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"le ore di aria pomeridiane sono troppo
poche
",DESCRIZIONE,GIUDIZIO
5443,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"come operatore sert faccio parte della ausl di firenze e non dell' 
amministrazione penitenziaria
",SPECIFICAZIONE,SPECIFICAZIONE
1529,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,tutte_le_attività sportive e culturali,DESCRIZIONE,DESCRIZIONE
2864,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,accetta tutte le misure sanitarie e nell'igiene e della sua allocazione,sancire,sancire
3979,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,delinquente o forse bravo-ragazzo,GIUDIZIO,sancire
1088,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",VALUTAZIONE,frequentare più il mondo_del_lavoro imparare con assistenti il comportamento nel_mondo,GIUDIZIO,GIUDIZIO
522,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"non-sono-stato-inf 
",sancire,sancire
4361,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"quando ho un rapporto molto educativo e
lavoro e non hai nessun rapporto . quando
chiedi qualche
beneficio te_lo_danno sempre indietro
",GENERALIZZAZIONE,GENERALIZZAZIONE
2191,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non lo so,NON RISPOSTA,COMMENTO
6949,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,sancire,sancire
5733,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,secondo_me il trattame_rieducativo questo carcere Š_ottimo,OPINIONE,OPINIONE
925,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,"soddisfazione_utente, grado di motivazone_operatore, incidenza delle ricadute e recidive, numero reingressi,",DESCRIZIONE,PRESCRIZIONE
3393,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"mi dispiace tanto,",OPINIONE,OPINIONE
6682,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,io penso_che non dovrebbe stare tutta l' erba in una sola canna ma dividerla in_più_di una,sancire,OPINIONE
4132,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,bellina,GIUDIZIO,GIUDIZIO
7054,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,prima_di_entrare in_prigione stavo_bene,GIUDIZIO,GIUDIZIO
6350,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,ricominciare,GENERALIZZAZIONE,GENERALIZZAZIONE
6578,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,ma tutte compresa questa finirebbe per fallire,PREVISIONE,PREVISIONE
5794,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,riferiscono di segnarsi_sert per poter accedere a qualche misura_alternativa,COMMENTO,COMMENTO
3015,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"allegro, positivo, proiettato all'esterno",GIUDIZIO,GIUDIZIO
1010,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,"men detenuti,pi- opera educativa",GIUDIZIO,COMMENTO
5889,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"colloqui_conoscit , corsi_formazione , stage_lav",DESCRIZIONE,sancire
4454,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,prima_di tutto perch‚_non_ci_sono,sancire,sancire
1896,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,sufficienti,GIUDIZIO,GIUDIZIO
4445,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"posso dire_che queste cose sono_molto rare
in_carcere
",GENERALIZZAZIONE,GENERALIZZAZIONE
4903,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,impossibile da sapere subito ,GIUSTIFICAZIONE,NON RISPOSTA
7343,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"una_persona che lavora però ha_avuto una compagnia sbagliata balorda ,",GIUSTIFICAZIONE,GIUSTIFICAZIONE
5705,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non_lo_so non_ho l' opportunit… di accedervi,sancire,sancire
3254,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona,GENERALIZZAZIONE,GENERALIZZAZIONE
883,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"non abbiamo trattamenti specifici, siamo trattate come bestie, non abbiamo, non abbiamo un' infermiera, rubano i soldi dal libretto e il carcere sta venendo gi-",GIUDIZIO,sancire
5517,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"si, 
",sancire,sancire
6690,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,riunioni,GENERALIZZAZIONE,GENERALIZZAZIONE
1524,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"campo_sportivo 
palestra",NON RISPOSTA,DESCRIZIONE
6641,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"l' importante è non essere costretti a condividere tutto il tempo e tutto lo spazio con persone diverse da_noi, da ciò che mangiamo, a ciò guardano in tivù, lingua, tradizioni, igiene (inteso come cultura) eccetera",GIUDIZIO,GIUDIZIO
7155,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,fortunato,DESCRIZIONE,GIUDIZIO
5341,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"occasioni_di_aggiornamento e di_formazione, di scambio con altri 
servizi
",GENERALIZZAZIONE,GENERALIZZAZIONE
7205,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,una_persona con_la_famiglia e con un posto_di_lavoro,sancire,sancire
4202,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,nn-sapr-descriverl,NON RISPOSTA,NON RISPOSTA
6020,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"segnalazione al medico 
segnalazione allo psicologo 
segnalazione all' educatore 
segnalazione all' ispettore di reparto 
segnalazione assistenti_vol 
",DESCRIZIONE,sancire
4227,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,che non-mi-sn-comp-bene,sancire,GIUDIZIO
2138,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,"qnd_faccio dimentico_tutto, sto sdraiato penso alla famiglia",DESCRIZIONE,DESCRIZIONE
6685,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,come detto prima dovrebbero_essere in istituti solo per stranieri,CONFERMA,CONFERMA
3826,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"a dire la verità io non, sono stato recluso perché ho interecettato una telefonata e non sono l'unico",COMMENTO,COMMENTO
841,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,in quanto le uniche e poche possibilita all interno del carcere a mio parere sono l'istruzione scolastica e il lavoro che svolgiamo,OPINIONE,OPINIONE
6333,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,continuerò ad essere sempre_lo_stesso,SANCIRE,sancire
3477,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"l'ho commesso primo per denaro, per la fede debole in dio perchè non distinguevo tra il levito e il proibito, e posso dire: ci sono tanti piccoli spacciatori di droga",COMMENTO,COMMENTO
7108,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,lavoravo e stato abbastanza_bene,GIUDIZIO,GIUDIZIO
6358,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,"io_penso sempre a questa_domanda , ma_sicuramente cambiato e molto_felice",GIUDIZIO,GIUDIZIO
1544,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"i lavori 
lo sport 
il cinema 
fare sesso con la sua moglie o con la sua convivente",GIUDIZIO,DESCRIZIONE
5025,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,sono_integrati a modo loro,GIUDIZIO,GIUDIZIO
1420,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,apprezzo le qualità_dei_servizi sanitari,GIUDIZIO,NON RISPOSTA
3588,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,poco furbo non usa cervello,GIUDIZIO,GIUDIZIO
4837,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,efficacia del programma ,DESCRIZIONE,DESCRIZIONE
7081,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"conoscevo tanti clienti pensavo_di_avere una strada bella , c' è il fumo la cocaina non_pensavo di_entrare in_carcere",CONTRAPPOSIZIONE,CONTRAPPOSIZIONE
5535,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,fiducia e liberta di agire e suggerimenti validi,DESCRIZIONE,VALUTAZIONE
2699,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona da un punto di vista organico e psicosociale. Ossia ha dei buoni riferimenti relazionali - sociali significativi e non ha problemi di salute mentale,SPECIFICAZIONE,sancire
89,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tra-pop-deten si-parla-sempre 
dei-carc e i prob-che-esist sempre. 
",DESCRIZIONE,sancire
645,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,tossicodipendente,GIUDIZIO,GIUDIZIO
4686,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,non_so come spiegarlo,GIUSTIFICAZIONE,NON RISPOSTA
7438,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,prima_di essere arrestato ho_sempre la strada_sbagliata e nessuno mi ha mai dato un consiglio,GIUSTIFICAZIONE,sancire
6707,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"questo si dovrebbe evitare,",GENERALIZZAZIONE,GENERALIZZAZIONE
314,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dagli altri-collegi,DESCRIZIONE,DESCRIZIONE
6288,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,buona lavorare,GENERALIZZAZIONE,GENERALIZZAZIONE
4891,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,se c' è dialogo tra straniere e italiane è meglio ,GIUDIZIO,GIUDIZIO
3848,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"non-lo-so , come mi-descrive? . . !",NON RISPOSTA,NON RISPOSTA
6118,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,invio_com_tera per tossicodip o alcoldipendenti stranieri con o senza permesso_sogg,DESCRIZIONE,sancire
1717,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,l' area più_grande e un po' di verde,GENERALIZZAZIONE,GIUDIZIO
4811,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non so rispondere ma la pena è la pena ,GIUSTIFICAZIONE,NON RISPOSTA
4516,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"ho_scelto qui_non si lavora . sia io che
gli altri_detenuti chiediamo che le cose
vengano migliorate . grazie
",DESCRIZIONE,COMMENTO
6632,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,quella_che_è_già_applicata,CONFERMA,CONFERMA
6447,Come si descriverebbe come persona straniera detenuta,DESCRIZIONE,mi_sento_soffocato,GIUDIZIO,GIUDIZIO
2024,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,056) distrugge_la_salute.,COMMENTO,COMMENTO
3290,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,secondo me non è giusto che una persona da falsità di cognomi paghi per una persona fatto niente,GENERALIZZAZIONE,GENERALIZZAZIONE
2462,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non_sono di_queste_sostanze e me lo auguro che sia lo_stesso per tuttivogliamo pace e libertà,COMMENTO,COMMENTO
3226,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,descrivo la persona è dentro in prigione per volontà di dio che sto aspettando il suo giudizio,COMMENTO,COMMENTO
2286,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,scemo,GIUDIZIO,GIUDIZIO
3956,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,questo non-so,NON RISPOSTA,NON RISPOSTA
1100,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",VALUTAZIONE,"la cella tutta la sua_strutturazione 
i pavimenti 
l' igiene generale 
lavoro 
sovraffollamento",sancire,DESCRIZIONE
5448,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"facendo si 
che si disperda quanto acquisito nel precedente.",IMPLICAZIONI,IMPLICAZIONI
6372,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,penso_che sarei una persona_felice e piena di tanti valori sia fisici che morali che ho scoperto stando qui_dentro,GIUDIZIO,GIUDIZIO
2836,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"persona che sta bene, ben orientata nel tempo e nello spazio",GIUDIZIO,GIUDIZIO
4109,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"se una-Femmina mi-descrive come malato , dovra-curarmi 
",COMMENTO,COMMENTO
4780,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚ la persona detenuta lavorando
dimentica che e in delirio , e anche e
pagata per mantenersi
",VALUTAZIONE,VALUTAZIONE
3627,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,lo descriverei come un ladro di case.,GIUDIZIO,GIUDIZIO
6483,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,farci sentire un_po’_più libere.,GIUDIZIO,GIUDIZIO
1589,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,neanche uno.,IMPLICAZIONI,NON RISPOSTA
3875,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"non-vedo nessuna-ambiguita , E un cosa-normale 
",COMMENTO,COMMENTO
7075,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,abbastanza normale poco aggressivo e con un_carattere instabile . non certo da mandare al manicomio,GIUDIZIO,GIUDIZIO
5744,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,ci_sono opportunit… che possono_essere utili per la detenuta,POSSIBILITÀ,POSSIBILITÀ
5225,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,normale,GIUDIZIO,GIUDIZIO
779,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,almeno in questo istituto,SPECIFICAZIONE,SPECIFICAZIONE
4908,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,nel carcere difficile integrarsi ,COMMENTO,sancire
2342,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,e penso_che non smetterò mai,PREVISIONE,PREVISIONE
558,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-visto una altra-pers-lavora,DESCRIZIONE,DESCRIZIONE
232,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-sent-parlare di-queste-opport frequentando la scuola-del-carc,DESCRIZIONE,DESCRIZIONE
873,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,sono opportune e molto necessarie,GIUDIZIO,GIUDIZIO
6076,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non posso rispondere_perché_non ho mai seguito tali procedure,GIUSTIFICAZIONE,NON RISPOSTA
4869,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,la qualità di vita ,DESCRIZIONE,IMPLICAZIONI
4241,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,pensano-che-sono buono,GIUDIZIO,GIUDIZIO
731,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"e mi ritengo soddisfatto anche perch' di meglio credo che nell' istituto non ci sia al momento nulla di meglio, le altre attivita sono monotone e superflue",GIUDIZIO,OPINIONE
1884,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,le opportunita sulla_carta sono adeguate nella_realta siamo al_di_sotto_del dettato costituzionale,SPECIFICAZIONE,GIUDIZIO
2688,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,psicologicamente in forma,GIUDIZIO,GIUDIZIO
3083,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che si accetta fisicamente e che riconosce in sé i limiti e i pregi,GIUDIZIO,GIUDIZIO
3016,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"persona tranquilla,",GIUDIZIO,GIUDIZIO
366,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,perche e una-cosa-principale,NON RISPOSTA,sancire
